TAL;BOPKOM;KØN;TID;INDHOLD
Full-time employees;Furesø;Total;2008Q2;15782
Full-time employees;Furesø;Total;2008Q3;15537
Full-time employees;Furesø;Total;2008Q4;15821
Full-time employees;Furesø;Total;2009Q1;15548
Full-time employees;Furesø;Total;2009Q2;15460
Full-time employees;Furesø;Total;2009Q3;15214
Full-time employees;Furesø;Total;2009Q4;15279
Full-time employees;Furesø;Total;2010Q1;15052
Full-time employees;Furesø;Total;2010Q2;15084
Full-time employees;Furesø;Total;2010Q3;14927
Full-time employees;Furesø;Total;2010Q4;15157
Full-time employees;Furesø;Total;2011Q1;14974
Full-time employees;Furesø;Total;2011Q2;15050
Full-time employees;Furesø;Total;2011Q3;14895
Full-time employees;Furesø;Total;2011Q4;15100
Full-time employees;Furesø;Total;2012Q1;14876
Full-time employees;Furesø;Total;2012Q2;14857
Full-time employees;Furesø;Total;2012Q3;14711
Full-time employees;Furesø;Total;2012Q4;14936
Full-time employees;Furesø;Total;2013Q1;14729
Full-time employees;Furesø;Total;2013Q2;14769
Full-time employees;Furesø;Total;2013Q3;14784
Full-time employees;Furesø;Total;2013Q4;15035
Full-time employees;Furesø;Total;2014Q1;14876
Full-time employees;Furesø;Total;2014Q2;14988
Full-time employees;Furesø;Total;2014Q3;14934
Full-time employees;Furesø;Total;2014Q4;15218
Full-time employees;Furesø;Total;2015Q1;15069
Full-time employees;Furesø;Total;2015Q2;15336
Full-time employees;Furesø;Total;2015Q3;15319
Full-time employees;Furesø;Total;2015Q4;15677
Full-time employees;Furesø;Total;2016Q1;15575
Full-time employees;Furesø;Total;2016Q2;15830
Full-time employees;Furesø;Total;2016Q3;15657
Full-time employees;Furesø;Total;2016Q4;16001
Full-time employees;Furesø;Total;2017Q1;15835
Full-time employees;Furesø;Total;2017Q2;15898
Full-time employees;Furesø;Total;2017Q3;15834
Full-time employees;Furesø;Total;2017Q4;16166
Full-time employees;Furesø;Total;2018Q1;15978
Full-time employees;Furesø;Total;2018Q2;16109
Full-time employees;Furesø;Total;2018Q3;15937
Full-time employees;Furesø;Total;2018Q4;16385
Full-time employees;Furesø;Total;2019Q1;16136
Full-time employees;Furesø;Total;2019Q2;16230
Full-time employees;Furesø;Total;2019Q3;16088
Full-time employees;Furesø;Total;2019Q4;16416
Full-time employees;Furesø;Total;2020Q1;16121
Full-time employees;Furesø;Total;2020Q2;16123
Full-time employees;Furesø;Total;2020Q3;15960
Full-time employees;Furesø;Total;2020Q4;16423
Full-time employees;Furesø;Total;2021Q1;16193
Full-time employees;Furesø;Total;2021Q2;16609
Full-time employees;Furesø;Total;2021Q3;16613
Full-time employees;Furesø;Total;2021Q4;17099
Full-time employees;Furesø;Total;2022Q1;17078
Full-time employees;Furesø;Total;2022Q2;17219
Full-time employees;Furesø;Total;2022Q3;17200
Full-time employees;Furesø;Total;2022Q4;17659
Full-time employees;Furesø;Total;2023Q1;17500
Full-time employees;Furesø;Total;2023Q2;17657
Full-time employees;Furesø;Total;2023Q3;17550
Full-time employees;Furesø;Total;2023Q4;17894
Full-time employees;Furesø;Total;2024Q1;17600
Full-time employees;Furesø;Total;2024Q2;17741
Full-time employees;Furesø;Total;2024Q3;17467
Full-time employees;Furesø;Total;2024Q4;17831
Full-time employees;Furesø;Total;2025Q1;17652
Full-time employees;Furesø;Total;2025Q2;17809
Full-time employees;Furesø;Total;2025Q3;17650
Full-time employees;Gribskov;Total;2008Q1;16084
Full-time employees;Gribskov;Total;2008Q2;16375
Full-time employees;Gribskov;Total;2008Q3;16132
Full-time employees;Gribskov;Total;2008Q4;16238
Full-time employees;Gribskov;Total;2009Q1;15685
Full-time employees;Gribskov;Total;2009Q2;15852
Full-time employees;Gribskov;Total;2009Q3;15596
Full-time employees;Gribskov;Total;2009Q4;15544
Full-time employees;Gribskov;Total;2010Q1;15059
Full-time employees;Gribskov;Total;2010Q2;15462
Full-time employees;Gribskov;Total;2010Q3;15302
Full-time employees;Gribskov;Total;2010Q4;15331
Full-time employees;Gribskov;Total;2011Q1;14897
Full-time employees;Gribskov;Total;2011Q2;15269
Full-time employees;Gribskov;Total;2011Q3;15212
Full-time employees;Gribskov;Total;2011Q4;15226
Full-time employees;Gribskov;Total;2012Q1;14870
Full-time employees;Gribskov;Total;2012Q2;15099
Full-time employees;Gribskov;Total;2012Q3;15008
Full-time employees;Gribskov;Total;2012Q4;15070
Full-time employees;Gribskov;Total;2013Q1;14675
Full-time employees;Gribskov;Total;2013Q2;14983
Full-time employees;Gribskov;Total;2013Q3;15023
Full-time employees;Gribskov;Total;2013Q4;15048
Full-time employees;Gribskov;Total;2014Q1;14810
Full-time employees;Gribskov;Total;2014Q2;15095
Full-time employees;Gribskov;Total;2014Q3;15005
Full-time employees;Gribskov;Total;2014Q4;15019
Full-time employees;Gribskov;Total;2015Q1;14698
Full-time employees;Gribskov;Total;2015Q2;15083
Full-time employees;Gribskov;Total;2015Q3;15116
Full-time employees;Gribskov;Total;2015Q4;15201
Full-time employees;Gribskov;Total;2016Q1;14899
Full-time employees;Gribskov;Total;2016Q2;15281
Full-time employees;Gribskov;Total;2016Q3;15187
Full-time employees;Gribskov;Total;2016Q4;15312
Full-time employees;Gribskov;Total;2017Q1;14996
Full-time employees;Gribskov;Total;2017Q2;15240
Full-time employees;Gribskov;Total;2017Q3;15222
Full-time employees;Gribskov;Total;2017Q4;15375
Full-time employees;Gribskov;Total;2018Q1;15080
Full-time employees;Gribskov;Total;2018Q2;15481
Full-time employees;Gribskov;Total;2018Q3;15436
Full-time employees;Gribskov;Total;2018Q4;15528
Full-time employees;Gribskov;Total;2019Q1;15242
Full-time employees;Gribskov;Total;2019Q2;15459
Full-time employees;Gribskov;Total;2019Q3;15347
Full-time employees;Gribskov;Total;2019Q4;15414
Full-time employees;Gribskov;Total;2020Q1;15112
Full-time employees;Gribskov;Total;2020Q2;15143
Full-time employees;Gribskov;Total;2020Q3;15201
Full-time employees;Gribskov;Total;2020Q4;15509
Full-time employees;Gribskov;Total;2021Q1;15214
Full-time employees;Gribskov;Total;2021Q2;15671
Full-time employees;Gribskov;Total;2021Q3;15699
Full-time employees;Gribskov;Total;2021Q4;15929
Full-time employees;Gribskov;Total;2022Q1;15810
Full-time employees;Gribskov;Total;2022Q2;16122
Full-time employees;Gribskov;Total;2022Q3;16044
Full-time employees;Gribskov;Total;2022Q4;16229
Full-time employees;Gribskov;Total;2023Q1;16042
Full-time employees;Gribskov;Total;2023Q2;16333
Full-time employees;Gribskov;Total;2023Q3;16235
Full-time employees;Gribskov;Total;2023Q4;16381
Full-time employees;Gribskov;Total;2024Q1;16084
Full-time employees;Gribskov;Total;2024Q2;16413
Full-time employees;Gribskov;Total;2024Q3;16236
Full-time employees;Gribskov;Total;2024Q4;16316
Full-time employees;Gribskov;Total;2025Q1;16169
Full-time employees;Gribskov;Total;2025Q2;16370
Full-time employees;Gribskov;Total;2025Q3;16276
Full-time employees;Halsnæs;Total;2008Q1;12423
Full-time employees;Halsnæs;Total;2008Q2;12593
Full-time employees;Halsnæs;Total;2008Q3;12464
Full-time employees;Halsnæs;Total;2008Q4;12532
Full-time employees;Halsnæs;Total;2009Q1;12100
Full-time employees;Halsnæs;Total;2009Q2;12125
Full-time employees;Halsnæs;Total;2009Q3;11917
Full-time employees;Halsnæs;Total;2009Q4;11822
Full-time employees;Halsnæs;Total;2010Q1;11349
Full-time employees;Halsnæs;Total;2010Q2;11639
Full-time employees;Halsnæs;Total;2010Q3;11548
Full-time employees;Halsnæs;Total;2010Q4;11579
Full-time employees;Halsnæs;Total;2011Q1;11326
Full-time employees;Halsnæs;Total;2011Q2;11567
Full-time employees;Halsnæs;Total;2011Q3;11537
Full-time employees;Halsnæs;Total;2011Q4;11598
Full-time employees;Halsnæs;Total;2012Q1;11313
Full-time employees;Halsnæs;Total;2012Q2;11403
Full-time employees;Halsnæs;Total;2012Q3;11356
Full-time employees;Halsnæs;Total;2012Q4;11368
Full-time employees;Halsnæs;Total;2013Q1;11068
Full-time employees;Halsnæs;Total;2013Q2;11324
Full-time employees;Halsnæs;Total;2013Q3;11280
Full-time employees;Halsnæs;Total;2013Q4;11259
Full-time employees;Halsnæs;Total;2014Q1;11057
Full-time employees;Halsnæs;Total;2014Q2;11313
Full-time employees;Halsnæs;Total;2014Q3;11313
Full-time employees;Halsnæs;Total;2014Q4;11350
Full-time employees;Halsnæs;Total;2015Q1;11169
Full-time employees;Halsnæs;Total;2015Q2;11486
Full-time employees;Halsnæs;Total;2015Q3;11446
Full-time employees;Halsnæs;Total;2015Q4;11602
Full-time employees;Halsnæs;Total;2016Q1;11428
Full-time employees;Halsnæs;Total;2016Q2;11769
Full-time employees;Halsnæs;Total;2016Q3;11558
Full-time employees;Halsnæs;Total;2016Q4;11729
Full-time employees;Halsnæs;Total;2017Q1;11552
Full-time employees;Halsnæs;Total;2017Q2;11743
Full-time employees;Halsnæs;Total;2017Q3;11691
Full-time employees;Halsnæs;Total;2017Q4;11796
Full-time employees;Halsnæs;Total;2018Q1;11586
Full-time employees;Halsnæs;Total;2018Q2;11861
Full-time employees;Halsnæs;Total;2018Q3;11814
Full-time employees;Halsnæs;Total;2018Q4;11956
Full-time employees;Halsnæs;Total;2019Q1;11765
Full-time employees;Halsnæs;Total;2019Q2;11901
Full-time employees;Halsnæs;Total;2019Q3;11874
Full-time employees;Halsnæs;Total;2019Q4;11980
Full-time employees;Halsnæs;Total;2020Q1;11769
Full-time employees;Halsnæs;Total;2020Q2;11671
Full-time employees;Halsnæs;Total;2020Q3;11670
Full-time employees;Halsnæs;Total;2020Q4;11868
Full-time employees;Halsnæs;Total;2021Q1;11622
Full-time employees;Halsnæs;Total;2021Q2;11960
Full-time employees;Halsnæs;Total;2021Q3;11957
Full-time employees;Halsnæs;Total;2021Q4;12126
Full-time employees;Halsnæs;Total;2022Q1;12053
Full-time employees;Halsnæs;Total;2022Q2;12284
Full-time employees;Halsnæs;Total;2022Q3;12228
Full-time employees;Halsnæs;Total;2022Q4;12263
Full-time employees;Halsnæs;Total;2023Q1;12073
Full-time employees;Halsnæs;Total;2023Q2;12233
Full-time employees;Halsnæs;Total;2023Q3;12144
Full-time employees;Halsnæs;Total;2023Q4;12232
Full-time employees;Halsnæs;Total;2024Q1;12075
Full-time employees;Halsnæs;Total;2024Q2;12245
Full-time employees;Halsnæs;Total;2024Q3;12143
Full-time employees;Halsnæs;Total;2024Q4;12199
Full-time employees;Halsnæs;Total;2025Q1;12093
Full-time employees;Halsnæs;Total;2025Q2;12293
Full-time employees;Halsnæs;Total;2025Q3;12216
Full-time employees;Helsingør;Total;2008Q1;23664
Full-time employees;Helsingør;Total;2008Q2;23963
Full-time employees;Helsingør;Total;2008Q3;23713
Full-time employees;Helsingør;Total;2008Q4;23942
Full-time employees;Helsingør;Total;2009Q1;23196
Full-time employees;Helsingør;Total;2009Q2;23187
Full-time employees;Helsingør;Total;2009Q3;22829
Full-time employees;Helsingør;Total;2009Q4;22800
Full-time employees;Helsingør;Total;2010Q1;22431
Full-time employees;Helsingør;Total;2010Q2;22693
Full-time employees;Helsingør;Total;2010Q3;22643
Full-time employees;Helsingør;Total;2010Q4;22864
Full-time employees;Helsingør;Total;2011Q1;22382
Full-time employees;Helsingør;Total;2011Q2;22565
Full-time employees;Helsingør;Total;2011Q3;22496
Full-time employees;Helsingør;Total;2011Q4;22582
Full-time employees;Helsingør;Total;2012Q1;22097
Full-time employees;Helsingør;Total;2012Q2;22293
Full-time employees;Helsingør;Total;2012Q3;22146
Full-time employees;Helsingør;Total;2012Q4;22205
Full-time employees;Helsingør;Total;2013Q1;21818
Full-time employees;Helsingør;Total;2013Q2;22083
Full-time employees;Helsingør;Total;2013Q3;22292
Full-time employees;Helsingør;Total;2013Q4;22461
Full-time employees;Helsingør;Total;2014Q1;22177
Full-time employees;Helsingør;Total;2014Q2;22488
Full-time employees;Helsingør;Total;2014Q3;22347
Full-time employees;Helsingør;Total;2014Q4;22498
Full-time employees;Helsingør;Total;2015Q1;22177
Full-time employees;Helsingør;Total;2015Q2;22647
Full-time employees;Helsingør;Total;2015Q3;22576
Full-time employees;Helsingør;Total;2015Q4;22778
Full-time employees;Helsingør;Total;2016Q1;22489
Full-time employees;Helsingør;Total;2016Q2;22994
Full-time employees;Helsingør;Total;2016Q3;22844
Full-time employees;Helsingør;Total;2016Q4;23099
Full-time employees;Helsingør;Total;2017Q1;22719
Full-time employees;Helsingør;Total;2017Q2;23068
Full-time employees;Helsingør;Total;2017Q3;22954
Full-time employees;Helsingør;Total;2017Q4;23300
Full-time employees;Helsingør;Total;2018Q1;22881
Full-time employees;Helsingør;Total;2018Q2;23313
Full-time employees;Helsingør;Total;2018Q3;23175
Full-time employees;Helsingør;Total;2018Q4;23461
Full-time employees;Helsingør;Total;2019Q1;23098
Full-time employees;Helsingør;Total;2019Q2;23376
Full-time employees;Helsingør;Total;2019Q3;23309
Full-time employees;Helsingør;Total;2019Q4;23552
Full-time employees;Helsingør;Total;2020Q1;23169
Full-time employees;Helsingør;Total;2020Q2;23184
Full-time employees;Helsingør;Total;2020Q3;23333
Full-time employees;Helsingør;Total;2020Q4;23703
Full-time employees;Helsingør;Total;2021Q1;23344
Full-time employees;Helsingør;Total;2021Q2;24055
Full-time employees;Helsingør;Total;2021Q3;24070
Full-time employees;Helsingør;Total;2021Q4;24483
Full-time employees;Helsingør;Total;2022Q1;24259
Full-time employees;Helsingør;Total;2022Q2;24578
Full-time employees;Helsingør;Total;2022Q3;24611
Full-time employees;Helsingør;Total;2022Q4;24962
Full-time employees;Helsingør;Total;2023Q1;24600
Full-time employees;Helsingør;Total;2023Q2;24868
Full-time employees;Helsingør;Total;2023Q3;24845
Full-time employees;Helsingør;Total;2023Q4;25248
Full-time employees;Helsingør;Total;2024Q1;24900
Full-time employees;Helsingør;Total;2024Q2;25208
Full-time employees;Helsingør;Total;2024Q3;24969
Full-time employees;Helsingør;Total;2024Q4;25356
Full-time employees;Helsingør;Total;2025Q1;24935
Full-time employees;Helsingør;Total;2025Q2;25208
Full-time employees;Helsingør;Total;2025Q3;25098
Full-time employees;Hillerød;Total;2008Q1;19854
Full-time employees;Hillerød;Total;2008Q2;19972
Full-time employees;Hillerød;Total;2008Q3;19857
Full-time employees;Hillerød;Total;2008Q4;20167
Full-time employees;Hillerød;Total;2009Q1;19752
Full-time employees;Hillerød;Total;2009Q2;19702
Full-time employees;Hillerød;Total;2009Q3;19419
Full-time employees;Hillerød;Total;2009Q4;19544
Full-time employees;Hillerød;Total;2010Q1;19247
Full-time employees;Hillerød;Total;2010Q2;19433
Full-time employees;Hillerød;Total;2010Q3;19329
Full-time employees;Hillerød;Total;2010Q4;19502
Full-time employees;Hillerød;Total;2011Q1;19218
Full-time employees;Hillerød;Total;2011Q2;19457
Full-time employees;Hillerød;Total;2011Q3;19429
Full-time employees;Hillerød;Total;2011Q4;19614
Full-time employees;Hillerød;Total;2012Q1;19335
Full-time employees;Hillerød;Total;2012Q2;19440
Full-time employees;Hillerød;Total;2012Q3;19341
Full-time employees;Hillerød;Total;2012Q4;19602
Full-time employees;Hillerød;Total;2013Q1;19324
Full-time employees;Hillerød;Total;2013Q2;19434
Full-time employees;Hillerød;Total;2013Q3;19444
Full-time employees;Hillerød;Total;2013Q4;19764
Full-time employees;Hillerød;Total;2014Q1;19479
Full-time employees;Hillerød;Total;2014Q2;19722
Full-time employees;Hillerød;Total;2014Q3;19686
Full-time employees;Hillerød;Total;2014Q4;19980
Full-time employees;Hillerød;Total;2015Q1;19813
Full-time employees;Hillerød;Total;2015Q2;20118
Full-time employees;Hillerød;Total;2015Q3;20042
Full-time employees;Hillerød;Total;2015Q4;20309
Full-time employees;Hillerød;Total;2016Q1;20022
Full-time employees;Hillerød;Total;2016Q2;20362
Full-time employees;Hillerød;Total;2016Q3;20272
Full-time employees;Hillerød;Total;2016Q4;20595
Full-time employees;Hillerød;Total;2017Q1;20371
Full-time employees;Hillerød;Total;2017Q2;20534
Full-time employees;Hillerød;Total;2017Q3;20400
Full-time employees;Hillerød;Total;2017Q4;20945
Full-time employees;Hillerød;Total;2018Q1;20642
Full-time employees;Hillerød;Total;2018Q2;20992
Full-time employees;Hillerød;Total;2018Q3;20795
Full-time employees;Hillerød;Total;2018Q4;21192
Full-time employees;Hillerød;Total;2019Q1;21042
Full-time employees;Hillerød;Total;2019Q2;21270
Full-time employees;Hillerød;Total;2019Q3;21155
Full-time employees;Hillerød;Total;2019Q4;21498
Full-time employees;Hillerød;Total;2020Q1;21185
Full-time employees;Hillerød;Total;2020Q2;21102
Full-time employees;Hillerød;Total;2020Q3;21090
Full-time employees;Hillerød;Total;2020Q4;21717
Full-time employees;Hillerød;Total;2021Q1;21553
Full-time employees;Hillerød;Total;2021Q2;22097
Full-time employees;Hillerød;Total;2021Q3;22363
Full-time employees;Hillerød;Total;2021Q4;23113
Full-time employees;Hillerød;Total;2022Q1;23087
Full-time employees;Hillerød;Total;2022Q2;23379
Full-time employees;Hillerød;Total;2022Q3;23322
Full-time employees;Hillerød;Total;2022Q4;23890
Full-time employees;Hillerød;Total;2023Q1;23674
Full-time employees;Hillerød;Total;2023Q2;23973
Full-time employees;Hillerød;Total;2023Q3;23867
