BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Favrskov;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5160
Favrskov;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5523
Hedensted;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3475
Hedensted;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3700
Hedensted;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3954
Hedensted;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4247
Hedensted;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4669
Horsens;Total;H50 Vocational bachelors educations;Age, total;Total;2008;7534
Horsens;Total;H50 Vocational bachelors educations;Age, total;Total;2011;8078
Horsens;Total;H50 Vocational bachelors educations;Age, total;Total;2015;9447
Horsens;Total;H50 Vocational bachelors educations;Age, total;Total;2019;10606
Horsens;Total;H50 Vocational bachelors educations;Age, total;Total;2022;11801
Norddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2591
Norddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2600
Norddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2770
Norddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2925
Norddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3052
Odder;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2158
Odder;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2266
Odder;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2389
Odder;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2515
Odder;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2702
Randers;Total;H50 Vocational bachelors educations;Age, total;Total;2008;7324
Randers;Total;H50 Vocational bachelors educations;Age, total;Total;2011;7774
Randers;Total;H50 Vocational bachelors educations;Age, total;Total;2015;8527
Randers;Total;H50 Vocational bachelors educations;Age, total;Total;2019;9209
Randers;Total;H50 Vocational bachelors educations;Age, total;Total;2022;10043
Samsø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;341
Samsø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;359
Samsø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;350
Samsø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;360
Samsø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;374
Silkeborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;9002
Silkeborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;9408
Silkeborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;10076
Silkeborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;11021
Silkeborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;12178
Skanderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;5925
Skanderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;6235
Skanderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;6568
Skanderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;7238
Skanderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;7732
Syddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3723
Syddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3917
Syddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4126
Syddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4486
Syddjurs;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4864
Aarhus;Total;H50 Vocational bachelors educations;Age, total;Total;2008;32232
Aarhus;Total;H50 Vocational bachelors educations;Age, total;Total;2011;34540
Aarhus;Total;H50 Vocational bachelors educations;Age, total;Total;2015;39256
Aarhus;Total;H50 Vocational bachelors educations;Age, total;Total;2019;44320
Aarhus;Total;H50 Vocational bachelors educations;Age, total;Total;2022;46331
Herning;Total;H50 Vocational bachelors educations;Age, total;Total;2008;7042
Herning;Total;H50 Vocational bachelors educations;Age, total;Total;2011;7425
Herning;Total;H50 Vocational bachelors educations;Age, total;Total;2015;8402
Herning;Total;H50 Vocational bachelors educations;Age, total;Total;2019;9196
Herning;Total;H50 Vocational bachelors educations;Age, total;Total;2022;9813
Holstebro;Total;H50 Vocational bachelors educations;Age, total;Total;2008;5446
Holstebro;Total;H50 Vocational bachelors educations;Age, total;Total;2011;5776
Holstebro;Total;H50 Vocational bachelors educations;Age, total;Total;2015;6278
Holstebro;Total;H50 Vocational bachelors educations;Age, total;Total;2019;6695
Holstebro;Total;H50 Vocational bachelors educations;Age, total;Total;2022;7017
Ikast-Brande;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2546
Ikast-Brande;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2807
Ikast-Brande;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3147
Ikast-Brande;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3557
Ikast-Brande;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3973
Lemvig;Total;H50 Vocational bachelors educations;Age, total;Total;2008;1700
Lemvig;Total;H50 Vocational bachelors educations;Age, total;Total;2011;1762
Lemvig;Total;H50 Vocational bachelors educations;Age, total;Total;2015;1814
Lemvig;Total;H50 Vocational bachelors educations;Age, total;Total;2019;1823
Lemvig;Total;H50 Vocational bachelors educations;Age, total;Total;2022;1906
Ringkøbing-Skjern;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4210
Ringkøbing-Skjern;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4425
Ringkøbing-Skjern;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4739
Ringkøbing-Skjern;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5089
Ringkøbing-Skjern;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5353
Skive;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3933
Skive;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4099
Skive;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4267
Skive;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4372
Skive;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4465
Struer;Total;H50 Vocational bachelors educations;Age, total;Total;2008;1952
Struer;Total;H50 Vocational bachelors educations;Age, total;Total;2011;1958
Struer;Total;H50 Vocational bachelors educations;Age, total;Total;2015;1986
Struer;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2010
Struer;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2077
Viborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;8502
Viborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;8896
Viborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;9560
Viborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;10187
Viborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;10784
Region Nordjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2008;48187
Region Nordjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2011;50437
Region Nordjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2015;53983
Region Nordjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2019;57476
Region Nordjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2022;60754
Brønderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3024
Brønderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3135
Brønderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3333
Brønderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3558
Brønderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3748
Frederikshavn;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4517
Frederikshavn;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4749
Frederikshavn;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4953
Frederikshavn;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5043
Frederikshavn;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5262
Hjørring;Total;H50 Vocational bachelors educations;Age, total;Total;2008;5792
Hjørring;Total;H50 Vocational bachelors educations;Age, total;Total;2011;6048
Hjørring;Total;H50 Vocational bachelors educations;Age, total;Total;2015;6367
Hjørring;Total;H50 Vocational bachelors educations;Age, total;Total;2019;6549
Hjørring;Total;H50 Vocational bachelors educations;Age, total;Total;2022;6848
Jammerbugt;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2878
Jammerbugt;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2988
Jammerbugt;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3132
Jammerbugt;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3237
Jammerbugt;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3382
Læsø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;139
Læsø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;133
Læsø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;136
Læsø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;148
Læsø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;147
Mariagerfjord;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3358
Mariagerfjord;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3487
Mariagerfjord;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3631
Mariagerfjord;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3885
Mariagerfjord;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3993
Morsø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;1429
Morsø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;1461
Morsø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;1495
Morsø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;1485
Morsø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;1573
Rebild;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2527
Rebild;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2679
Rebild;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2788
Rebild;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3076
Rebild;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3269
Thisted;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3191
Thisted;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3303
Thisted;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3452
Thisted;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3598
Thisted;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3804
Vesthimmerlands;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2782
Vesthimmerlands;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2838
Vesthimmerlands;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3023
Vesthimmerlands;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3034
Vesthimmerlands;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3158
Aalborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;18550
Aalborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;19616
Aalborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;21673
Aalborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;23863
Aalborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;25570
