BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Rødovre;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3427
Rødovre;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4186
Rødovre;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4697
Vallensbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2008;1178
Vallensbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2011;1310
Vallensbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2015;1388
Vallensbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2019;1630
Vallensbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2022;1817
Allerød;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2806
Allerød;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2847
Allerød;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2831
Allerød;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2908
Allerød;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2934
Egedal;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4020
Egedal;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4104
Egedal;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4292
Egedal;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4575
Egedal;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4999
Fredensborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4338
Fredensborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4409
Fredensborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4426
Fredensborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4444
Fredensborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4519
Frederikssund;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4197
Frederikssund;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4291
Frederikssund;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4380
Frederikssund;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4547
Frederikssund;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4866
Furesø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4684
Furesø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4699
Furesø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4775
Furesø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4741
Furesø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4729
Gribskov;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3914
Gribskov;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4025
Gribskov;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4128
Gribskov;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4171
Gribskov;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4407
Halsnæs;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2646
Halsnæs;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2731
Halsnæs;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2840
Halsnæs;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2934
Halsnæs;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3059
Helsingør;Total;H50 Vocational bachelors educations;Age, total;Total;2008;6201
Helsingør;Total;H50 Vocational bachelors educations;Age, total;Total;2011;6392
Helsingør;Total;H50 Vocational bachelors educations;Age, total;Total;2015;6683
Helsingør;Total;H50 Vocational bachelors educations;Age, total;Total;2019;6879
Helsingør;Total;H50 Vocational bachelors educations;Age, total;Total;2022;7137
Hillerød;Total;H50 Vocational bachelors educations;Age, total;Total;2008;5377
Hillerød;Total;H50 Vocational bachelors educations;Age, total;Total;2011;5551
Hillerød;Total;H50 Vocational bachelors educations;Age, total;Total;2015;5893
Hillerød;Total;H50 Vocational bachelors educations;Age, total;Total;2019;6243
Hillerød;Total;H50 Vocational bachelors educations;Age, total;Total;2022;6732
Hørsholm;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2692
Hørsholm;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2657
Hørsholm;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2706
Hørsholm;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2491
Hørsholm;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2448
Rudersdal;Total;H50 Vocational bachelors educations;Age, total;Total;2008;6057
Rudersdal;Total;H50 Vocational bachelors educations;Age, total;Total;2011;5963
Rudersdal;Total;H50 Vocational bachelors educations;Age, total;Total;2015;5948
Rudersdal;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5811
Rudersdal;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5706
Bornholm;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3410
Bornholm;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3474
Bornholm;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3485
Bornholm;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3644
Bornholm;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3897
Christiansø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;14
Christiansø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;18
Christiansø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;14
Christiansø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;15
Christiansø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;19
Region Sjælland;Total;H50 Vocational bachelors educations;Age, total;Total;2008;69922
Region Sjælland;Total;H50 Vocational bachelors educations;Age, total;Total;2011;72181
Region Sjælland;Total;H50 Vocational bachelors educations;Age, total;Total;2015;75774
Region Sjælland;Total;H50 Vocational bachelors educations;Age, total;Total;2019;79705
Region Sjælland;Total;H50 Vocational bachelors educations;Age, total;Total;2022;85118
Greve;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3716
Greve;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3816
Greve;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4049
Greve;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4430
Greve;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4813
Køge;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4354
Køge;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4585
Køge;Total;H50 Vocational bachelors educations;Age, total;Total;2015;5086
Køge;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5599
Køge;Total;H50 Vocational bachelors educations;Age, total;Total;2022;6136
Lejre;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2580
Lejre;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2657
Lejre;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2737
Lejre;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2838
Lejre;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3093
Roskilde;Total;H50 Vocational bachelors educations;Age, total;Total;2008;8460
Roskilde;Total;H50 Vocational bachelors educations;Age, total;Total;2011;8835
Roskilde;Total;H50 Vocational bachelors educations;Age, total;Total;2015;9399
Roskilde;Total;H50 Vocational bachelors educations;Age, total;Total;2019;9837
Roskilde;Total;H50 Vocational bachelors educations;Age, total;Total;2022;10473
Solrød;Total;H50 Vocational bachelors educations;Age, total;Total;2008;1786
Solrød;Total;H50 Vocational bachelors educations;Age, total;Total;2011;1886
Solrød;Total;H50 Vocational bachelors educations;Age, total;Total;2015;1978
Solrød;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2217
Solrød;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2394
Faxe;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2886
Faxe;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2971
Faxe;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2968
Faxe;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3176
Faxe;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3389
Guldborgsund;Total;H50 Vocational bachelors educations;Age, total;Total;2008;5193
Guldborgsund;Total;H50 Vocational bachelors educations;Age, total;Total;2011;5361
Guldborgsund;Total;H50 Vocational bachelors educations;Age, total;Total;2015;5535
Guldborgsund;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5766
Guldborgsund;Total;H50 Vocational bachelors educations;Age, total;Total;2022;6038
Holbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2008;6657
Holbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2011;6872
Holbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2015;7152
Holbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2019;7485
Holbæk;Total;H50 Vocational bachelors educations;Age, total;Total;2022;7999
Kalundborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3736
Kalundborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3778
Kalundborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3734
Kalundborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3838
Kalundborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4038
Lolland;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3078
Lolland;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3047
Lolland;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3026
Lolland;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2936
Lolland;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2961
Næstved;Total;H50 Vocational bachelors educations;Age, total;Total;2008;7535
Næstved;Total;H50 Vocational bachelors educations;Age, total;Total;2011;7771
Næstved;Total;H50 Vocational bachelors educations;Age, total;Total;2015;8289
Næstved;Total;H50 Vocational bachelors educations;Age, total;Total;2019;8757
Næstved;Total;H50 Vocational bachelors educations;Age, total;Total;2022;9289
Odsherred;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2519
Odsherred;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2569
Odsherred;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2675
Odsherred;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2674
Odsherred;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2708
Ringsted;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2477
Ringsted;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2674
Ringsted;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2978
Ringsted;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3206
Ringsted;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3585
Slagelse;Total;H50 Vocational bachelors educations;Age, total;Total;2008;6509
Slagelse;Total;H50 Vocational bachelors educations;Age, total;Total;2011;6718
Slagelse;Total;H50 Vocational bachelors educations;Age, total;Total;2015;7164
Slagelse;Total;H50 Vocational bachelors educations;Age, total;Total;2019;7595
Slagelse;Total;H50 Vocational bachelors educations;Age, total;Total;2022;8234
Sorø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2528
Sorø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2609
Sorø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2773
Sorø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2850
Sorø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3037
Stevns;Total;H50 Vocational bachelors educations;Age, total;Total;2008;1765
Stevns;Total;H50 Vocational bachelors educations;Age, total;Total;2011;1785
Stevns;Total;H50 Vocational bachelors educations;Age, total;Total;2015;1855
Stevns;Total;H50 Vocational bachelors educations;Age, total;Total;2019;1998
Stevns;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2180
Vordingborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4143
Vordingborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4247
Vordingborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4376
Vordingborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4503
Vordingborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4751
Region Syddanmark;Total;H50 Vocational bachelors educations;Age, total;Total;2008;107541
Region Syddanmark;Total;H50 Vocational bachelors educations;Age, total;Total;2011;112216
Region Syddanmark;Total;H50 Vocational bachelors educations;Age, total;Total;2015;120657
Region Syddanmark;Total;H50 Vocational bachelors educations;Age, total;Total;2019;128594
Region Syddanmark;Total;H50 Vocational bachelors educations;Age, total;Total;2022;136485
Assens;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3526
Assens;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3570
Assens;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3759
Assens;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3833
Assens;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4054
Faaborg-Midtfyn;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4460
Faaborg-Midtfyn;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4605
Faaborg-Midtfyn;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4729
Faaborg-Midtfyn;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4879
Faaborg-Midtfyn;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5301
Kerteminde;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2061
Kerteminde;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2129
Kerteminde;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2199
Kerteminde;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2272
Kerteminde;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2471
Langeland;Total;H50 Vocational bachelors educations;Age, total;Total;2008;920
Langeland;Total;H50 Vocational bachelors educations;Age, total;Total;2011;956
Langeland;Total;H50 Vocational bachelors educations;Age, total;Total;2015;897
Langeland;Total;H50 Vocational bachelors educations;Age, total;Total;2019;892
Langeland;Total;H50 Vocational bachelors educations;Age, total;Total;2022;906
Middelfart;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3559
Middelfart;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3796
Middelfart;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3998
Middelfart;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4136
Middelfart;Total;H50 Vocational bachelors educations;Age, total;Total;2022;4421
Nordfyns;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2189
Nordfyns;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2280
Nordfyns;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2450
Nordfyns;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2601
Nordfyns;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2782
Nyborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2782
Nyborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2811
Nyborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2915
Nyborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3109
Nyborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3210
Odense;Total;H50 Vocational bachelors educations;Age, total;Total;2008;18648
Odense;Total;H50 Vocational bachelors educations;Age, total;Total;2011;19829
Odense;Total;H50 Vocational bachelors educations;Age, total;Total;2015;22258
Odense;Total;H50 Vocational bachelors educations;Age, total;Total;2019;24671
Odense;Total;H50 Vocational bachelors educations;Age, total;Total;2022;25954
Svendborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;7024
Svendborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;7163
Svendborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;7277
Svendborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;7493
Svendborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;7831
Ærø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;607
Ærø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;621
Ærø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;594
Ærø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;560
Ærø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;579
Billund;Total;H50 Vocational bachelors educations;Age, total;Total;2008;1656
Billund;Total;H50 Vocational bachelors educations;Age, total;Total;2011;1777
Billund;Total;H50 Vocational bachelors educations;Age, total;Total;2015;1948
Billund;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2148
Billund;Total;H50 Vocational bachelors educations;Age, total;Total;2022;2394
Esbjerg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;11095
Esbjerg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;11681
Esbjerg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;12903
Esbjerg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;13738
Esbjerg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;14409
Fanø;Total;H50 Vocational bachelors educations;Age, total;Total;2008;575
Fanø;Total;H50 Vocational bachelors educations;Age, total;Total;2011;565
Fanø;Total;H50 Vocational bachelors educations;Age, total;Total;2015;536
Fanø;Total;H50 Vocational bachelors educations;Age, total;Total;2019;542
Fanø;Total;H50 Vocational bachelors educations;Age, total;Total;2022;517
Fredericia;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4171
Fredericia;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4429
Fredericia;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4749
Fredericia;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5126
Fredericia;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5512
Haderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4891
Haderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2011;5090
Haderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2015;5374
Haderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5545
Haderslev;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5685
Kolding;Total;H50 Vocational bachelors educations;Age, total;Total;2008;7925
Kolding;Total;H50 Vocational bachelors educations;Age, total;Total;2011;8298
Kolding;Total;H50 Vocational bachelors educations;Age, total;Total;2015;9258
Kolding;Total;H50 Vocational bachelors educations;Age, total;Total;2019;10007
Kolding;Total;H50 Vocational bachelors educations;Age, total;Total;2022;10629
Sønderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2008;6837
Sønderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2011;6947
Sønderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2015;7139
Sønderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2019;7398
Sønderborg;Total;H50 Vocational bachelors educations;Age, total;Total;2022;7758
Tønder;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2682
Tønder;Total;H50 Vocational bachelors educations;Age, total;Total;2011;2754
Tønder;Total;H50 Vocational bachelors educations;Age, total;Total;2015;2846
Tønder;Total;H50 Vocational bachelors educations;Age, total;Total;2019;2972
Tønder;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3089
Varde;Total;H50 Vocational bachelors educations;Age, total;Total;2008;3814
Varde;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3929
Varde;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4323
Varde;Total;H50 Vocational bachelors educations;Age, total;Total;2019;4654
Varde;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5041
Vejen;Total;H50 Vocational bachelors educations;Age, total;Total;2008;2876
Vejen;Total;H50 Vocational bachelors educations;Age, total;Total;2011;3043
Vejen;Total;H50 Vocational bachelors educations;Age, total;Total;2015;3317
Vejen;Total;H50 Vocational bachelors educations;Age, total;Total;2019;3482
Vejen;Total;H50 Vocational bachelors educations;Age, total;Total;2022;3791
Vejle;Total;H50 Vocational bachelors educations;Age, total;Total;2008;10743
Vejle;Total;H50 Vocational bachelors educations;Age, total;Total;2011;11296
Vejle;Total;H50 Vocational bachelors educations;Age, total;Total;2015;12305
Vejle;Total;H50 Vocational bachelors educations;Age, total;Total;2019;13400
Vejle;Total;H50 Vocational bachelors educations;Age, total;Total;2022;14732
Aabenraa;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4500
Aabenraa;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4647
Aabenraa;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4883
Aabenraa;Total;H50 Vocational bachelors educations;Age, total;Total;2019;5136
Aabenraa;Total;H50 Vocational bachelors educations;Age, total;Total;2022;5419
Region Midtjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2008;113751
Region Midtjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2011;120446
Region Midtjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2015;132403
Region Midtjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2019;145016
Region Midtjylland;Total;H50 Vocational bachelors educations;Age, total;Total;2022;154657
Favrskov;Total;H50 Vocational bachelors educations;Age, total;Total;2008;4115
Favrskov;Total;H50 Vocational bachelors educations;Age, total;Total;2011;4421
Favrskov;Total;H50 Vocational bachelors educations;Age, total;Total;2015;4747
