OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Brøndby;Total;76 years;Total;2019Q1;272
Brøndby;Total;76 years;Total;2022Q1;325
Brøndby;Total;77 years;Total;2008Q1;263
Brøndby;Total;77 years;Total;2011Q1;244
Brøndby;Total;77 years;Total;2015Q1;230
Brøndby;Total;77 years;Total;2019Q1;241
Brøndby;Total;77 years;Total;2022Q1;331
Brøndby;Total;78 years;Total;2008Q1;228
Brøndby;Total;78 years;Total;2011Q1;235
Brøndby;Total;78 years;Total;2015Q1;225
Brøndby;Total;78 years;Total;2019Q1;226
Brøndby;Total;78 years;Total;2022Q1;253
Brøndby;Total;79 years;Total;2008Q1;206
Brøndby;Total;79 years;Total;2011Q1;219
Brøndby;Total;79 years;Total;2015Q1;233
Brøndby;Total;79 years;Total;2019Q1;229
Brøndby;Total;79 years;Total;2022Q1;229
Brøndby;Total;80 years;Total;2008Q1;212
Brøndby;Total;80 years;Total;2011Q1;216
Brøndby;Total;80 years;Total;2015Q1;220
Brøndby;Total;80 years;Total;2019Q1;238
Brøndby;Total;80 years;Total;2022Q1;199
Brøndby;Total;81 years;Total;2008Q1;178
Brøndby;Total;81 years;Total;2011Q1;188
Brøndby;Total;81 years;Total;2015Q1;202
Brøndby;Total;81 years;Total;2019Q1;186
Brøndby;Total;81 years;Total;2022Q1;182
Brøndby;Total;82 years;Total;2008Q1;173
Brøndby;Total;82 years;Total;2011Q1;161
Brøndby;Total;82 years;Total;2015Q1;182
Brøndby;Total;82 years;Total;2019Q1;184
Brøndby;Total;82 years;Total;2022Q1;198
Brøndby;Total;83 years;Total;2008Q1;145
Brøndby;Total;83 years;Total;2011Q1;163
Brøndby;Total;83 years;Total;2015Q1;170
Brøndby;Total;83 years;Total;2019Q1;176
Brøndby;Total;83 years;Total;2022Q1;196
Brøndby;Total;84 years;Total;2008Q1;119
Brøndby;Total;84 years;Total;2011Q1;136
Brøndby;Total;84 years;Total;2015Q1;163
Brøndby;Total;84 years;Total;2019Q1;169
Brøndby;Total;84 years;Total;2022Q1;146
Brøndby;Total;85 years;Total;2008Q1;116
Brøndby;Total;85 years;Total;2011Q1;133
Brøndby;Total;85 years;Total;2015Q1;119
Brøndby;Total;85 years;Total;2019Q1;150
Brøndby;Total;85 years;Total;2022Q1;145
Brøndby;Total;86 years;Total;2008Q1;98
Brøndby;Total;86 years;Total;2011Q1;105
Brøndby;Total;86 years;Total;2015Q1;112
Brøndby;Total;86 years;Total;2019Q1;130
Brøndby;Total;86 years;Total;2022Q1;133
Brøndby;Total;87 years;Total;2008Q1;88
Brøndby;Total;87 years;Total;2011Q1;95
Brøndby;Total;87 years;Total;2015Q1;100
Brøndby;Total;87 years;Total;2019Q1;114
Brøndby;Total;87 years;Total;2022Q1;131
Brøndby;Total;88 years;Total;2008Q1;48
Brøndby;Total;88 years;Total;2011Q1;78
Brøndby;Total;88 years;Total;2015Q1;85
Brøndby;Total;88 years;Total;2019Q1;111
Brøndby;Total;88 years;Total;2022Q1;109
Brøndby;Total;89 years;Total;2008Q1;48
Brøndby;Total;89 years;Total;2011Q1;53
Brøndby;Total;89 years;Total;2015Q1;80
Brøndby;Total;89 years;Total;2019Q1;74
Brøndby;Total;89 years;Total;2022Q1;81
Brøndby;Total;90 years;Total;2008Q1;39
Brøndby;Total;90 years;Total;2011Q1;58
Brøndby;Total;90 years;Total;2015Q1;60
Brøndby;Total;90 years;Total;2019Q1;73
Brøndby;Total;90 years;Total;2022Q1;76
Brøndby;Total;91 years;Total;2008Q1;26
Brøndby;Total;91 years;Total;2011Q1;30
Brøndby;Total;91 years;Total;2015Q1;56
Brøndby;Total;91 years;Total;2019Q1;49
Brøndby;Total;91 years;Total;2022Q1;57
Brøndby;Total;92 years;Total;2008Q1;16
Brøndby;Total;92 years;Total;2011Q1;31
Brøndby;Total;92 years;Total;2015Q1;33
Brøndby;Total;92 years;Total;2019Q1;41
Brøndby;Total;92 years;Total;2022Q1;44
Brøndby;Total;93 years;Total;2008Q1;19
Brøndby;Total;93 years;Total;2011Q1;27
Brøndby;Total;93 years;Total;2015Q1;23
Brøndby;Total;93 years;Total;2019Q1;40
Brøndby;Total;93 years;Total;2022Q1;40
Brøndby;Total;94 years;Total;2008Q1;12
Brøndby;Total;94 years;Total;2011Q1;11
Brøndby;Total;94 years;Total;2015Q1;22
Brøndby;Total;94 years;Total;2019Q1;27
Brøndby;Total;94 years;Total;2022Q1;19
Brøndby;Total;95 years;Total;2008Q1;6
Brøndby;Total;95 years;Total;2011Q1;7
Brøndby;Total;95 years;Total;2015Q1;11
Brøndby;Total;95 years;Total;2019Q1;18
Brøndby;Total;95 years;Total;2022Q1;21
Brøndby;Total;96 years;Total;2008Q1;5
Brøndby;Total;96 years;Total;2011Q1;11
Brøndby;Total;96 years;Total;2015Q1;12
Brøndby;Total;96 years;Total;2019Q1;12
Brøndby;Total;96 years;Total;2022Q1;20
Brøndby;Total;97 years;Total;2008Q1;4
Brøndby;Total;97 years;Total;2011Q1;4
Brøndby;Total;97 years;Total;2015Q1;11
Brøndby;Total;97 years;Total;2019Q1;9
Brøndby;Total;97 years;Total;2022Q1;14
Brøndby;Total;98 years;Total;2008Q1;5
Brøndby;Total;98 years;Total;2011Q1;0
Brøndby;Total;98 years;Total;2015Q1;0
Brøndby;Total;98 years;Total;2019Q1;6
Brøndby;Total;98 years;Total;2022Q1;8
Brøndby;Total;99 years;Total;2008Q1;2
Brøndby;Total;99 years;Total;2011Q1;4
Brøndby;Total;99 years;Total;2015Q1;2
Brøndby;Total;99 years;Total;2019Q1;5
Brøndby;Total;99 years;Total;2022Q1;2
Brøndby;Total;100 years;Total;2008Q1;2
Brøndby;Total;100 years;Total;2011Q1;5
Brøndby;Total;100 years;Total;2015Q1;0
Brøndby;Total;100 years;Total;2019Q1;2
Brøndby;Total;100 years;Total;2022Q1;3
Brøndby;Total;101 years;Total;2008Q1;0
Brøndby;Total;101 years;Total;2011Q1;3
Brøndby;Total;101 years;Total;2015Q1;1
Brøndby;Total;101 years;Total;2019Q1;0
Brøndby;Total;101 years;Total;2022Q1;0
Brøndby;Total;102 years;Total;2008Q1;0
Brøndby;Total;102 years;Total;2011Q1;0
Brøndby;Total;102 years;Total;2015Q1;0
Brøndby;Total;102 years;Total;2019Q1;0
Brøndby;Total;102 years;Total;2022Q1;0
Brøndby;Total;103 years;Total;2008Q1;0
Brøndby;Total;103 years;Total;2011Q1;1
Brøndby;Total;103 years;Total;2015Q1;0
Brøndby;Total;103 years;Total;2019Q1;0
Brøndby;Total;103 years;Total;2022Q1;0
Brøndby;Total;104 years;Total;2008Q1;0
Brøndby;Total;104 years;Total;2011Q1;0
Brøndby;Total;104 years;Total;2015Q1;1
Brøndby;Total;104 years;Total;2019Q1;0
Brøndby;Total;104 years;Total;2022Q1;0
Brøndby;Total;105 years;Total;2008Q1;0
Brøndby;Total;105 years;Total;2011Q1;0
Brøndby;Total;105 years;Total;2015Q1;0
Brøndby;Total;105 years;Total;2019Q1;1
Brøndby;Total;105 years;Total;2022Q1;0
Brøndby;Total;106 years;Total;2008Q1;0
Brøndby;Total;106 years;Total;2011Q1;0
Brøndby;Total;106 years;Total;2015Q1;0
Brøndby;Total;106 years;Total;2019Q1;0
Brøndby;Total;106 years;Total;2022Q1;0
Brøndby;Total;107 years;Total;2008Q1;0
Brøndby;Total;107 years;Total;2011Q1;0
Brøndby;Total;107 years;Total;2015Q1;0
Brøndby;Total;107 years;Total;2019Q1;0
Brøndby;Total;107 years;Total;2022Q1;0
Brøndby;Total;108 years;Total;2008Q1;0
Brøndby;Total;108 years;Total;2011Q1;0
Brøndby;Total;108 years;Total;2015Q1;0
Brøndby;Total;108 years;Total;2019Q1;0
Brøndby;Total;108 years;Total;2022Q1;0
Brøndby;Total;109 years;Total;2008Q1;0
Brøndby;Total;109 years;Total;2011Q1;0
Brøndby;Total;109 years;Total;2015Q1;0
Brøndby;Total;109 years;Total;2019Q1;0
Brøndby;Total;109 years;Total;2022Q1;0
Brøndby;Total;110 years;Total;2008Q1;0
Brøndby;Total;110 years;Total;2011Q1;0
Brøndby;Total;110 years;Total;2015Q1;0
Brøndby;Total;110 years;Total;2019Q1;0
Brøndby;Total;110 years;Total;2022Q1;0
Brøndby;Total;111 years;Total;2008Q1;0
Brøndby;Total;111 years;Total;2011Q1;0
Brøndby;Total;111 years;Total;2015Q1;0
Brøndby;Total;111 years;Total;2019Q1;0
Brøndby;Total;111 years;Total;2022Q1;0
Brøndby;Total;112 years;Total;2008Q1;0
Brøndby;Total;112 years;Total;2011Q1;0
Brøndby;Total;112 years;Total;2015Q1;0
Brøndby;Total;112 years;Total;2019Q1;0
Brøndby;Total;112 years;Total;2022Q1;0
Brøndby;Total;113 years;Total;2008Q1;0
Brøndby;Total;113 years;Total;2011Q1;0
Brøndby;Total;113 years;Total;2015Q1;0
Brøndby;Total;113 years;Total;2019Q1;0
Brøndby;Total;113 years;Total;2022Q1;0
Brøndby;Total;114 years;Total;2008Q1;0
Brøndby;Total;114 years;Total;2011Q1;0
Brøndby;Total;114 years;Total;2015Q1;0
Brøndby;Total;114 years;Total;2019Q1;0
Brøndby;Total;114 years;Total;2022Q1;0
Brøndby;Total;115 years;Total;2008Q1;0
Brøndby;Total;115 years;Total;2011Q1;0
Brøndby;Total;115 years;Total;2015Q1;0
Brøndby;Total;115 years;Total;2019Q1;0
Brøndby;Total;115 years;Total;2022Q1;0
Brøndby;Total;116 years;Total;2008Q1;0
Brøndby;Total;116 years;Total;2011Q1;0
Brøndby;Total;116 years;Total;2015Q1;0
Brøndby;Total;116 years;Total;2019Q1;0
Brøndby;Total;116 years;Total;2022Q1;0
Brøndby;Total;117 years;Total;2008Q1;0
Brøndby;Total;117 years;Total;2011Q1;0
Brøndby;Total;117 years;Total;2015Q1;0
Brøndby;Total;117 years;Total;2019Q1;0
Brøndby;Total;117 years;Total;2022Q1;0
Brøndby;Total;118 years;Total;2008Q1;0
Brøndby;Total;118 years;Total;2011Q1;0
Brøndby;Total;118 years;Total;2015Q1;0
Brøndby;Total;118 years;Total;2019Q1;0
Brøndby;Total;118 years;Total;2022Q1;0
Brøndby;Total;119 years;Total;2008Q1;0
Brøndby;Total;119 years;Total;2011Q1;0
Brøndby;Total;119 years;Total;2015Q1;0
Brøndby;Total;119 years;Total;2019Q1;0
Brøndby;Total;119 years;Total;2022Q1;0
Brøndby;Total;120 years;Total;2008Q1;0
Brøndby;Total;120 years;Total;2011Q1;0
Brøndby;Total;120 years;Total;2015Q1;0
Brøndby;Total;120 years;Total;2019Q1;0
Brøndby;Total;120 years;Total;2022Q1;0
Brøndby;Total;121 years;Total;2008Q1;0
Brøndby;Total;121 years;Total;2011Q1;0
Brøndby;Total;121 years;Total;2015Q1;0
Brøndby;Total;121 years;Total;2019Q1;0
Brøndby;Total;121 years;Total;2022Q1;0
Brøndby;Total;122 years;Total;2008Q1;0
Brøndby;Total;122 years;Total;2011Q1;0
Brøndby;Total;122 years;Total;2015Q1;0
Brøndby;Total;122 years;Total;2019Q1;0
Brøndby;Total;122 years;Total;2022Q1;0
Brøndby;Total;123 years;Total;2008Q1;0
Brøndby;Total;123 years;Total;2011Q1;0
Brøndby;Total;123 years;Total;2015Q1;0
Brøndby;Total;123 years;Total;2019Q1;0
Brøndby;Total;123 years;Total;2022Q1;0
Brøndby;Total;124 years;Total;2008Q1;0
Brøndby;Total;124 years;Total;2011Q1;0
Brøndby;Total;124 years;Total;2015Q1;0
Brøndby;Total;124 years;Total;2019Q1;0
Brøndby;Total;124 years;Total;2022Q1;0
Brøndby;Total;125 years;Total;2008Q1;0
Brøndby;Total;125 years;Total;2011Q1;0
Brøndby;Total;125 years;Total;2015Q1;0
Brøndby;Total;125 years;Total;2019Q1;0
Brøndby;Total;125 years;Total;2022Q1;0
Gentofte;Total;65 years;Total;2008Q1;798
Gentofte;Total;65 years;Total;2011Q1;962
Gentofte;Total;65 years;Total;2015Q1;861
Gentofte;Total;65 years;Total;2019Q1;824
Gentofte;Total;65 years;Total;2022Q1;829
Gentofte;Total;66 years;Total;2008Q1;676
Gentofte;Total;66 years;Total;2011Q1;900
Gentofte;Total;66 years;Total;2015Q1;933
Gentofte;Total;66 years;Total;2019Q1;795
Gentofte;Total;66 years;Total;2022Q1;781
Gentofte;Total;67 years;Total;2008Q1;624
Gentofte;Total;67 years;Total;2011Q1;865
Gentofte;Total;67 years;Total;2015Q1;984
Gentofte;Total;67 years;Total;2019Q1;784
Gentofte;Total;67 years;Total;2022Q1;741
Gentofte;Total;68 years;Total;2008Q1;575
Gentofte;Total;68 years;Total;2011Q1;775
Gentofte;Total;68 years;Total;2015Q1;1020
Gentofte;Total;68 years;Total;2019Q1;744
Gentofte;Total;68 years;Total;2022Q1;783
Gentofte;Total;69 years;Total;2008Q1;601
Gentofte;Total;69 years;Total;2011Q1;660
Gentofte;Total;69 years;Total;2015Q1;903
Gentofte;Total;69 years;Total;2019Q1;806
Gentofte;Total;69 years;Total;2022Q1;760
Gentofte;Total;70 years;Total;2008Q1;553
Gentofte;Total;70 years;Total;2011Q1;588
Gentofte;Total;70 years;Total;2015Q1;849
Gentofte;Total;70 years;Total;2019Q1;878
Gentofte;Total;70 years;Total;2022Q1;743
Gentofte;Total;71 years;Total;2008Q1;494
Gentofte;Total;71 years;Total;2011Q1;541
Gentofte;Total;71 years;Total;2015Q1;822
Gentofte;Total;71 years;Total;2019Q1;938
Gentofte;Total;71 years;Total;2022Q1;699
Gentofte;Total;72 years;Total;2008Q1;439
Gentofte;Total;72 years;Total;2011Q1;576
Gentofte;Total;72 years;Total;2015Q1;738
Gentofte;Total;72 years;Total;2019Q1;954
Gentofte;Total;72 years;Total;2022Q1;780
Gentofte;Total;73 years;Total;2008Q1;475
Gentofte;Total;73 years;Total;2011Q1;524
Gentofte;Total;73 years;Total;2015Q1;602
Gentofte;Total;73 years;Total;2019Q1;859
Gentofte;Total;73 years;Total;2022Q1;816
Gentofte;Total;74 years;Total;2008Q1;428
Gentofte;Total;74 years;Total;2011Q1;449
Gentofte;Total;74 years;Total;2015Q1;556
Gentofte;Total;74 years;Total;2019Q1;801
Gentofte;Total;74 years;Total;2022Q1;893
Gentofte;Total;75 years;Total;2008Q1;387
Gentofte;Total;75 years;Total;2011Q1;412
Gentofte;Total;75 years;Total;2015Q1;499
Gentofte;Total;75 years;Total;2019Q1;773
Gentofte;Total;75 years;Total;2022Q1;893
Gentofte;Total;76 years;Total;2008Q1;421
Gentofte;Total;76 years;Total;2011Q1;423
Gentofte;Total;76 years;Total;2015Q1;535
Gentofte;Total;76 years;Total;2019Q1;674
Gentofte;Total;76 years;Total;2022Q1;792
Gentofte;Total;77 years;Total;2008Q1;397
Gentofte;Total;77 years;Total;2011Q1;393
Gentofte;Total;77 years;Total;2015Q1;486
Gentofte;Total;77 years;Total;2019Q1;535
Gentofte;Total;77 years;Total;2022Q1;741
Gentofte;Total;78 years;Total;2008Q1;382
Gentofte;Total;78 years;Total;2011Q1;348
Gentofte;Total;78 years;Total;2015Q1;413
Gentofte;Total;78 years;Total;2019Q1;519
Gentofte;Total;78 years;Total;2022Q1;725
Gentofte;Total;79 years;Total;2008Q1;401
Gentofte;Total;79 years;Total;2011Q1;373
Gentofte;Total;79 years;Total;2015Q1;358
Gentofte;Total;79 years;Total;2019Q1;467
Gentofte;Total;79 years;Total;2022Q1;618
Gentofte;Total;80 years;Total;2008Q1;367
Gentofte;Total;80 years;Total;2011Q1;347
Gentofte;Total;80 years;Total;2015Q1;369
Gentofte;Total;80 years;Total;2019Q1;477
Gentofte;Total;80 years;Total;2022Q1;475
Gentofte;Total;81 years;Total;2008Q1;379
Gentofte;Total;81 years;Total;2011Q1;330
Gentofte;Total;81 years;Total;2015Q1;333
Gentofte;Total;81 years;Total;2019Q1;449
Gentofte;Total;81 years;Total;2022Q1;469
Gentofte;Total;82 years;Total;2008Q1;414
Gentofte;Total;82 years;Total;2011Q1;352
Gentofte;Total;82 years;Total;2015Q1;308
Gentofte;Total;82 years;Total;2019Q1;361
Gentofte;Total;82 years;Total;2022Q1;430
Gentofte;Total;83 years;Total;2008Q1;393
Gentofte;Total;83 years;Total;2011Q1;308
Gentofte;Total;83 years;Total;2015Q1;309
Gentofte;Total;83 years;Total;2019Q1;279
Gentofte;Total;83 years;Total;2022Q1;421
Gentofte;Total;84 years;Total;2008Q1;349
Gentofte;Total;84 years;Total;2011Q1;307
Gentofte;Total;84 years;Total;2015Q1;275
Gentofte;Total;84 years;Total;2019Q1;309
Gentofte;Total;84 years;Total;2022Q1;382
Gentofte;Total;85 years;Total;2008Q1;316
Gentofte;Total;85 years;Total;2011Q1;328
Gentofte;Total;85 years;Total;2015Q1;260
Gentofte;Total;85 years;Total;2019Q1;265
Gentofte;Total;85 years;Total;2022Q1;303
Gentofte;Total;86 years;Total;2008Q1;337
Gentofte;Total;86 years;Total;2011Q1;309
Gentofte;Total;86 years;Total;2015Q1;268
Gentofte;Total;86 years;Total;2019Q1;238
Gentofte;Total;86 years;Total;2022Q1;234
Gentofte;Total;87 years;Total;2008Q1;325
Gentofte;Total;87 years;Total;2011Q1;247
Gentofte;Total;87 years;Total;2015Q1;205
Gentofte;Total;87 years;Total;2019Q1;212
Gentofte;Total;87 years;Total;2022Q1;246
Gentofte;Total;88 years;Total;2008Q1;261
Gentofte;Total;88 years;Total;2011Q1;240
Gentofte;Total;88 years;Total;2015Q1;221
Gentofte;Total;88 years;Total;2019Q1;197
Gentofte;Total;88 years;Total;2022Q1;197
Gentofte;Total;89 years;Total;2008Q1;256
Gentofte;Total;89 years;Total;2011Q1;232
Gentofte;Total;89 years;Total;2015Q1;217
Gentofte;Total;89 years;Total;2019Q1;181
Gentofte;Total;89 years;Total;2022Q1;189
Gentofte;Total;90 years;Total;2008Q1;171
Gentofte;Total;90 years;Total;2011Q1;214
Gentofte;Total;90 years;Total;2015Q1;215
Gentofte;Total;90 years;Total;2019Q1;174
Gentofte;Total;90 years;Total;2022Q1;144
Gentofte;Total;91 years;Total;2008Q1;187
Gentofte;Total;91 years;Total;2011Q1;181
Gentofte;Total;91 years;Total;2015Q1;144
Gentofte;Total;91 years;Total;2019Q1;123
Gentofte;Total;91 years;Total;2022Q1;135
Gentofte;Total;92 years;Total;2008Q1;135
Gentofte;Total;92 years;Total;2011Q1;148
Gentofte;Total;92 years;Total;2015Q1;132
Gentofte;Total;92 years;Total;2019Q1;121
Gentofte;Total;92 years;Total;2022Q1;107
Gentofte;Total;93 years;Total;2008Q1;128
Gentofte;Total;93 years;Total;2011Q1;99
Gentofte;Total;93 years;Total;2015Q1;125
Gentofte;Total;93 years;Total;2019Q1;105
Gentofte;Total;93 years;Total;2022Q1;110
Gentofte;Total;94 years;Total;2008Q1;77
Gentofte;Total;94 years;Total;2011Q1;112
Gentofte;Total;94 years;Total;2015Q1;110
Gentofte;Total;94 years;Total;2019Q1;109
Gentofte;Total;94 years;Total;2022Q1;63
Gentofte;Total;95 years;Total;2008Q1;81
Gentofte;Total;95 years;Total;2011Q1;69
Gentofte;Total;95 years;Total;2015Q1;82
Gentofte;Total;95 years;Total;2019Q1;67
Gentofte;Total;95 years;Total;2022Q1;63
Gentofte;Total;96 years;Total;2008Q1;50
Gentofte;Total;96 years;Total;2011Q1;59
Gentofte;Total;96 years;Total;2015Q1;56
Gentofte;Total;96 years;Total;2019Q1;46
Gentofte;Total;96 years;Total;2022Q1;58
Gentofte;Total;97 years;Total;2008Q1;40
Gentofte;Total;97 years;Total;2011Q1;37
Gentofte;Total;97 years;Total;2015Q1;36
Gentofte;Total;97 years;Total;2019Q1;38
Gentofte;Total;97 years;Total;2022Q1;46
Gentofte;Total;98 years;Total;2008Q1;30
Gentofte;Total;98 years;Total;2011Q1;32
Gentofte;Total;98 years;Total;2015Q1;43
Gentofte;Total;98 years;Total;2019Q1;42
Gentofte;Total;98 years;Total;2022Q1;20
Gentofte;Total;99 years;Total;2008Q1;18
Gentofte;Total;99 years;Total;2011Q1;16
Gentofte;Total;99 years;Total;2015Q1;18
Gentofte;Total;99 years;Total;2019Q1;26
Gentofte;Total;99 years;Total;2022Q1;14
Gentofte;Total;100 years;Total;2008Q1;13
Gentofte;Total;100 years;Total;2011Q1;5
Gentofte;Total;100 years;Total;2015Q1;15
Gentofte;Total;100 years;Total;2019Q1;15
Gentofte;Total;100 years;Total;2022Q1;9
Gentofte;Total;101 years;Total;2008Q1;7
Gentofte;Total;101 years;Total;2011Q1;6
Gentofte;Total;101 years;Total;2015Q1;5
Gentofte;Total;101 years;Total;2019Q1;4
Gentofte;Total;101 years;Total;2022Q1;9
Gentofte;Total;102 years;Total;2008Q1;3
Gentofte;Total;102 years;Total;2011Q1;5
Gentofte;Total;102 years;Total;2015Q1;5
Gentofte;Total;102 years;Total;2019Q1;11
Gentofte;Total;102 years;Total;2022Q1;2
Gentofte;Total;103 years;Total;2008Q1;0
Gentofte;Total;103 years;Total;2011Q1;4
Gentofte;Total;103 years;Total;2015Q1;3
Gentofte;Total;103 years;Total;2019Q1;4
Gentofte;Total;103 years;Total;2022Q1;7
Gentofte;Total;104 years;Total;2008Q1;1
Gentofte;Total;104 years;Total;2011Q1;2
Gentofte;Total;104 years;Total;2015Q1;0
Gentofte;Total;104 years;Total;2019Q1;1
Gentofte;Total;104 years;Total;2022Q1;1
Gentofte;Total;105 years;Total;2008Q1;1
Gentofte;Total;105 years;Total;2011Q1;0
Gentofte;Total;105 years;Total;2015Q1;2
Gentofte;Total;105 years;Total;2019Q1;0
Gentofte;Total;105 years;Total;2022Q1;0
Gentofte;Total;106 years;Total;2008Q1;1
Gentofte;Total;106 years;Total;2011Q1;0
Gentofte;Total;106 years;Total;2015Q1;0
Gentofte;Total;106 years;Total;2019Q1;2
Gentofte;Total;106 years;Total;2022Q1;2
Gentofte;Total;107 years;Total;2008Q1;0
Gentofte;Total;107 years;Total;2011Q1;0
Gentofte;Total;107 years;Total;2015Q1;0
Gentofte;Total;107 years;Total;2019Q1;0
Gentofte;Total;107 years;Total;2022Q1;0
Gentofte;Total;108 years;Total;2008Q1;0
Gentofte;Total;108 years;Total;2011Q1;0
Gentofte;Total;108 years;Total;2015Q1;0
Gentofte;Total;108 years;Total;2019Q1;0
Gentofte;Total;108 years;Total;2022Q1;0
Gentofte;Total;109 years;Total;2008Q1;0
Gentofte;Total;109 years;Total;2011Q1;0
Gentofte;Total;109 years;Total;2015Q1;0
Gentofte;Total;109 years;Total;2019Q1;1
Gentofte;Total;109 years;Total;2022Q1;1
Gentofte;Total;110 years;Total;2008Q1;0
Gentofte;Total;110 years;Total;2011Q1;0
Gentofte;Total;110 years;Total;2015Q1;0
Gentofte;Total;110 years;Total;2019Q1;0
Gentofte;Total;110 years;Total;2022Q1;0
Gentofte;Total;111 years;Total;2008Q1;0
Gentofte;Total;111 years;Total;2011Q1;0
Gentofte;Total;111 years;Total;2015Q1;0
Gentofte;Total;111 years;Total;2019Q1;0
Gentofte;Total;111 years;Total;2022Q1;0
Gentofte;Total;112 years;Total;2008Q1;0
Gentofte;Total;112 years;Total;2011Q1;0
Gentofte;Total;112 years;Total;2015Q1;0
Gentofte;Total;112 years;Total;2019Q1;0
Gentofte;Total;112 years;Total;2022Q1;0
Gentofte;Total;113 years;Total;2008Q1;0
Gentofte;Total;113 years;Total;2011Q1;0
Gentofte;Total;113 years;Total;2015Q1;0
Gentofte;Total;113 years;Total;2019Q1;0
Gentofte;Total;113 years;Total;2022Q1;0
Gentofte;Total;114 years;Total;2008Q1;0
Gentofte;Total;114 years;Total;2011Q1;0
Gentofte;Total;114 years;Total;2015Q1;0
Gentofte;Total;114 years;Total;2019Q1;0
Gentofte;Total;114 years;Total;2022Q1;0
Gentofte;Total;115 years;Total;2008Q1;0
Gentofte;Total;115 years;Total;2011Q1;0
Gentofte;Total;115 years;Total;2015Q1;0
Gentofte;Total;115 years;Total;2019Q1;0
Gentofte;Total;115 years;Total;2022Q1;0
Gentofte;Total;116 years;Total;2008Q1;0
Gentofte;Total;116 years;Total;2011Q1;0
Gentofte;Total;116 years;Total;2015Q1;0
Gentofte;Total;116 years;Total;2019Q1;0
Gentofte;Total;116 years;Total;2022Q1;0
Gentofte;Total;117 years;Total;2008Q1;0
Gentofte;Total;117 years;Total;2011Q1;0
Gentofte;Total;117 years;Total;2015Q1;0
Gentofte;Total;117 years;Total;2019Q1;0
Gentofte;Total;117 years;Total;2022Q1;0
Gentofte;Total;118 years;Total;2008Q1;0
Gentofte;Total;118 years;Total;2011Q1;0
Gentofte;Total;118 years;Total;2015Q1;0
Gentofte;Total;118 years;Total;2019Q1;0
Gentofte;Total;118 years;Total;2022Q1;0
Gentofte;Total;119 years;Total;2008Q1;0
Gentofte;Total;119 years;Total;2011Q1;0
Gentofte;Total;119 years;Total;2015Q1;0
Gentofte;Total;119 years;Total;2019Q1;0
Gentofte;Total;119 years;Total;2022Q1;0
Gentofte;Total;120 years;Total;2008Q1;0
Gentofte;Total;120 years;Total;2011Q1;0
Gentofte;Total;120 years;Total;2015Q1;0
Gentofte;Total;120 years;Total;2019Q1;0
Gentofte;Total;120 years;Total;2022Q1;0
Gentofte;Total;121 years;Total;2008Q1;0
Gentofte;Total;121 years;Total;2011Q1;0
Gentofte;Total;121 years;Total;2015Q1;0
Gentofte;Total;121 years;Total;2019Q1;0
Gentofte;Total;121 years;Total;2022Q1;0
Gentofte;Total;122 years;Total;2008Q1;0
Gentofte;Total;122 years;Total;2011Q1;0
Gentofte;Total;122 years;Total;2015Q1;0
Gentofte;Total;122 years;Total;2019Q1;0
Gentofte;Total;122 years;Total;2022Q1;0
Gentofte;Total;123 years;Total;2008Q1;0
Gentofte;Total;123 years;Total;2011Q1;0
Gentofte;Total;123 years;Total;2015Q1;0
Gentofte;Total;123 years;Total;2019Q1;0
Gentofte;Total;123 years;Total;2022Q1;0
Gentofte;Total;124 years;Total;2008Q1;0
Gentofte;Total;124 years;Total;2011Q1;0
Gentofte;Total;124 years;Total;2015Q1;0
Gentofte;Total;124 years;Total;2019Q1;0
Gentofte;Total;124 years;Total;2022Q1;0
Gentofte;Total;125 years;Total;2008Q1;0
Gentofte;Total;125 years;Total;2011Q1;0
Gentofte;Total;125 years;Total;2015Q1;0
Gentofte;Total;125 years;Total;2019Q1;0
Gentofte;Total;125 years;Total;2022Q1;0
Gladsaxe;Total;65 years;Total;2008Q1;590
Gladsaxe;Total;65 years;Total;2011Q1;761
Gladsaxe;Total;65 years;Total;2015Q1;679
Gladsaxe;Total;65 years;Total;2019Q1;687
Gladsaxe;Total;65 years;Total;2022Q1;660
Gladsaxe;Total;66 years;Total;2008Q1;525
Gladsaxe;Total;66 years;Total;2011Q1;709
Gladsaxe;Total;66 years;Total;2015Q1;696
Gladsaxe;Total;66 years;Total;2019Q1;673
Gladsaxe;Total;66 years;Total;2022Q1;682
Gladsaxe;Total;67 years;Total;2008Q1;504
Gladsaxe;Total;67 years;Total;2011Q1;631
Gladsaxe;Total;67 years;Total;2015Q1;705
Gladsaxe;Total;67 years;Total;2019Q1;630
Gladsaxe;Total;67 years;Total;2022Q1;698
Gladsaxe;Total;68 years;Total;2008Q1;504
Gladsaxe;Total;68 years;Total;2011Q1;569
Gladsaxe;Total;68 years;Total;2015Q1;656
Gladsaxe;Total;68 years;Total;2019Q1;617
Gladsaxe;Total;68 years;Total;2022Q1;630
Gladsaxe;Total;69 years;Total;2008Q1;436
Gladsaxe;Total;69 years;Total;2011Q1;492
Gladsaxe;Total;69 years;Total;2015Q1;704
Gladsaxe;Total;69 years;Total;2019Q1;632
Gladsaxe;Total;69 years;Total;2022Q1;628
Gladsaxe;Total;70 years;Total;2008Q1;491
Gladsaxe;Total;70 years;Total;2011Q1;472
