OMRÅDE;KØN;ALDER;CIVILSTAND;TID;INDHOLD
Kolding;Total;77 years;Total;2008Q1;490
Kolding;Total;77 years;Total;2011Q1;485
Kolding;Total;77 years;Total;2015Q1;577
Kolding;Total;77 years;Total;2019Q1;731
Kolding;Total;77 years;Total;2022Q1;882
Kolding;Total;78 years;Total;2008Q1;425
Kolding;Total;78 years;Total;2011Q1;496
Kolding;Total;78 years;Total;2015Q1;531
Kolding;Total;78 years;Total;2019Q1;641
Kolding;Total;78 years;Total;2022Q1;672
Kolding;Total;79 years;Total;2008Q1;439
Kolding;Total;79 years;Total;2011Q1;472
Kolding;Total;79 years;Total;2015Q1;482
Kolding;Total;79 years;Total;2019Q1;609
Kolding;Total;79 years;Total;2022Q1;700
Kolding;Total;80 years;Total;2008Q1;389
Kolding;Total;80 years;Total;2011Q1;433
Kolding;Total;80 years;Total;2015Q1;436
Kolding;Total;80 years;Total;2019Q1;538
Kolding;Total;80 years;Total;2022Q1;661
Kolding;Total;81 years;Total;2008Q1;412
Kolding;Total;81 years;Total;2011Q1;365
Kolding;Total;81 years;Total;2015Q1;396
Kolding;Total;81 years;Total;2019Q1;482
Kolding;Total;81 years;Total;2022Q1;554
Kolding;Total;82 years;Total;2008Q1;371
Kolding;Total;82 years;Total;2011Q1;364
Kolding;Total;82 years;Total;2015Q1;393
Kolding;Total;82 years;Total;2019Q1;448
Kolding;Total;82 years;Total;2022Q1;522
Kolding;Total;83 years;Total;2008Q1;334
Kolding;Total;83 years;Total;2011Q1;319
Kolding;Total;83 years;Total;2015Q1;360
Kolding;Total;83 years;Total;2019Q1;390
Kolding;Total;83 years;Total;2022Q1;463
Kolding;Total;84 years;Total;2008Q1;303
Kolding;Total;84 years;Total;2011Q1;331
Kolding;Total;84 years;Total;2015Q1;317
Kolding;Total;84 years;Total;2019Q1;338
Kolding;Total;84 years;Total;2022Q1;391
Kolding;Total;85 years;Total;2008Q1;261
Kolding;Total;85 years;Total;2011Q1;302
Kolding;Total;85 years;Total;2015Q1;267
Kolding;Total;85 years;Total;2019Q1;301
Kolding;Total;85 years;Total;2022Q1;378
Kolding;Total;86 years;Total;2008Q1;225
Kolding;Total;86 years;Total;2011Q1;253
Kolding;Total;86 years;Total;2015Q1;244
Kolding;Total;86 years;Total;2019Q1;273
Kolding;Total;86 years;Total;2022Q1;287
Kolding;Total;87 years;Total;2008Q1;198
Kolding;Total;87 years;Total;2011Q1;236
Kolding;Total;87 years;Total;2015Q1;218
Kolding;Total;87 years;Total;2019Q1;227
Kolding;Total;87 years;Total;2022Q1;232
Kolding;Total;88 years;Total;2008Q1;154
Kolding;Total;88 years;Total;2011Q1;179
Kolding;Total;88 years;Total;2015Q1;223
Kolding;Total;88 years;Total;2019Q1;215
Kolding;Total;88 years;Total;2022Q1;218
Kolding;Total;89 years;Total;2008Q1;131
Kolding;Total;89 years;Total;2011Q1;155
Kolding;Total;89 years;Total;2015Q1;191
Kolding;Total;89 years;Total;2019Q1;165
Kolding;Total;89 years;Total;2022Q1;191
Kolding;Total;90 years;Total;2008Q1;112
Kolding;Total;90 years;Total;2011Q1;125
Kolding;Total;90 years;Total;2015Q1;143
Kolding;Total;90 years;Total;2019Q1;148
Kolding;Total;90 years;Total;2022Q1;146
Kolding;Total;91 years;Total;2008Q1;87
Kolding;Total;91 years;Total;2011Q1;90
Kolding;Total;91 years;Total;2015Q1;136
Kolding;Total;91 years;Total;2019Q1;128
Kolding;Total;91 years;Total;2022Q1;139
Kolding;Total;92 years;Total;2008Q1;83
Kolding;Total;92 years;Total;2011Q1;75
Kolding;Total;92 years;Total;2015Q1;81
Kolding;Total;92 years;Total;2019Q1;115
Kolding;Total;92 years;Total;2022Q1;91
Kolding;Total;93 years;Total;2008Q1;68
Kolding;Total;93 years;Total;2011Q1;66
Kolding;Total;93 years;Total;2015Q1;82
Kolding;Total;93 years;Total;2019Q1;72
Kolding;Total;93 years;Total;2022Q1;78
Kolding;Total;94 years;Total;2008Q1;52
Kolding;Total;94 years;Total;2011Q1;47
Kolding;Total;94 years;Total;2015Q1;51
Kolding;Total;94 years;Total;2019Q1;65
Kolding;Total;94 years;Total;2022Q1;65
Kolding;Total;95 years;Total;2008Q1;35
Kolding;Total;95 years;Total;2011Q1;36
Kolding;Total;95 years;Total;2015Q1;34
Kolding;Total;95 years;Total;2019Q1;53
Kolding;Total;95 years;Total;2022Q1;49
Kolding;Total;96 years;Total;2008Q1;38
Kolding;Total;96 years;Total;2011Q1;26
Kolding;Total;96 years;Total;2015Q1;31
Kolding;Total;96 years;Total;2019Q1;33
Kolding;Total;96 years;Total;2022Q1;27
Kolding;Total;97 years;Total;2008Q1;21
Kolding;Total;97 years;Total;2011Q1;21
Kolding;Total;97 years;Total;2015Q1;18
Kolding;Total;97 years;Total;2019Q1;23
Kolding;Total;97 years;Total;2022Q1;23
Kolding;Total;98 years;Total;2008Q1;12
Kolding;Total;98 years;Total;2011Q1;9
Kolding;Total;98 years;Total;2015Q1;9
Kolding;Total;98 years;Total;2019Q1;18
Kolding;Total;98 years;Total;2022Q1;19
Kolding;Total;99 years;Total;2008Q1;5
Kolding;Total;99 years;Total;2011Q1;12
Kolding;Total;99 years;Total;2015Q1;5
Kolding;Total;99 years;Total;2019Q1;5
Kolding;Total;99 years;Total;2022Q1;10
Kolding;Total;100 years;Total;2008Q1;2
Kolding;Total;100 years;Total;2011Q1;7
Kolding;Total;100 years;Total;2015Q1;4
Kolding;Total;100 years;Total;2019Q1;5
Kolding;Total;100 years;Total;2022Q1;12
Kolding;Total;101 years;Total;2008Q1;2
Kolding;Total;101 years;Total;2011Q1;5
Kolding;Total;101 years;Total;2015Q1;3
Kolding;Total;101 years;Total;2019Q1;7
Kolding;Total;101 years;Total;2022Q1;5
Kolding;Total;102 years;Total;2008Q1;0
Kolding;Total;102 years;Total;2011Q1;4
Kolding;Total;102 years;Total;2015Q1;2
Kolding;Total;102 years;Total;2019Q1;0
Kolding;Total;102 years;Total;2022Q1;1
Kolding;Total;103 years;Total;2008Q1;1
Kolding;Total;103 years;Total;2011Q1;0
Kolding;Total;103 years;Total;2015Q1;1
Kolding;Total;103 years;Total;2019Q1;0
Kolding;Total;103 years;Total;2022Q1;3
Kolding;Total;104 years;Total;2008Q1;0
Kolding;Total;104 years;Total;2011Q1;0
Kolding;Total;104 years;Total;2015Q1;1
Kolding;Total;104 years;Total;2019Q1;1
Kolding;Total;104 years;Total;2022Q1;2
Kolding;Total;105 years;Total;2008Q1;0
Kolding;Total;105 years;Total;2011Q1;0
Kolding;Total;105 years;Total;2015Q1;0
Kolding;Total;105 years;Total;2019Q1;1
Kolding;Total;105 years;Total;2022Q1;0
Kolding;Total;106 years;Total;2008Q1;0
Kolding;Total;106 years;Total;2011Q1;0
Kolding;Total;106 years;Total;2015Q1;2
Kolding;Total;106 years;Total;2019Q1;0
Kolding;Total;106 years;Total;2022Q1;0
Kolding;Total;107 years;Total;2008Q1;0
Kolding;Total;107 years;Total;2011Q1;0
Kolding;Total;107 years;Total;2015Q1;0
Kolding;Total;107 years;Total;2019Q1;0
Kolding;Total;107 years;Total;2022Q1;0
Kolding;Total;108 years;Total;2008Q1;0
Kolding;Total;108 years;Total;2011Q1;0
Kolding;Total;108 years;Total;2015Q1;0
Kolding;Total;108 years;Total;2019Q1;0
Kolding;Total;108 years;Total;2022Q1;0
Kolding;Total;109 years;Total;2008Q1;0
Kolding;Total;109 years;Total;2011Q1;0
Kolding;Total;109 years;Total;2015Q1;0
Kolding;Total;109 years;Total;2019Q1;0
Kolding;Total;109 years;Total;2022Q1;0
Kolding;Total;110 years;Total;2008Q1;0
Kolding;Total;110 years;Total;2011Q1;0
Kolding;Total;110 years;Total;2015Q1;0
Kolding;Total;110 years;Total;2019Q1;0
Kolding;Total;110 years;Total;2022Q1;0
Kolding;Total;111 years;Total;2008Q1;0
Kolding;Total;111 years;Total;2011Q1;0
Kolding;Total;111 years;Total;2015Q1;0
Kolding;Total;111 years;Total;2019Q1;0
Kolding;Total;111 years;Total;2022Q1;0
Kolding;Total;112 years;Total;2008Q1;0
Kolding;Total;112 years;Total;2011Q1;0
Kolding;Total;112 years;Total;2015Q1;0
Kolding;Total;112 years;Total;2019Q1;0
Kolding;Total;112 years;Total;2022Q1;0
Kolding;Total;113 years;Total;2008Q1;0
Kolding;Total;113 years;Total;2011Q1;0
Kolding;Total;113 years;Total;2015Q1;0
Kolding;Total;113 years;Total;2019Q1;0
Kolding;Total;113 years;Total;2022Q1;0
Kolding;Total;114 years;Total;2008Q1;0
Kolding;Total;114 years;Total;2011Q1;0
Kolding;Total;114 years;Total;2015Q1;0
Kolding;Total;114 years;Total;2019Q1;0
Kolding;Total;114 years;Total;2022Q1;0
Kolding;Total;115 years;Total;2008Q1;0
Kolding;Total;115 years;Total;2011Q1;0
Kolding;Total;115 years;Total;2015Q1;0
Kolding;Total;115 years;Total;2019Q1;0
Kolding;Total;115 years;Total;2022Q1;0
Kolding;Total;116 years;Total;2008Q1;0
Kolding;Total;116 years;Total;2011Q1;0
Kolding;Total;116 years;Total;2015Q1;0
Kolding;Total;116 years;Total;2019Q1;0
Kolding;Total;116 years;Total;2022Q1;0
Kolding;Total;117 years;Total;2008Q1;0
Kolding;Total;117 years;Total;2011Q1;0
Kolding;Total;117 years;Total;2015Q1;0
Kolding;Total;117 years;Total;2019Q1;0
Kolding;Total;117 years;Total;2022Q1;0
Kolding;Total;118 years;Total;2008Q1;0
Kolding;Total;118 years;Total;2011Q1;0
Kolding;Total;118 years;Total;2015Q1;0
Kolding;Total;118 years;Total;2019Q1;0
Kolding;Total;118 years;Total;2022Q1;0
Kolding;Total;119 years;Total;2008Q1;0
Kolding;Total;119 years;Total;2011Q1;0
Kolding;Total;119 years;Total;2015Q1;0
Kolding;Total;119 years;Total;2019Q1;0
Kolding;Total;119 years;Total;2022Q1;0
Kolding;Total;120 years;Total;2008Q1;0
Kolding;Total;120 years;Total;2011Q1;0
Kolding;Total;120 years;Total;2015Q1;0
Kolding;Total;120 years;Total;2019Q1;0
Kolding;Total;120 years;Total;2022Q1;0
Kolding;Total;121 years;Total;2008Q1;0
Kolding;Total;121 years;Total;2011Q1;0
Kolding;Total;121 years;Total;2015Q1;0
Kolding;Total;121 years;Total;2019Q1;0
Kolding;Total;121 years;Total;2022Q1;0
Kolding;Total;122 years;Total;2008Q1;0
Kolding;Total;122 years;Total;2011Q1;0
Kolding;Total;122 years;Total;2015Q1;0
Kolding;Total;122 years;Total;2019Q1;0
Kolding;Total;122 years;Total;2022Q1;0
Kolding;Total;123 years;Total;2008Q1;0
Kolding;Total;123 years;Total;2011Q1;0
Kolding;Total;123 years;Total;2015Q1;0
Kolding;Total;123 years;Total;2019Q1;0
Kolding;Total;123 years;Total;2022Q1;0
Kolding;Total;124 years;Total;2008Q1;0
Kolding;Total;124 years;Total;2011Q1;0
Kolding;Total;124 years;Total;2015Q1;0
Kolding;Total;124 years;Total;2019Q1;0
Kolding;Total;124 years;Total;2022Q1;0
Kolding;Total;125 years;Total;2008Q1;0
Kolding;Total;125 years;Total;2011Q1;0
Kolding;Total;125 years;Total;2015Q1;0
Kolding;Total;125 years;Total;2019Q1;0
Kolding;Total;125 years;Total;2022Q1;0
Sønderborg;Total;65 years;Total;2008Q1;1011
Sønderborg;Total;65 years;Total;2011Q1;1142
Sønderborg;Total;65 years;Total;2015Q1;972
Sønderborg;Total;65 years;Total;2019Q1;929
Sønderborg;Total;65 years;Total;2022Q1;973
Sønderborg;Total;66 years;Total;2008Q1;899
Sønderborg;Total;66 years;Total;2011Q1;1103
Sønderborg;Total;66 years;Total;2015Q1;1007
Sønderborg;Total;66 years;Total;2019Q1;896
Sønderborg;Total;66 years;Total;2022Q1;926
Sønderborg;Total;67 years;Total;2008Q1;913
Sønderborg;Total;67 years;Total;2011Q1;1011
Sønderborg;Total;67 years;Total;2015Q1;1037
Sønderborg;Total;67 years;Total;2019Q1;859
Sønderborg;Total;67 years;Total;2022Q1;906
Sønderborg;Total;68 years;Total;2008Q1;840
Sønderborg;Total;68 years;Total;2011Q1;970
Sønderborg;Total;68 years;Total;2015Q1;1041
Sønderborg;Total;68 years;Total;2019Q1;911
Sønderborg;Total;68 years;Total;2022Q1;917
Sønderborg;Total;69 years;Total;2008Q1;903
Sønderborg;Total;69 years;Total;2011Q1;860
Sønderborg;Total;69 years;Total;2015Q1;1095
Sønderborg;Total;69 years;Total;2019Q1;916
Sønderborg;Total;69 years;Total;2022Q1;882
Sønderborg;Total;70 years;Total;2008Q1;805
Sønderborg;Total;70 years;Total;2011Q1;863
Sønderborg;Total;70 years;Total;2015Q1;1050
Sønderborg;Total;70 years;Total;2019Q1;969
Sønderborg;Total;70 years;Total;2022Q1;829
Sønderborg;Total;71 years;Total;2008Q1;774
Sønderborg;Total;71 years;Total;2011Q1;798
Sønderborg;Total;71 years;Total;2015Q1;939
Sønderborg;Total;71 years;Total;2019Q1;993
Sønderborg;Total;71 years;Total;2022Q1;879
Sønderborg;Total;72 years;Total;2008Q1;690
Sønderborg;Total;72 years;Total;2011Q1;865
Sønderborg;Total;72 years;Total;2015Q1;912
Sønderborg;Total;72 years;Total;2019Q1;982
Sønderborg;Total;72 years;Total;2022Q1;867
Sønderborg;Total;73 years;Total;2008Q1;703
Sønderborg;Total;73 years;Total;2011Q1;759
Sønderborg;Total;73 years;Total;2015Q1;801
Sønderborg;Total;73 years;Total;2019Q1;1024
Sønderborg;Total;73 years;Total;2022Q1;933
Sønderborg;Total;74 years;Total;2008Q1;608
Sønderborg;Total;74 years;Total;2011Q1;724
Sønderborg;Total;74 years;Total;2015Q1;797
Sønderborg;Total;74 years;Total;2019Q1;952
Sønderborg;Total;74 years;Total;2022Q1;926
Sønderborg;Total;75 years;Total;2008Q1;637
Sønderborg;Total;75 years;Total;2011Q1;620
Sønderborg;Total;75 years;Total;2015Q1;727
Sønderborg;Total;75 years;Total;2019Q1;881
Sønderborg;Total;75 years;Total;2022Q1;926
Sønderborg;Total;76 years;Total;2008Q1;549
Sønderborg;Total;76 years;Total;2011Q1;647
Sønderborg;Total;76 years;Total;2015Q1;787
Sønderborg;Total;76 years;Total;2019Q1;845
Sønderborg;Total;76 years;Total;2022Q1;968
Sønderborg;Total;77 years;Total;2008Q1;546
Sønderborg;Total;77 years;Total;2011Q1;520
Sønderborg;Total;77 years;Total;2015Q1;682
Sønderborg;Total;77 years;Total;2019Q1;726
Sønderborg;Total;77 years;Total;2022Q1;873
Sønderborg;Total;78 years;Total;2008Q1;475
Sønderborg;Total;78 years;Total;2011Q1;558
Sønderborg;Total;78 years;Total;2015Q1;624
Sønderborg;Total;78 years;Total;2019Q1;723
Sønderborg;Total;78 years;Total;2022Q1;815
Sønderborg;Total;79 years;Total;2008Q1;474
Sønderborg;Total;79 years;Total;2011Q1;481
Sønderborg;Total;79 years;Total;2015Q1;528
Sønderborg;Total;79 years;Total;2019Q1;651
Sønderborg;Total;79 years;Total;2022Q1;764
Sønderborg;Total;80 years;Total;2008Q1;441
Sønderborg;Total;80 years;Total;2011Q1;462
Sønderborg;Total;80 years;Total;2015Q1;550
Sønderborg;Total;80 years;Total;2019Q1;686
Sønderborg;Total;80 years;Total;2022Q1;651
Sønderborg;Total;81 years;Total;2008Q1;447
Sønderborg;Total;81 years;Total;2011Q1;392
Sønderborg;Total;81 years;Total;2015Q1;428
Sønderborg;Total;81 years;Total;2019Q1;566
Sønderborg;Total;81 years;Total;2022Q1;651
Sønderborg;Total;82 years;Total;2008Q1;388
Sønderborg;Total;82 years;Total;2011Q1;395
Sønderborg;Total;82 years;Total;2015Q1;449
Sønderborg;Total;82 years;Total;2019Q1;525
Sønderborg;Total;82 years;Total;2022Q1;563
Sønderborg;Total;83 years;Total;2008Q1;350
Sønderborg;Total;83 years;Total;2011Q1;366
Sønderborg;Total;83 years;Total;2015Q1;388
Sønderborg;Total;83 years;Total;2019Q1;425
Sønderborg;Total;83 years;Total;2022Q1;584
Sønderborg;Total;84 years;Total;2008Q1;293
Sønderborg;Total;84 years;Total;2011Q1;346
Sønderborg;Total;84 years;Total;2015Q1;345
Sønderborg;Total;84 years;Total;2019Q1;433
Sønderborg;Total;84 years;Total;2022Q1;476
Sønderborg;Total;85 years;Total;2008Q1;273
Sønderborg;Total;85 years;Total;2011Q1;289
Sønderborg;Total;85 years;Total;2015Q1;291
Sønderborg;Total;85 years;Total;2019Q1;315
Sønderborg;Total;85 years;Total;2022Q1;431
Sønderborg;Total;86 years;Total;2008Q1;269
Sønderborg;Total;86 years;Total;2011Q1;264
Sønderborg;Total;86 years;Total;2015Q1;270
Sønderborg;Total;86 years;Total;2019Q1;328
Sønderborg;Total;86 years;Total;2022Q1;330
Sønderborg;Total;87 years;Total;2008Q1;222
Sønderborg;Total;87 years;Total;2011Q1;211
Sønderborg;Total;87 years;Total;2015Q1;241
Sønderborg;Total;87 years;Total;2019Q1;265
Sønderborg;Total;87 years;Total;2022Q1;344
Sønderborg;Total;88 years;Total;2008Q1;148
Sønderborg;Total;88 years;Total;2011Q1;189
Sønderborg;Total;88 years;Total;2015Q1;211
Sønderborg;Total;88 years;Total;2019Q1;216
Sønderborg;Total;88 years;Total;2022Q1;230
Sønderborg;Total;89 years;Total;2008Q1;100
Sønderborg;Total;89 years;Total;2011Q1;175
Sønderborg;Total;89 years;Total;2015Q1;189
Sønderborg;Total;89 years;Total;2019Q1;184
Sønderborg;Total;89 years;Total;2022Q1;229
Sønderborg;Total;90 years;Total;2008Q1;90
Sønderborg;Total;90 years;Total;2011Q1;144
Sønderborg;Total;90 years;Total;2015Q1;151
Sønderborg;Total;90 years;Total;2019Q1;157
Sønderborg;Total;90 years;Total;2022Q1;179
Sønderborg;Total;91 years;Total;2008Q1;88
Sønderborg;Total;91 years;Total;2011Q1;81
Sønderborg;Total;91 years;Total;2015Q1;109
Sønderborg;Total;91 years;Total;2019Q1;132
Sønderborg;Total;91 years;Total;2022Q1;137
Sønderborg;Total;92 years;Total;2008Q1;52
Sønderborg;Total;92 years;Total;2011Q1;57
Sønderborg;Total;92 years;Total;2015Q1;99
Sønderborg;Total;92 years;Total;2019Q1;109
Sønderborg;Total;92 years;Total;2022Q1;116
Sønderborg;Total;93 years;Total;2008Q1;56
Sønderborg;Total;93 years;Total;2011Q1;53
Sønderborg;Total;93 years;Total;2015Q1;95
Sønderborg;Total;93 years;Total;2019Q1;82
Sønderborg;Total;93 years;Total;2022Q1;89
Sønderborg;Total;94 years;Total;2008Q1;36
Sønderborg;Total;94 years;Total;2011Q1;48
Sønderborg;Total;94 years;Total;2015Q1;59
Sønderborg;Total;94 years;Total;2019Q1;68
Sønderborg;Total;94 years;Total;2022Q1;75
Sønderborg;Total;95 years;Total;2008Q1;28
Sønderborg;Total;95 years;Total;2011Q1;23
Sønderborg;Total;95 years;Total;2015Q1;29
Sønderborg;Total;95 years;Total;2019Q1;39
Sønderborg;Total;95 years;Total;2022Q1;55
Sønderborg;Total;96 years;Total;2008Q1;30
Sønderborg;Total;96 years;Total;2011Q1;27
Sønderborg;Total;96 years;Total;2015Q1;21
Sønderborg;Total;96 years;Total;2019Q1;40
Sønderborg;Total;96 years;Total;2022Q1;39
Sønderborg;Total;97 years;Total;2008Q1;26
Sønderborg;Total;97 years;Total;2011Q1;12
Sønderborg;Total;97 years;Total;2015Q1;17
Sønderborg;Total;97 years;Total;2019Q1;23
Sønderborg;Total;97 years;Total;2022Q1;25
Sønderborg;Total;98 years;Total;2008Q1;10
Sønderborg;Total;98 years;Total;2011Q1;8
Sønderborg;Total;98 years;Total;2015Q1;15
Sønderborg;Total;98 years;Total;2019Q1;13
Sønderborg;Total;98 years;Total;2022Q1;13
Sønderborg;Total;99 years;Total;2008Q1;6
Sønderborg;Total;99 years;Total;2011Q1;7
Sønderborg;Total;99 years;Total;2015Q1;4
Sønderborg;Total;99 years;Total;2019Q1;9
Sønderborg;Total;99 years;Total;2022Q1;8
Sønderborg;Total;100 years;Total;2008Q1;3
Sønderborg;Total;100 years;Total;2011Q1;7
Sønderborg;Total;100 years;Total;2015Q1;6
Sønderborg;Total;100 years;Total;2019Q1;1
Sønderborg;Total;100 years;Total;2022Q1;6
Sønderborg;Total;101 years;Total;2008Q1;2
Sønderborg;Total;101 years;Total;2011Q1;3
Sønderborg;Total;101 years;Total;2015Q1;2
Sønderborg;Total;101 years;Total;2019Q1;6
Sønderborg;Total;101 years;Total;2022Q1;4
Sønderborg;Total;102 years;Total;2008Q1;3
Sønderborg;Total;102 years;Total;2011Q1;1
Sønderborg;Total;102 years;Total;2015Q1;2
Sønderborg;Total;102 years;Total;2019Q1;4
Sønderborg;Total;102 years;Total;2022Q1;0
Sønderborg;Total;103 years;Total;2008Q1;1
Sønderborg;Total;103 years;Total;2011Q1;1
Sønderborg;Total;103 years;Total;2015Q1;2
Sønderborg;Total;103 years;Total;2019Q1;0
Sønderborg;Total;103 years;Total;2022Q1;0
Sønderborg;Total;104 years;Total;2008Q1;0
Sønderborg;Total;104 years;Total;2011Q1;0
Sønderborg;Total;104 years;Total;2015Q1;0
Sønderborg;Total;104 years;Total;2019Q1;0
Sønderborg;Total;104 years;Total;2022Q1;1
Sønderborg;Total;105 years;Total;2008Q1;0
Sønderborg;Total;105 years;Total;2011Q1;2
Sønderborg;Total;105 years;Total;2015Q1;0
Sønderborg;Total;105 years;Total;2019Q1;0
Sønderborg;Total;105 years;Total;2022Q1;0
Sønderborg;Total;106 years;Total;2008Q1;0
Sønderborg;Total;106 years;Total;2011Q1;0
Sønderborg;Total;106 years;Total;2015Q1;0
Sønderborg;Total;106 years;Total;2019Q1;0
Sønderborg;Total;106 years;Total;2022Q1;0
Sønderborg;Total;107 years;Total;2008Q1;0
Sønderborg;Total;107 years;Total;2011Q1;0
Sønderborg;Total;107 years;Total;2015Q1;0
Sønderborg;Total;107 years;Total;2019Q1;0
Sønderborg;Total;107 years;Total;2022Q1;0
Sønderborg;Total;108 years;Total;2008Q1;0
Sønderborg;Total;108 years;Total;2011Q1;0
Sønderborg;Total;108 years;Total;2015Q1;0
Sønderborg;Total;108 years;Total;2019Q1;0
Sønderborg;Total;108 years;Total;2022Q1;0
Sønderborg;Total;109 years;Total;2008Q1;0
Sønderborg;Total;109 years;Total;2011Q1;0
Sønderborg;Total;109 years;Total;2015Q1;0
Sønderborg;Total;109 years;Total;2019Q1;0
Sønderborg;Total;109 years;Total;2022Q1;0
Sønderborg;Total;110 years;Total;2008Q1;0
Sønderborg;Total;110 years;Total;2011Q1;0
Sønderborg;Total;110 years;Total;2015Q1;0
Sønderborg;Total;110 years;Total;2019Q1;0
Sønderborg;Total;110 years;Total;2022Q1;0
Sønderborg;Total;111 years;Total;2008Q1;0
Sønderborg;Total;111 years;Total;2011Q1;0
Sønderborg;Total;111 years;Total;2015Q1;0
Sønderborg;Total;111 years;Total;2019Q1;0
Sønderborg;Total;111 years;Total;2022Q1;0
Sønderborg;Total;112 years;Total;2008Q1;0
Sønderborg;Total;112 years;Total;2011Q1;0
Sønderborg;Total;112 years;Total;2015Q1;0
Sønderborg;Total;112 years;Total;2019Q1;0
Sønderborg;Total;112 years;Total;2022Q1;0
Sønderborg;Total;113 years;Total;2008Q1;0
Sønderborg;Total;113 years;Total;2011Q1;0
Sønderborg;Total;113 years;Total;2015Q1;0
Sønderborg;Total;113 years;Total;2019Q1;0
Sønderborg;Total;113 years;Total;2022Q1;0
Sønderborg;Total;114 years;Total;2008Q1;0
Sønderborg;Total;114 years;Total;2011Q1;0
Sønderborg;Total;114 years;Total;2015Q1;0
Sønderborg;Total;114 years;Total;2019Q1;0
Sønderborg;Total;114 years;Total;2022Q1;0
Sønderborg;Total;115 years;Total;2008Q1;0
Sønderborg;Total;115 years;Total;2011Q1;0
Sønderborg;Total;115 years;Total;2015Q1;0
Sønderborg;Total;115 years;Total;2019Q1;0
Sønderborg;Total;115 years;Total;2022Q1;0
Sønderborg;Total;116 years;Total;2008Q1;0
Sønderborg;Total;116 years;Total;2011Q1;0
Sønderborg;Total;116 years;Total;2015Q1;0
Sønderborg;Total;116 years;Total;2019Q1;0
Sønderborg;Total;116 years;Total;2022Q1;0
Sønderborg;Total;117 years;Total;2008Q1;0
Sønderborg;Total;117 years;Total;2011Q1;0
Sønderborg;Total;117 years;Total;2015Q1;0
Sønderborg;Total;117 years;Total;2019Q1;0
Sønderborg;Total;117 years;Total;2022Q1;0
Sønderborg;Total;118 years;Total;2008Q1;0
Sønderborg;Total;118 years;Total;2011Q1;0
Sønderborg;Total;118 years;Total;2015Q1;0
Sønderborg;Total;118 years;Total;2019Q1;0
Sønderborg;Total;118 years;Total;2022Q1;0
Sønderborg;Total;119 years;Total;2008Q1;0
Sønderborg;Total;119 years;Total;2011Q1;0
Sønderborg;Total;119 years;Total;2015Q1;0
Sønderborg;Total;119 years;Total;2019Q1;0
Sønderborg;Total;119 years;Total;2022Q1;0
Sønderborg;Total;120 years;Total;2008Q1;0
Sønderborg;Total;120 years;Total;2011Q1;0
Sønderborg;Total;120 years;Total;2015Q1;0
Sønderborg;Total;120 years;Total;2019Q1;0
Sønderborg;Total;120 years;Total;2022Q1;0
Sønderborg;Total;121 years;Total;2008Q1;0
Sønderborg;Total;121 years;Total;2011Q1;0
Sønderborg;Total;121 years;Total;2015Q1;0
Sønderborg;Total;121 years;Total;2019Q1;0
Sønderborg;Total;121 years;Total;2022Q1;0
Sønderborg;Total;122 years;Total;2008Q1;0
Sønderborg;Total;122 years;Total;2011Q1;0
Sønderborg;Total;122 years;Total;2015Q1;0
Sønderborg;Total;122 years;Total;2019Q1;0
Sønderborg;Total;122 years;Total;2022Q1;0
Sønderborg;Total;123 years;Total;2008Q1;0
Sønderborg;Total;123 years;Total;2011Q1;0
Sønderborg;Total;123 years;Total;2015Q1;0
Sønderborg;Total;123 years;Total;2019Q1;0
Sønderborg;Total;123 years;Total;2022Q1;0
Sønderborg;Total;124 years;Total;2008Q1;0
Sønderborg;Total;124 years;Total;2011Q1;0
Sønderborg;Total;124 years;Total;2015Q1;0
Sønderborg;Total;124 years;Total;2019Q1;0
Sønderborg;Total;124 years;Total;2022Q1;0
Sønderborg;Total;125 years;Total;2008Q1;0
Sønderborg;Total;125 years;Total;2011Q1;0
Sønderborg;Total;125 years;Total;2015Q1;0
Sønderborg;Total;125 years;Total;2019Q1;0
Sønderborg;Total;125 years;Total;2022Q1;0
Tønder;Total;65 years;Total;2008Q1;505
Tønder;Total;65 years;Total;2011Q1;557
Tønder;Total;65 years;Total;2015Q1;527
Tønder;Total;65 years;Total;2019Q1;574
Tønder;Total;65 years;Total;2022Q1;636
Tønder;Total;66 years;Total;2008Q1;434
Tønder;Total;66 years;Total;2011Q1;536
Tønder;Total;66 years;Total;2015Q1;537
Tønder;Total;66 years;Total;2019Q1;522
Tønder;Total;66 years;Total;2022Q1;551
Tønder;Total;67 years;Total;2008Q1;414
Tønder;Total;67 years;Total;2011Q1;467
Tønder;Total;67 years;Total;2015Q1;560
Tønder;Total;67 years;Total;2019Q1;486
Tønder;Total;67 years;Total;2022Q1;571
Tønder;Total;68 years;Total;2008Q1;379
Tønder;Total;68 years;Total;2011Q1;484
Tønder;Total;68 years;Total;2015Q1;569
Tønder;Total;68 years;Total;2019Q1;494
Tønder;Total;68 years;Total;2022Q1;559
Tønder;Total;69 years;Total;2008Q1;401
Tønder;Total;69 years;Total;2011Q1;410
Tønder;Total;69 years;Total;2015Q1;539
Tønder;Total;69 years;Total;2019Q1;501
Tønder;Total;69 years;Total;2022Q1;506
Tønder;Total;70 years;Total;2008Q1;392
Tønder;Total;70 years;Total;2011Q1;389
Tønder;Total;70 years;Total;2015Q1;501
Tønder;Total;70 years;Total;2019Q1;504
Tønder;Total;70 years;Total;2022Q1;465
