BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Frederikssund;Total;H80 PhD programs;Age, total;Total;2015;141
Frederikssund;Total;H80 PhD programs;Age, total;Total;2019;160
Frederikssund;Total;H80 PhD programs;Age, total;Total;2022;188
Furesø;Total;H80 PhD programs;Age, total;Total;2008;387
Furesø;Total;H80 PhD programs;Age, total;Total;2011;452
Furesø;Total;H80 PhD programs;Age, total;Total;2015;614
Furesø;Total;H80 PhD programs;Age, total;Total;2019;803
Furesø;Total;H80 PhD programs;Age, total;Total;2022;911
Gribskov;Total;H80 PhD programs;Age, total;Total;2008;83
Gribskov;Total;H80 PhD programs;Age, total;Total;2011;94
Gribskov;Total;H80 PhD programs;Age, total;Total;2015;117
Gribskov;Total;H80 PhD programs;Age, total;Total;2019;144
Gribskov;Total;H80 PhD programs;Age, total;Total;2022;200
Halsnæs;Total;H80 PhD programs;Age, total;Total;2008;38
Halsnæs;Total;H80 PhD programs;Age, total;Total;2011;49
Halsnæs;Total;H80 PhD programs;Age, total;Total;2015;69
Halsnæs;Total;H80 PhD programs;Age, total;Total;2019;83
Halsnæs;Total;H80 PhD programs;Age, total;Total;2022;106
Helsingør;Total;H80 PhD programs;Age, total;Total;2008;156
Helsingør;Total;H80 PhD programs;Age, total;Total;2011;196
Helsingør;Total;H80 PhD programs;Age, total;Total;2015;266
Helsingør;Total;H80 PhD programs;Age, total;Total;2019;304
Helsingør;Total;H80 PhD programs;Age, total;Total;2022;383
Hillerød;Total;H80 PhD programs;Age, total;Total;2008;240
Hillerød;Total;H80 PhD programs;Age, total;Total;2011;286
Hillerød;Total;H80 PhD programs;Age, total;Total;2015;350
Hillerød;Total;H80 PhD programs;Age, total;Total;2019;425
Hillerød;Total;H80 PhD programs;Age, total;Total;2022;547
Hørsholm;Total;H80 PhD programs;Age, total;Total;2008;187
Hørsholm;Total;H80 PhD programs;Age, total;Total;2011;208
Hørsholm;Total;H80 PhD programs;Age, total;Total;2015;248
Hørsholm;Total;H80 PhD programs;Age, total;Total;2019;294
Hørsholm;Total;H80 PhD programs;Age, total;Total;2022;331
Rudersdal;Total;H80 PhD programs;Age, total;Total;2008;626
Rudersdal;Total;H80 PhD programs;Age, total;Total;2011;742
Rudersdal;Total;H80 PhD programs;Age, total;Total;2015;953
Rudersdal;Total;H80 PhD programs;Age, total;Total;2019;1183
Rudersdal;Total;H80 PhD programs;Age, total;Total;2022;1355
Bornholm;Total;H80 PhD programs;Age, total;Total;2008;19
Bornholm;Total;H80 PhD programs;Age, total;Total;2011;25
Bornholm;Total;H80 PhD programs;Age, total;Total;2015;43
Bornholm;Total;H80 PhD programs;Age, total;Total;2019;79
Bornholm;Total;H80 PhD programs;Age, total;Total;2022;107
Christiansø;Total;H80 PhD programs;Age, total;Total;2008;0
Christiansø;Total;H80 PhD programs;Age, total;Total;2011;0
Christiansø;Total;H80 PhD programs;Age, total;Total;2015;0
Christiansø;Total;H80 PhD programs;Age, total;Total;2019;0
Christiansø;Total;H80 PhD programs;Age, total;Total;2022;0
Region Sjælland;Total;H80 PhD programs;Age, total;Total;2008;1274
Region Sjælland;Total;H80 PhD programs;Age, total;Total;2011;1574
Region Sjælland;Total;H80 PhD programs;Age, total;Total;2015;2131
Region Sjælland;Total;H80 PhD programs;Age, total;Total;2019;2618
Region Sjælland;Total;H80 PhD programs;Age, total;Total;2022;3284
Greve;Total;H80 PhD programs;Age, total;Total;2008;77
Greve;Total;H80 PhD programs;Age, total;Total;2011;97
Greve;Total;H80 PhD programs;Age, total;Total;2015;148
Greve;Total;H80 PhD programs;Age, total;Total;2019;192
Greve;Total;H80 PhD programs;Age, total;Total;2022;218
Køge;Total;H80 PhD programs;Age, total;Total;2008;85
Køge;Total;H80 PhD programs;Age, total;Total;2011;106
Køge;Total;H80 PhD programs;Age, total;Total;2015;152
Køge;Total;H80 PhD programs;Age, total;Total;2019;189
Køge;Total;H80 PhD programs;Age, total;Total;2022;261
Lejre;Total;H80 PhD programs;Age, total;Total;2008;118
Lejre;Total;H80 PhD programs;Age, total;Total;2011;132
Lejre;Total;H80 PhD programs;Age, total;Total;2015;170
Lejre;Total;H80 PhD programs;Age, total;Total;2019;205
Lejre;Total;H80 PhD programs;Age, total;Total;2022;249
Roskilde;Total;H80 PhD programs;Age, total;Total;2008;443
Roskilde;Total;H80 PhD programs;Age, total;Total;2011;555
Roskilde;Total;H80 PhD programs;Age, total;Total;2015;726
Roskilde;Total;H80 PhD programs;Age, total;Total;2019;846
Roskilde;Total;H80 PhD programs;Age, total;Total;2022;954
Solrød;Total;H80 PhD programs;Age, total;Total;2008;32
Solrød;Total;H80 PhD programs;Age, total;Total;2011;44
Solrød;Total;H80 PhD programs;Age, total;Total;2015;66
Solrød;Total;H80 PhD programs;Age, total;Total;2019;93
Solrød;Total;H80 PhD programs;Age, total;Total;2022;114
Faxe;Total;H80 PhD programs;Age, total;Total;2008;28
Faxe;Total;H80 PhD programs;Age, total;Total;2011;27
Faxe;Total;H80 PhD programs;Age, total;Total;2015;43
Faxe;Total;H80 PhD programs;Age, total;Total;2019;63
Faxe;Total;H80 PhD programs;Age, total;Total;2022;86
Guldborgsund;Total;H80 PhD programs;Age, total;Total;2008;28
Guldborgsund;Total;H80 PhD programs;Age, total;Total;2011;32
Guldborgsund;Total;H80 PhD programs;Age, total;Total;2015;47
Guldborgsund;Total;H80 PhD programs;Age, total;Total;2019;49
Guldborgsund;Total;H80 PhD programs;Age, total;Total;2022;92
Holbæk;Total;H80 PhD programs;Age, total;Total;2008;89
Holbæk;Total;H80 PhD programs;Age, total;Total;2011;109
Holbæk;Total;H80 PhD programs;Age, total;Total;2015;124
Holbæk;Total;H80 PhD programs;Age, total;Total;2019;175
Holbæk;Total;H80 PhD programs;Age, total;Total;2022;204
Kalundborg;Total;H80 PhD programs;Age, total;Total;2008;32
Kalundborg;Total;H80 PhD programs;Age, total;Total;2011;37
Kalundborg;Total;H80 PhD programs;Age, total;Total;2015;59
Kalundborg;Total;H80 PhD programs;Age, total;Total;2019;88
Kalundborg;Total;H80 PhD programs;Age, total;Total;2022;115
Lolland;Total;H80 PhD programs;Age, total;Total;2008;19
Lolland;Total;H80 PhD programs;Age, total;Total;2011;20
Lolland;Total;H80 PhD programs;Age, total;Total;2015;26
Lolland;Total;H80 PhD programs;Age, total;Total;2019;34
Lolland;Total;H80 PhD programs;Age, total;Total;2022;59
Næstved;Total;H80 PhD programs;Age, total;Total;2008;57
Næstved;Total;H80 PhD programs;Age, total;Total;2011;84
Næstved;Total;H80 PhD programs;Age, total;Total;2015;122
Næstved;Total;H80 PhD programs;Age, total;Total;2019;137
Næstved;Total;H80 PhD programs;Age, total;Total;2022;192
Odsherred;Total;H80 PhD programs;Age, total;Total;2008;16
Odsherred;Total;H80 PhD programs;Age, total;Total;2011;19
Odsherred;Total;H80 PhD programs;Age, total;Total;2015;31
Odsherred;Total;H80 PhD programs;Age, total;Total;2019;49
Odsherred;Total;H80 PhD programs;Age, total;Total;2022;78
Ringsted;Total;H80 PhD programs;Age, total;Total;2008;62
Ringsted;Total;H80 PhD programs;Age, total;Total;2011;78
Ringsted;Total;H80 PhD programs;Age, total;Total;2015;99
Ringsted;Total;H80 PhD programs;Age, total;Total;2019;117
Ringsted;Total;H80 PhD programs;Age, total;Total;2022;162
Slagelse;Total;H80 PhD programs;Age, total;Total;2008;49
Slagelse;Total;H80 PhD programs;Age, total;Total;2011;73
Slagelse;Total;H80 PhD programs;Age, total;Total;2015;109
Slagelse;Total;H80 PhD programs;Age, total;Total;2019;130
Slagelse;Total;H80 PhD programs;Age, total;Total;2022;152
Sorø;Total;H80 PhD programs;Age, total;Total;2008;55
Sorø;Total;H80 PhD programs;Age, total;Total;2011;68
Sorø;Total;H80 PhD programs;Age, total;Total;2015;89
Sorø;Total;H80 PhD programs;Age, total;Total;2019;101
Sorø;Total;H80 PhD programs;Age, total;Total;2022;132
Stevns;Total;H80 PhD programs;Age, total;Total;2008;40
Stevns;Total;H80 PhD programs;Age, total;Total;2011;45
Stevns;Total;H80 PhD programs;Age, total;Total;2015;54
Stevns;Total;H80 PhD programs;Age, total;Total;2019;66
Stevns;Total;H80 PhD programs;Age, total;Total;2022;77
Vordingborg;Total;H80 PhD programs;Age, total;Total;2008;44
Vordingborg;Total;H80 PhD programs;Age, total;Total;2011;48
Vordingborg;Total;H80 PhD programs;Age, total;Total;2015;66
Vordingborg;Total;H80 PhD programs;Age, total;Total;2019;84
Vordingborg;Total;H80 PhD programs;Age, total;Total;2022;139
Region Syddanmark;Total;H80 PhD programs;Age, total;Total;2008;1405
Region Syddanmark;Total;H80 PhD programs;Age, total;Total;2011;1913
Region Syddanmark;Total;H80 PhD programs;Age, total;Total;2015;2900
Region Syddanmark;Total;H80 PhD programs;Age, total;Total;2019;3808
Region Syddanmark;Total;H80 PhD programs;Age, total;Total;2022;4804
Assens;Total;H80 PhD programs;Age, total;Total;2008;47
Assens;Total;H80 PhD programs;Age, total;Total;2011;51
Assens;Total;H80 PhD programs;Age, total;Total;2015;78
Assens;Total;H80 PhD programs;Age, total;Total;2019;94
Assens;Total;H80 PhD programs;Age, total;Total;2022;124
Faaborg-Midtfyn;Total;H80 PhD programs;Age, total;Total;2008;56
Faaborg-Midtfyn;Total;H80 PhD programs;Age, total;Total;2011;71
Faaborg-Midtfyn;Total;H80 PhD programs;Age, total;Total;2015;109
Faaborg-Midtfyn;Total;H80 PhD programs;Age, total;Total;2019;135
Faaborg-Midtfyn;Total;H80 PhD programs;Age, total;Total;2022;162
Kerteminde;Total;H80 PhD programs;Age, total;Total;2008;27
Kerteminde;Total;H80 PhD programs;Age, total;Total;2011;32
Kerteminde;Total;H80 PhD programs;Age, total;Total;2015;50
Kerteminde;Total;H80 PhD programs;Age, total;Total;2019;64
Kerteminde;Total;H80 PhD programs;Age, total;Total;2022;91
Langeland;Total;H80 PhD programs;Age, total;Total;2008;9
Langeland;Total;H80 PhD programs;Age, total;Total;2011;11
Langeland;Total;H80 PhD programs;Age, total;Total;2015;8
Langeland;Total;H80 PhD programs;Age, total;Total;2019;17
Langeland;Total;H80 PhD programs;Age, total;Total;2022;29
Middelfart;Total;H80 PhD programs;Age, total;Total;2008;34
Middelfart;Total;H80 PhD programs;Age, total;Total;2011;48
Middelfart;Total;H80 PhD programs;Age, total;Total;2015;75
Middelfart;Total;H80 PhD programs;Age, total;Total;2019;101
Middelfart;Total;H80 PhD programs;Age, total;Total;2022;136
Nordfyns;Total;H80 PhD programs;Age, total;Total;2008;31
Nordfyns;Total;H80 PhD programs;Age, total;Total;2011;36
Nordfyns;Total;H80 PhD programs;Age, total;Total;2015;50
Nordfyns;Total;H80 PhD programs;Age, total;Total;2019;69
Nordfyns;Total;H80 PhD programs;Age, total;Total;2022;94
Nyborg;Total;H80 PhD programs;Age, total;Total;2008;48
Nyborg;Total;H80 PhD programs;Age, total;Total;2011;59
Nyborg;Total;H80 PhD programs;Age, total;Total;2015;72
Nyborg;Total;H80 PhD programs;Age, total;Total;2019;111
Nyborg;Total;H80 PhD programs;Age, total;Total;2022;126
Odense;Total;H80 PhD programs;Age, total;Total;2008;615
Odense;Total;H80 PhD programs;Age, total;Total;2011;836
Odense;Total;H80 PhD programs;Age, total;Total;2015;1240
Odense;Total;H80 PhD programs;Age, total;Total;2019;1554
Odense;Total;H80 PhD programs;Age, total;Total;2022;1863
Svendborg;Total;H80 PhD programs;Age, total;Total;2008;48
Svendborg;Total;H80 PhD programs;Age, total;Total;2011;70
Svendborg;Total;H80 PhD programs;Age, total;Total;2015;81
Svendborg;Total;H80 PhD programs;Age, total;Total;2019;106
Svendborg;Total;H80 PhD programs;Age, total;Total;2022;164
Ærø;Total;H80 PhD programs;Age, total;Total;2008;5
Ærø;Total;H80 PhD programs;Age, total;Total;2011;4
Ærø;Total;H80 PhD programs;Age, total;Total;2015;11
Ærø;Total;H80 PhD programs;Age, total;Total;2019;14
Ærø;Total;H80 PhD programs;Age, total;Total;2022;23
Billund;Total;H80 PhD programs;Age, total;Total;2008;7
Billund;Total;H80 PhD programs;Age, total;Total;2011;12
Billund;Total;H80 PhD programs;Age, total;Total;2015;35
Billund;Total;H80 PhD programs;Age, total;Total;2019;59
Billund;Total;H80 PhD programs;Age, total;Total;2022;86
Esbjerg;Total;H80 PhD programs;Age, total;Total;2008;83
Esbjerg;Total;H80 PhD programs;Age, total;Total;2011;124
Esbjerg;Total;H80 PhD programs;Age, total;Total;2015;194
Esbjerg;Total;H80 PhD programs;Age, total;Total;2019;229
Esbjerg;Total;H80 PhD programs;Age, total;Total;2022;257
Fanø;Total;H80 PhD programs;Age, total;Total;2008;4
Fanø;Total;H80 PhD programs;Age, total;Total;2011;6
Fanø;Total;H80 PhD programs;Age, total;Total;2015;7
Fanø;Total;H80 PhD programs;Age, total;Total;2019;11
Fanø;Total;H80 PhD programs;Age, total;Total;2022;12
Fredericia;Total;H80 PhD programs;Age, total;Total;2008;42
Fredericia;Total;H80 PhD programs;Age, total;Total;2011;58
Fredericia;Total;H80 PhD programs;Age, total;Total;2015;94
Fredericia;Total;H80 PhD programs;Age, total;Total;2019;124
Fredericia;Total;H80 PhD programs;Age, total;Total;2022;168
Haderslev;Total;H80 PhD programs;Age, total;Total;2008;24
Haderslev;Total;H80 PhD programs;Age, total;Total;2011;34
Haderslev;Total;H80 PhD programs;Age, total;Total;2015;49
Haderslev;Total;H80 PhD programs;Age, total;Total;2019;56
Haderslev;Total;H80 PhD programs;Age, total;Total;2022;76
Kolding;Total;H80 PhD programs;Age, total;Total;2008;86
Kolding;Total;H80 PhD programs;Age, total;Total;2011;108
Kolding;Total;H80 PhD programs;Age, total;Total;2015;174
Kolding;Total;H80 PhD programs;Age, total;Total;2019;226
Kolding;Total;H80 PhD programs;Age, total;Total;2022;251
Sønderborg;Total;H80 PhD programs;Age, total;Total;2008;84
Sønderborg;Total;H80 PhD programs;Age, total;Total;2011;118
Sønderborg;Total;H80 PhD programs;Age, total;Total;2015;164
Sønderborg;Total;H80 PhD programs;Age, total;Total;2019;206
Sønderborg;Total;H80 PhD programs;Age, total;Total;2022;276
Tønder;Total;H80 PhD programs;Age, total;Total;2008;13
Tønder;Total;H80 PhD programs;Age, total;Total;2011;18
Tønder;Total;H80 PhD programs;Age, total;Total;2015;31
Tønder;Total;H80 PhD programs;Age, total;Total;2019;47
Tønder;Total;H80 PhD programs;Age, total;Total;2022;79
Varde;Total;H80 PhD programs;Age, total;Total;2008;23
Varde;Total;H80 PhD programs;Age, total;Total;2011;29
Varde;Total;H80 PhD programs;Age, total;Total;2015;55
Varde;Total;H80 PhD programs;Age, total;Total;2019;74
Varde;Total;H80 PhD programs;Age, total;Total;2022;98
Vejen;Total;H80 PhD programs;Age, total;Total;2008;14
Vejen;Total;H80 PhD programs;Age, total;Total;2011;21
Vejen;Total;H80 PhD programs;Age, total;Total;2015;34
Vejen;Total;H80 PhD programs;Age, total;Total;2019;43
Vejen;Total;H80 PhD programs;Age, total;Total;2022;73
Vejle;Total;H80 PhD programs;Age, total;Total;2008;77
Vejle;Total;H80 PhD programs;Age, total;Total;2011;129
Vejle;Total;H80 PhD programs;Age, total;Total;2015;223
Vejle;Total;H80 PhD programs;Age, total;Total;2019;353
Vejle;Total;H80 PhD programs;Age, total;Total;2022;464
Aabenraa;Total;H80 PhD programs;Age, total;Total;2008;28
Aabenraa;Total;H80 PhD programs;Age, total;Total;2011;38
Aabenraa;Total;H80 PhD programs;Age, total;Total;2015;66
Aabenraa;Total;H80 PhD programs;Age, total;Total;2019;115
Aabenraa;Total;H80 PhD programs;Age, total;Total;2022;152
Region Midtjylland;Total;H80 PhD programs;Age, total;Total;2008;2910
Region Midtjylland;Total;H80 PhD programs;Age, total;Total;2011;3844
Region Midtjylland;Total;H80 PhD programs;Age, total;Total;2015;5609
Region Midtjylland;Total;H80 PhD programs;Age, total;Total;2019;7099
Region Midtjylland;Total;H80 PhD programs;Age, total;Total;2022;8542
Favrskov;Total;H80 PhD programs;Age, total;Total;2008;143
Favrskov;Total;H80 PhD programs;Age, total;Total;2011;177
Favrskov;Total;H80 PhD programs;Age, total;Total;2015;242
Favrskov;Total;H80 PhD programs;Age, total;Total;2019;310
Favrskov;Total;H80 PhD programs;Age, total;Total;2022;386
Hedensted;Total;H80 PhD programs;Age, total;Total;2008;21
Hedensted;Total;H80 PhD programs;Age, total;Total;2011;27
Hedensted;Total;H80 PhD programs;Age, total;Total;2015;39
Hedensted;Total;H80 PhD programs;Age, total;Total;2019;55
Hedensted;Total;H80 PhD programs;Age, total;Total;2022;79
Horsens;Total;H80 PhD programs;Age, total;Total;2008;70
Horsens;Total;H80 PhD programs;Age, total;Total;2011;98
Horsens;Total;H80 PhD programs;Age, total;Total;2015;160
Horsens;Total;H80 PhD programs;Age, total;Total;2019;203
Horsens;Total;H80 PhD programs;Age, total;Total;2022;287
Norddjurs;Total;H80 PhD programs;Age, total;Total;2008;19
Norddjurs;Total;H80 PhD programs;Age, total;Total;2011;27
Norddjurs;Total;H80 PhD programs;Age, total;Total;2015;35
Norddjurs;Total;H80 PhD programs;Age, total;Total;2019;45
Norddjurs;Total;H80 PhD programs;Age, total;Total;2022;68
Odder;Total;H80 PhD programs;Age, total;Total;2008;40
Odder;Total;H80 PhD programs;Age, total;Total;2011;49
Odder;Total;H80 PhD programs;Age, total;Total;2015;65
Odder;Total;H80 PhD programs;Age, total;Total;2019;88
Odder;Total;H80 PhD programs;Age, total;Total;2022;106
Randers;Total;H80 PhD programs;Age, total;Total;2008;80
Randers;Total;H80 PhD programs;Age, total;Total;2011;118
Randers;Total;H80 PhD programs;Age, total;Total;2015;165
Randers;Total;H80 PhD programs;Age, total;Total;2019;224
Randers;Total;H80 PhD programs;Age, total;Total;2022;286
Samsø;Total;H80 PhD programs;Age, total;Total;2008;2
Samsø;Total;H80 PhD programs;Age, total;Total;2011;2
Samsø;Total;H80 PhD programs;Age, total;Total;2015;2
Samsø;Total;H80 PhD programs;Age, total;Total;2019;8
Samsø;Total;H80 PhD programs;Age, total;Total;2022;9
Silkeborg;Total;H80 PhD programs;Age, total;Total;2008;118
Silkeborg;Total;H80 PhD programs;Age, total;Total;2011;153
Silkeborg;Total;H80 PhD programs;Age, total;Total;2015;219
Silkeborg;Total;H80 PhD programs;Age, total;Total;2019;296
Silkeborg;Total;H80 PhD programs;Age, total;Total;2022;405
Skanderborg;Total;H80 PhD programs;Age, total;Total;2008;190
Skanderborg;Total;H80 PhD programs;Age, total;Total;2011;229
Skanderborg;Total;H80 PhD programs;Age, total;Total;2015;311
Skanderborg;Total;H80 PhD programs;Age, total;Total;2019;412
Skanderborg;Total;H80 PhD programs;Age, total;Total;2022;503
Syddjurs;Total;H80 PhD programs;Age, total;Total;2008;68
Syddjurs;Total;H80 PhD programs;Age, total;Total;2011;86
Syddjurs;Total;H80 PhD programs;Age, total;Total;2015;121
Syddjurs;Total;H80 PhD programs;Age, total;Total;2019;157
Syddjurs;Total;H80 PhD programs;Age, total;Total;2022;202
Aarhus;Total;H80 PhD programs;Age, total;Total;2008;1804
Aarhus;Total;H80 PhD programs;Age, total;Total;2011;2399
Aarhus;Total;H80 PhD programs;Age, total;Total;2015;3546
Aarhus;Total;H80 PhD programs;Age, total;Total;2019;4464
Aarhus;Total;H80 PhD programs;Age, total;Total;2022;5184
Herning;Total;H80 PhD programs;Age, total;Total;2008;34
Herning;Total;H80 PhD programs;Age, total;Total;2011;58
Herning;Total;H80 PhD programs;Age, total;Total;2015;105
Herning;Total;H80 PhD programs;Age, total;Total;2019;145
Herning;Total;H80 PhD programs;Age, total;Total;2022;191
Holstebro;Total;H80 PhD programs;Age, total;Total;2008;32
Holstebro;Total;H80 PhD programs;Age, total;Total;2011;38
Holstebro;Total;H80 PhD programs;Age, total;Total;2015;50
Holstebro;Total;H80 PhD programs;Age, total;Total;2019;68
Holstebro;Total;H80 PhD programs;Age, total;Total;2022;80
Ikast-Brande;Total;H80 PhD programs;Age, total;Total;2008;23
Ikast-Brande;Total;H80 PhD programs;Age, total;Total;2011;37
Ikast-Brande;Total;H80 PhD programs;Age, total;Total;2015;81
Ikast-Brande;Total;H80 PhD programs;Age, total;Total;2019;88
Ikast-Brande;Total;H80 PhD programs;Age, total;Total;2022;108
Lemvig;Total;H80 PhD programs;Age, total;Total;2008;20
Lemvig;Total;H80 PhD programs;Age, total;Total;2011;30
Lemvig;Total;H80 PhD programs;Age, total;Total;2015;36
Lemvig;Total;H80 PhD programs;Age, total;Total;2019;40
