BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Lemvig;Total;H80 PhD programs;Age, total;Total;2022;51
Ringkøbing-Skjern;Total;H80 PhD programs;Age, total;Total;2008;20
Ringkøbing-Skjern;Total;H80 PhD programs;Age, total;Total;2011;31
Ringkøbing-Skjern;Total;H80 PhD programs;Age, total;Total;2015;48
Ringkøbing-Skjern;Total;H80 PhD programs;Age, total;Total;2019;67
Ringkøbing-Skjern;Total;H80 PhD programs;Age, total;Total;2022;89
Skive;Total;H80 PhD programs;Age, total;Total;2008;19
Skive;Total;H80 PhD programs;Age, total;Total;2011;24
Skive;Total;H80 PhD programs;Age, total;Total;2015;33
Skive;Total;H80 PhD programs;Age, total;Total;2019;45
Skive;Total;H80 PhD programs;Age, total;Total;2022;62
Struer;Total;H80 PhD programs;Age, total;Total;2008;11
Struer;Total;H80 PhD programs;Age, total;Total;2011;13
Struer;Total;H80 PhD programs;Age, total;Total;2015;23
Struer;Total;H80 PhD programs;Age, total;Total;2019;27
Struer;Total;H80 PhD programs;Age, total;Total;2022;36
Viborg;Total;H80 PhD programs;Age, total;Total;2008;196
Viborg;Total;H80 PhD programs;Age, total;Total;2011;248
Viborg;Total;H80 PhD programs;Age, total;Total;2015;328
Viborg;Total;H80 PhD programs;Age, total;Total;2019;357
Viborg;Total;H80 PhD programs;Age, total;Total;2022;410
Region Nordjylland;Total;H80 PhD programs;Age, total;Total;2008;795
Region Nordjylland;Total;H80 PhD programs;Age, total;Total;2011;1055
Region Nordjylland;Total;H80 PhD programs;Age, total;Total;2015;1537
Region Nordjylland;Total;H80 PhD programs;Age, total;Total;2019;2023
Region Nordjylland;Total;H80 PhD programs;Age, total;Total;2022;2470
Brønderslev;Total;H80 PhD programs;Age, total;Total;2008;34
Brønderslev;Total;H80 PhD programs;Age, total;Total;2011;41
Brønderslev;Total;H80 PhD programs;Age, total;Total;2015;48
Brønderslev;Total;H80 PhD programs;Age, total;Total;2019;64
Brønderslev;Total;H80 PhD programs;Age, total;Total;2022;82
Frederikshavn;Total;H80 PhD programs;Age, total;Total;2008;19
Frederikshavn;Total;H80 PhD programs;Age, total;Total;2011;32
Frederikshavn;Total;H80 PhD programs;Age, total;Total;2015;42
Frederikshavn;Total;H80 PhD programs;Age, total;Total;2019;63
Frederikshavn;Total;H80 PhD programs;Age, total;Total;2022;116
Hjørring;Total;H80 PhD programs;Age, total;Total;2008;38
Hjørring;Total;H80 PhD programs;Age, total;Total;2011;50
Hjørring;Total;H80 PhD programs;Age, total;Total;2015;71
Hjørring;Total;H80 PhD programs;Age, total;Total;2019;79
Hjørring;Total;H80 PhD programs;Age, total;Total;2022;112
Jammerbugt;Total;H80 PhD programs;Age, total;Total;2008;21
Jammerbugt;Total;H80 PhD programs;Age, total;Total;2011;25
Jammerbugt;Total;H80 PhD programs;Age, total;Total;2015;35
Jammerbugt;Total;H80 PhD programs;Age, total;Total;2019;52
Jammerbugt;Total;H80 PhD programs;Age, total;Total;2022;63
Læsø;Total;H80 PhD programs;Age, total;Total;2008;0
Læsø;Total;H80 PhD programs;Age, total;Total;2011;0
Læsø;Total;H80 PhD programs;Age, total;Total;2015;0
Læsø;Total;H80 PhD programs;Age, total;Total;2019;2
Læsø;Total;H80 PhD programs;Age, total;Total;2022;3
Mariagerfjord;Total;H80 PhD programs;Age, total;Total;2008;45
Mariagerfjord;Total;H80 PhD programs;Age, total;Total;2011;46
Mariagerfjord;Total;H80 PhD programs;Age, total;Total;2015;57
Mariagerfjord;Total;H80 PhD programs;Age, total;Total;2019;70
Mariagerfjord;Total;H80 PhD programs;Age, total;Total;2022;93
Morsø;Total;H80 PhD programs;Age, total;Total;2008;6
Morsø;Total;H80 PhD programs;Age, total;Total;2011;9
Morsø;Total;H80 PhD programs;Age, total;Total;2015;11
Morsø;Total;H80 PhD programs;Age, total;Total;2019;17
Morsø;Total;H80 PhD programs;Age, total;Total;2022;34
Rebild;Total;H80 PhD programs;Age, total;Total;2008;73
Rebild;Total;H80 PhD programs;Age, total;Total;2011;81
Rebild;Total;H80 PhD programs;Age, total;Total;2015;108
Rebild;Total;H80 PhD programs;Age, total;Total;2019;162
Rebild;Total;H80 PhD programs;Age, total;Total;2022;204
Thisted;Total;H80 PhD programs;Age, total;Total;2008;16
Thisted;Total;H80 PhD programs;Age, total;Total;2011;20
Thisted;Total;H80 PhD programs;Age, total;Total;2015;29
Thisted;Total;H80 PhD programs;Age, total;Total;2019;40
Thisted;Total;H80 PhD programs;Age, total;Total;2022;58
Vesthimmerlands;Total;H80 PhD programs;Age, total;Total;2008;15
Vesthimmerlands;Total;H80 PhD programs;Age, total;Total;2011;17
Vesthimmerlands;Total;H80 PhD programs;Age, total;Total;2015;33
Vesthimmerlands;Total;H80 PhD programs;Age, total;Total;2019;35
Vesthimmerlands;Total;H80 PhD programs;Age, total;Total;2022;44
Aalborg;Total;H80 PhD programs;Age, total;Total;2008;528
Aalborg;Total;H80 PhD programs;Age, total;Total;2011;734
Aalborg;Total;H80 PhD programs;Age, total;Total;2015;1103
Aalborg;Total;H80 PhD programs;Age, total;Total;2019;1439
Aalborg;Total;H80 PhD programs;Age, total;Total;2022;1661
