OMRÅDE;YDELSESTYPE;KØN;ALDER;TID;INDHOLD
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;102
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;96
Silkeborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;117
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;33
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;32
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;34
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;33
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;33
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;27
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;20
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;20
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;27
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;27
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;28
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;25
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;27
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;24
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;27
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;26
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;31
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;26
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;16
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;17
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;31
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;22
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;24
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;38
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;66
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;74
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;75
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;72
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;72
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;54
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;75
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;73
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;89
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;76
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;71
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;68
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;66
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;66
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;54
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;61
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;81
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;72
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;77
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;77
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;79
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;66
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;73
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;57
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;53
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;46
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;44
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;52
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;65
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;95
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;58
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;56
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;61
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;43
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;25
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;23
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;24
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;60
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;66
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;55
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;63
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;54
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;56
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;39
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;43
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;28
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;32
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;32
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;46
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q2;38
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q3;36
Skanderborg;Net unemployed recipients of social assistance;Total;Age, total;2025Q4;43
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q1;95
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q2;68
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q3;63
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2007Q4;59
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q1;58
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q2;44
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q3;52
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2008Q4;55
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q1;63
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q2;35
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q3;37
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2009Q4;46
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q1;80
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q2;83
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q3;115
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2010Q4;108
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q1;126
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q2;119
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q3;83
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2011Q4;59
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q1;68
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q2;63
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q3;58
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2012Q4;56
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q1;75
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q2;94
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q3;130
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2013Q4;133
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q1;128
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q2;93
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q3;65
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2014Q4;85
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q1;116
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q2;96
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q3;77
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2015Q4;70
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q1;76
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q2;74
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q3;78
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2016Q4;109
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q1;133
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q2;110
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q3;121
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2017Q4;107
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q1;115
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q2;105
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q3;81
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2018Q4;78
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q1;95
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q2;76
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q3;78
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2019Q4;69
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q1;67
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q2;118
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q3;65
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2020Q4;70
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q1;98
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q2;77
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q3;47
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2021Q4;37
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q1;36
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q2;44
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q3;51
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2022Q4;48
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q1;68
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q2;63
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q3;48
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2023Q4;44
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q1;42
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q2;41
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q3;37
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2024Q4;41
Syddjurs;Net unemployed recipients of social assistance;Total;Age, total;2025Q1;52
