BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Høje-Taastrup;Total;H40 Short cycle higher education;Age, total;Total;2008;1523
Høje-Taastrup;Total;H40 Short cycle higher education;Age, total;Total;2011;1579
Høje-Taastrup;Total;H40 Short cycle higher education;Age, total;Total;2015;1784
Høje-Taastrup;Total;H40 Short cycle higher education;Age, total;Total;2019;2096
Høje-Taastrup;Total;H40 Short cycle higher education;Age, total;Total;2022;2368
Ishøj;Total;H40 Short cycle higher education;Age, total;Total;2008;524
Ishøj;Total;H40 Short cycle higher education;Age, total;Total;2011;571
Ishøj;Total;H40 Short cycle higher education;Age, total;Total;2015;675
Ishøj;Total;H40 Short cycle higher education;Age, total;Total;2019;775
Ishøj;Total;H40 Short cycle higher education;Age, total;Total;2022;872
Lyngby-Taarbæk;Total;H40 Short cycle higher education;Age, total;Total;2008;1458
Lyngby-Taarbæk;Total;H40 Short cycle higher education;Age, total;Total;2011;1578
Lyngby-Taarbæk;Total;H40 Short cycle higher education;Age, total;Total;2015;1674
Lyngby-Taarbæk;Total;H40 Short cycle higher education;Age, total;Total;2019;1825
Lyngby-Taarbæk;Total;H40 Short cycle higher education;Age, total;Total;2022;1710
Rødovre;Total;H40 Short cycle higher education;Age, total;Total;2008;978
Rødovre;Total;H40 Short cycle higher education;Age, total;Total;2011;1055
Rødovre;Total;H40 Short cycle higher education;Age, total;Total;2015;1221
Rødovre;Total;H40 Short cycle higher education;Age, total;Total;2019;1424
Rødovre;Total;H40 Short cycle higher education;Age, total;Total;2022;1523
Vallensbæk;Total;H40 Short cycle higher education;Age, total;Total;2008;509
Vallensbæk;Total;H40 Short cycle higher education;Age, total;Total;2011;566
Vallensbæk;Total;H40 Short cycle higher education;Age, total;Total;2015;624
Vallensbæk;Total;H40 Short cycle higher education;Age, total;Total;2019;742
Vallensbæk;Total;H40 Short cycle higher education;Age, total;Total;2022;778
Allerød;Total;H40 Short cycle higher education;Age, total;Total;2008;897
Allerød;Total;H40 Short cycle higher education;Age, total;Total;2011;915
Allerød;Total;H40 Short cycle higher education;Age, total;Total;2015;928
Allerød;Total;H40 Short cycle higher education;Age, total;Total;2019;1042
Allerød;Total;H40 Short cycle higher education;Age, total;Total;2022;1029
Egedal;Total;H40 Short cycle higher education;Age, total;Total;2008;1686
Egedal;Total;H40 Short cycle higher education;Age, total;Total;2011;1751
Egedal;Total;H40 Short cycle higher education;Age, total;Total;2015;1842
Egedal;Total;H40 Short cycle higher education;Age, total;Total;2019;1966
Egedal;Total;H40 Short cycle higher education;Age, total;Total;2022;2090
Fredensborg;Total;H40 Short cycle higher education;Age, total;Total;2008;1263
Fredensborg;Total;H40 Short cycle higher education;Age, total;Total;2011;1327
Fredensborg;Total;H40 Short cycle higher education;Age, total;Total;2015;1342
Fredensborg;Total;H40 Short cycle higher education;Age, total;Total;2019;1432
Fredensborg;Total;H40 Short cycle higher education;Age, total;Total;2022;1485
Frederikssund;Total;H40 Short cycle higher education;Age, total;Total;2008;1421
Frederikssund;Total;H40 Short cycle higher education;Age, total;Total;2011;1458
Frederikssund;Total;H40 Short cycle higher education;Age, total;Total;2015;1569
Frederikssund;Total;H40 Short cycle higher education;Age, total;Total;2019;1694
Frederikssund;Total;H40 Short cycle higher education;Age, total;Total;2022;1792
Furesø;Total;H40 Short cycle higher education;Age, total;Total;2008;1160
Furesø;Total;H40 Short cycle higher education;Age, total;Total;2011;1193
Furesø;Total;H40 Short cycle higher education;Age, total;Total;2015;1342
Furesø;Total;H40 Short cycle higher education;Age, total;Total;2019;1466
Furesø;Total;H40 Short cycle higher education;Age, total;Total;2022;1430
Gribskov;Total;H40 Short cycle higher education;Age, total;Total;2008;1177
Gribskov;Total;H40 Short cycle higher education;Age, total;Total;2011;1199
Gribskov;Total;H40 Short cycle higher education;Age, total;Total;2015;1254
Gribskov;Total;H40 Short cycle higher education;Age, total;Total;2019;1313
Gribskov;Total;H40 Short cycle higher education;Age, total;Total;2022;1392
Halsnæs;Total;H40 Short cycle higher education;Age, total;Total;2008;818
Halsnæs;Total;H40 Short cycle higher education;Age, total;Total;2011;852
Halsnæs;Total;H40 Short cycle higher education;Age, total;Total;2015;906
Halsnæs;Total;H40 Short cycle higher education;Age, total;Total;2019;968
Halsnæs;Total;H40 Short cycle higher education;Age, total;Total;2022;988
Helsingør;Total;H40 Short cycle higher education;Age, total;Total;2008;1829
Helsingør;Total;H40 Short cycle higher education;Age, total;Total;2011;1937
Helsingør;Total;H40 Short cycle higher education;Age, total;Total;2015;2062
Helsingør;Total;H40 Short cycle higher education;Age, total;Total;2019;2144
Helsingør;Total;H40 Short cycle higher education;Age, total;Total;2022;2241
Hillerød;Total;H40 Short cycle higher education;Age, total;Total;2008;1657
Hillerød;Total;H40 Short cycle higher education;Age, total;Total;2011;1723
Hillerød;Total;H40 Short cycle higher education;Age, total;Total;2015;1892
Hillerød;Total;H40 Short cycle higher education;Age, total;Total;2019;2123
Hillerød;Total;H40 Short cycle higher education;Age, total;Total;2022;2175
Hørsholm;Total;H40 Short cycle higher education;Age, total;Total;2008;785
Hørsholm;Total;H40 Short cycle higher education;Age, total;Total;2011;810
Hørsholm;Total;H40 Short cycle higher education;Age, total;Total;2015;869
Hørsholm;Total;H40 Short cycle higher education;Age, total;Total;2019;890
Hørsholm;Total;H40 Short cycle higher education;Age, total;Total;2022;864
Rudersdal;Total;H40 Short cycle higher education;Age, total;Total;2008;1545
Rudersdal;Total;H40 Short cycle higher education;Age, total;Total;2011;1559
Rudersdal;Total;H40 Short cycle higher education;Age, total;Total;2015;1625
Rudersdal;Total;H40 Short cycle higher education;Age, total;Total;2019;1739
Rudersdal;Total;H40 Short cycle higher education;Age, total;Total;2022;1626
Bornholm;Total;H40 Short cycle higher education;Age, total;Total;2008;889
Bornholm;Total;H40 Short cycle higher education;Age, total;Total;2011;882
Bornholm;Total;H40 Short cycle higher education;Age, total;Total;2015;884
Bornholm;Total;H40 Short cycle higher education;Age, total;Total;2019;949
Bornholm;Total;H40 Short cycle higher education;Age, total;Total;2022;1020
Christiansø;Total;H40 Short cycle higher education;Age, total;Total;2008;0
Christiansø;Total;H40 Short cycle higher education;Age, total;Total;2011;0
Christiansø;Total;H40 Short cycle higher education;Age, total;Total;2015;1
Christiansø;Total;H40 Short cycle higher education;Age, total;Total;2019;1
Christiansø;Total;H40 Short cycle higher education;Age, total;Total;2022;1
Region Sjælland;Total;H40 Short cycle higher education;Age, total;Total;2008;23567
Region Sjælland;Total;H40 Short cycle higher education;Age, total;Total;2011;24398
Region Sjælland;Total;H40 Short cycle higher education;Age, total;Total;2015;26295
Region Sjælland;Total;H40 Short cycle higher education;Age, total;Total;2019;28400
Region Sjælland;Total;H40 Short cycle higher education;Age, total;Total;2022;30032
Greve;Total;H40 Short cycle higher education;Age, total;Total;2008;1698
Greve;Total;H40 Short cycle higher education;Age, total;Total;2011;1708
Greve;Total;H40 Short cycle higher education;Age, total;Total;2015;1859
Greve;Total;H40 Short cycle higher education;Age, total;Total;2019;2058
Greve;Total;H40 Short cycle higher education;Age, total;Total;2022;2108
Køge;Total;H40 Short cycle higher education;Age, total;Total;2008;1829
Køge;Total;H40 Short cycle higher education;Age, total;Total;2011;1926
Køge;Total;H40 Short cycle higher education;Age, total;Total;2015;2152
Køge;Total;H40 Short cycle higher education;Age, total;Total;2019;2378
Køge;Total;H40 Short cycle higher education;Age, total;Total;2022;2573
Lejre;Total;H40 Short cycle higher education;Age, total;Total;2008;991
Lejre;Total;H40 Short cycle higher education;Age, total;Total;2011;1014
Lejre;Total;H40 Short cycle higher education;Age, total;Total;2015;1056
Lejre;Total;H40 Short cycle higher education;Age, total;Total;2019;1100
Lejre;Total;H40 Short cycle higher education;Age, total;Total;2022;1143
Roskilde;Total;H40 Short cycle higher education;Age, total;Total;2008;2948
Roskilde;Total;H40 Short cycle higher education;Age, total;Total;2011;3061
Roskilde;Total;H40 Short cycle higher education;Age, total;Total;2015;3308
Roskilde;Total;H40 Short cycle higher education;Age, total;Total;2019;3502
Roskilde;Total;H40 Short cycle higher education;Age, total;Total;2022;3731
Solrød;Total;H40 Short cycle higher education;Age, total;Total;2008;825
Solrød;Total;H40 Short cycle higher education;Age, total;Total;2011;855
Solrød;Total;H40 Short cycle higher education;Age, total;Total;2015;938
Solrød;Total;H40 Short cycle higher education;Age, total;Total;2019;1037
Solrød;Total;H40 Short cycle higher education;Age, total;Total;2022;1087
Faxe;Total;H40 Short cycle higher education;Age, total;Total;2008;996
Faxe;Total;H40 Short cycle higher education;Age, total;Total;2011;993
Faxe;Total;H40 Short cycle higher education;Age, total;Total;2015;1065
Faxe;Total;H40 Short cycle higher education;Age, total;Total;2019;1199
Faxe;Total;H40 Short cycle higher education;Age, total;Total;2022;1255
Guldborgsund;Total;H40 Short cycle higher education;Age, total;Total;2008;1423
Guldborgsund;Total;H40 Short cycle higher education;Age, total;Total;2011;1476
Guldborgsund;Total;H40 Short cycle higher education;Age, total;Total;2015;1562
Guldborgsund;Total;H40 Short cycle higher education;Age, total;Total;2019;1627
Guldborgsund;Total;H40 Short cycle higher education;Age, total;Total;2022;1708
Holbæk;Total;H40 Short cycle higher education;Age, total;Total;2008;1982
Holbæk;Total;H40 Short cycle higher education;Age, total;Total;2011;2072
Holbæk;Total;H40 Short cycle higher education;Age, total;Total;2015;2234
Holbæk;Total;H40 Short cycle higher education;Age, total;Total;2019;2394
Holbæk;Total;H40 Short cycle higher education;Age, total;Total;2022;2630
Kalundborg;Total;H40 Short cycle higher education;Age, total;Total;2008;1384
Kalundborg;Total;H40 Short cycle higher education;Age, total;Total;2011;1415
Kalundborg;Total;H40 Short cycle higher education;Age, total;Total;2015;1467
Kalundborg;Total;H40 Short cycle higher education;Age, total;Total;2019;1542
Kalundborg;Total;H40 Short cycle higher education;Age, total;Total;2022;1618
Lolland;Total;H40 Short cycle higher education;Age, total;Total;2008;821
Lolland;Total;H40 Short cycle higher education;Age, total;Total;2011;813
Lolland;Total;H40 Short cycle higher education;Age, total;Total;2015;831
Lolland;Total;H40 Short cycle higher education;Age, total;Total;2019;836
Lolland;Total;H40 Short cycle higher education;Age, total;Total;2022;849
Næstved;Total;H40 Short cycle higher education;Age, total;Total;2008;2312
Næstved;Total;H40 Short cycle higher education;Age, total;Total;2011;2410
Næstved;Total;H40 Short cycle higher education;Age, total;Total;2015;2630
Næstved;Total;H40 Short cycle higher education;Age, total;Total;2019;2861
Næstved;Total;H40 Short cycle higher education;Age, total;Total;2022;3064
Odsherred;Total;H40 Short cycle higher education;Age, total;Total;2008;691
Odsherred;Total;H40 Short cycle higher education;Age, total;Total;2011;709
Odsherred;Total;H40 Short cycle higher education;Age, total;Total;2015;721
Odsherred;Total;H40 Short cycle higher education;Age, total;Total;2019;787
Odsherred;Total;H40 Short cycle higher education;Age, total;Total;2022;831
Ringsted;Total;H40 Short cycle higher education;Age, total;Total;2008;1005
Ringsted;Total;H40 Short cycle higher education;Age, total;Total;2011;1078
Ringsted;Total;H40 Short cycle higher education;Age, total;Total;2015;1273
Ringsted;Total;H40 Short cycle higher education;Age, total;Total;2019;1407
Ringsted;Total;H40 Short cycle higher education;Age, total;Total;2022;1472
Slagelse;Total;H40 Short cycle higher education;Age, total;Total;2008;2222
Slagelse;Total;H40 Short cycle higher education;Age, total;Total;2011;2288
Slagelse;Total;H40 Short cycle higher education;Age, total;Total;2015;2418
Slagelse;Total;H40 Short cycle higher education;Age, total;Total;2019;2642
Slagelse;Total;H40 Short cycle higher education;Age, total;Total;2022;2820
Sorø;Total;H40 Short cycle higher education;Age, total;Total;2008;793
Sorø;Total;H40 Short cycle higher education;Age, total;Total;2011;834
Sorø;Total;H40 Short cycle higher education;Age, total;Total;2015;891
Sorø;Total;H40 Short cycle higher education;Age, total;Total;2019;958
Sorø;Total;H40 Short cycle higher education;Age, total;Total;2022;941
Stevns;Total;H40 Short cycle higher education;Age, total;Total;2008;600
Stevns;Total;H40 Short cycle higher education;Age, total;Total;2011;635
Stevns;Total;H40 Short cycle higher education;Age, total;Total;2015;688
Stevns;Total;H40 Short cycle higher education;Age, total;Total;2019;776
Stevns;Total;H40 Short cycle higher education;Age, total;Total;2022;840
Vordingborg;Total;H40 Short cycle higher education;Age, total;Total;2008;1047
Vordingborg;Total;H40 Short cycle higher education;Age, total;Total;2011;1111
Vordingborg;Total;H40 Short cycle higher education;Age, total;Total;2015;1202
Vordingborg;Total;H40 Short cycle higher education;Age, total;Total;2019;1296
Vordingborg;Total;H40 Short cycle higher education;Age, total;Total;2022;1362
Region Syddanmark;Total;H40 Short cycle higher education;Age, total;Total;2008;34400
Region Syddanmark;Total;H40 Short cycle higher education;Age, total;Total;2011;35991
Region Syddanmark;Total;H40 Short cycle higher education;Age, total;Total;2015;38763
Region Syddanmark;Total;H40 Short cycle higher education;Age, total;Total;2019;42176
Region Syddanmark;Total;H40 Short cycle higher education;Age, total;Total;2022;44180
Assens;Total;H40 Short cycle higher education;Age, total;Total;2008;1179
Assens;Total;H40 Short cycle higher education;Age, total;Total;2011;1220
Assens;Total;H40 Short cycle higher education;Age, total;Total;2015;1277
Assens;Total;H40 Short cycle higher education;Age, total;Total;2019;1343
Assens;Total;H40 Short cycle higher education;Age, total;Total;2022;1359
Faaborg-Midtfyn;Total;H40 Short cycle higher education;Age, total;Total;2008;1545
Faaborg-Midtfyn;Total;H40 Short cycle higher education;Age, total;Total;2011;1600
Faaborg-Midtfyn;Total;H40 Short cycle higher education;Age, total;Total;2015;1659
Faaborg-Midtfyn;Total;H40 Short cycle higher education;Age, total;Total;2019;1754
Faaborg-Midtfyn;Total;H40 Short cycle higher education;Age, total;Total;2022;1849
Kerteminde;Total;H40 Short cycle higher education;Age, total;Total;2008;595
Kerteminde;Total;H40 Short cycle higher education;Age, total;Total;2011;607
Kerteminde;Total;H40 Short cycle higher education;Age, total;Total;2015;656
Kerteminde;Total;H40 Short cycle higher education;Age, total;Total;2019;715
Kerteminde;Total;H40 Short cycle higher education;Age, total;Total;2022;756
Langeland;Total;H40 Short cycle higher education;Age, total;Total;2008;228
Langeland;Total;H40 Short cycle higher education;Age, total;Total;2011;239
Langeland;Total;H40 Short cycle higher education;Age, total;Total;2015;242
Langeland;Total;H40 Short cycle higher education;Age, total;Total;2019;249
Langeland;Total;H40 Short cycle higher education;Age, total;Total;2022;255
Middelfart;Total;H40 Short cycle higher education;Age, total;Total;2008;1086
Middelfart;Total;H40 Short cycle higher education;Age, total;Total;2011;1116
Middelfart;Total;H40 Short cycle higher education;Age, total;Total;2015;1239
Middelfart;Total;H40 Short cycle higher education;Age, total;Total;2019;1320
Middelfart;Total;H40 Short cycle higher education;Age, total;Total;2022;1435
Nordfyns;Total;H40 Short cycle higher education;Age, total;Total;2008;807
Nordfyns;Total;H40 Short cycle higher education;Age, total;Total;2011;841
Nordfyns;Total;H40 Short cycle higher education;Age, total;Total;2015;914
Nordfyns;Total;H40 Short cycle higher education;Age, total;Total;2019;954
Nordfyns;Total;H40 Short cycle higher education;Age, total;Total;2022;1015
Nyborg;Total;H40 Short cycle higher education;Age, total;Total;2008;873
Nyborg;Total;H40 Short cycle higher education;Age, total;Total;2011;930
Nyborg;Total;H40 Short cycle higher education;Age, total;Total;2015;966
Nyborg;Total;H40 Short cycle higher education;Age, total;Total;2019;998
Nyborg;Total;H40 Short cycle higher education;Age, total;Total;2022;1051
Odense;Total;H40 Short cycle higher education;Age, total;Total;2008;5727
Odense;Total;H40 Short cycle higher education;Age, total;Total;2011;6091
Odense;Total;H40 Short cycle higher education;Age, total;Total;2015;6655
Odense;Total;H40 Short cycle higher education;Age, total;Total;2019;7503
Odense;Total;H40 Short cycle higher education;Age, total;Total;2022;7577
Svendborg;Total;H40 Short cycle higher education;Age, total;Total;2008;1658
Svendborg;Total;H40 Short cycle higher education;Age, total;Total;2011;1654
Svendborg;Total;H40 Short cycle higher education;Age, total;Total;2015;1703
Svendborg;Total;H40 Short cycle higher education;Age, total;Total;2019;1741
Svendborg;Total;H40 Short cycle higher education;Age, total;Total;2022;1844
Ærø;Total;H40 Short cycle higher education;Age, total;Total;2008;210
Ærø;Total;H40 Short cycle higher education;Age, total;Total;2011;191
Ærø;Total;H40 Short cycle higher education;Age, total;Total;2015;189
Ærø;Total;H40 Short cycle higher education;Age, total;Total;2019;194
Ærø;Total;H40 Short cycle higher education;Age, total;Total;2022;228
Billund;Total;H40 Short cycle higher education;Age, total;Total;2008;740
Billund;Total;H40 Short cycle higher education;Age, total;Total;2011;768
Billund;Total;H40 Short cycle higher education;Age, total;Total;2015;810
Billund;Total;H40 Short cycle higher education;Age, total;Total;2019;851
Billund;Total;H40 Short cycle higher education;Age, total;Total;2022;883
Esbjerg;Total;H40 Short cycle higher education;Age, total;Total;2008;3247
Esbjerg;Total;H40 Short cycle higher education;Age, total;Total;2011;3422
Esbjerg;Total;H40 Short cycle higher education;Age, total;Total;2015;3727
Esbjerg;Total;H40 Short cycle higher education;Age, total;Total;2019;4075
Esbjerg;Total;H40 Short cycle higher education;Age, total;Total;2022;4186
Fanø;Total;H40 Short cycle higher education;Age, total;Total;2008;144
Fanø;Total;H40 Short cycle higher education;Age, total;Total;2011;138
Fanø;Total;H40 Short cycle higher education;Age, total;Total;2015;134
Fanø;Total;H40 Short cycle higher education;Age, total;Total;2019;123
Fanø;Total;H40 Short cycle higher education;Age, total;Total;2022;126
Fredericia;Total;H40 Short cycle higher education;Age, total;Total;2008;1366
Fredericia;Total;H40 Short cycle higher education;Age, total;Total;2011;1446
Fredericia;Total;H40 Short cycle higher education;Age, total;Total;2015;1547
Fredericia;Total;H40 Short cycle higher education;Age, total;Total;2019;1724
Fredericia;Total;H40 Short cycle higher education;Age, total;Total;2022;1824
Haderslev;Total;H40 Short cycle higher education;Age, total;Total;2008;1396
Haderslev;Total;H40 Short cycle higher education;Age, total;Total;2011;1495
Haderslev;Total;H40 Short cycle higher education;Age, total;Total;2015;1587
Haderslev;Total;H40 Short cycle higher education;Age, total;Total;2019;1717
Haderslev;Total;H40 Short cycle higher education;Age, total;Total;2022;1953
Kolding;Total;H40 Short cycle higher education;Age, total;Total;2008;2934
Kolding;Total;H40 Short cycle higher education;Age, total;Total;2011;3138
Kolding;Total;H40 Short cycle higher education;Age, total;Total;2015;3456
Kolding;Total;H40 Short cycle higher education;Age, total;Total;2019;3785
Kolding;Total;H40 Short cycle higher education;Age, total;Total;2022;3913
Sønderborg;Total;H40 Short cycle higher education;Age, total;Total;2008;2487
Sønderborg;Total;H40 Short cycle higher education;Age, total;Total;2011;2495
Sønderborg;Total;H40 Short cycle higher education;Age, total;Total;2015;2546
Sønderborg;Total;H40 Short cycle higher education;Age, total;Total;2019;2805
Sønderborg;Total;H40 Short cycle higher education;Age, total;Total;2022;2897
Tønder;Total;H40 Short cycle higher education;Age, total;Total;2008;930
Tønder;Total;H40 Short cycle higher education;Age, total;Total;2011;941
Tønder;Total;H40 Short cycle higher education;Age, total;Total;2015;1029
Tønder;Total;H40 Short cycle higher education;Age, total;Total;2019;1104
Tønder;Total;H40 Short cycle higher education;Age, total;Total;2022;1103
Varde;Total;H40 Short cycle higher education;Age, total;Total;2008;1297
Varde;Total;H40 Short cycle higher education;Age, total;Total;2011;1392
Varde;Total;H40 Short cycle higher education;Age, total;Total;2015;1501
Varde;Total;H40 Short cycle higher education;Age, total;Total;2019;1622
Varde;Total;H40 Short cycle higher education;Age, total;Total;2022;1713
Vejen;Total;H40 Short cycle higher education;Age, total;Total;2008;1127
Vejen;Total;H40 Short cycle higher education;Age, total;Total;2011;1164
Vejen;Total;H40 Short cycle higher education;Age, total;Total;2015;1289
Vejen;Total;H40 Short cycle higher education;Age, total;Total;2019;1384
Vejen;Total;H40 Short cycle higher education;Age, total;Total;2022;1433
Vejle;Total;H40 Short cycle higher education;Age, total;Total;2008;3305
Vejle;Total;H40 Short cycle higher education;Age, total;Total;2011;3528
Vejle;Total;H40 Short cycle higher education;Age, total;Total;2015;3972
Vejle;Total;H40 Short cycle higher education;Age, total;Total;2019;4398
Vejle;Total;H40 Short cycle higher education;Age, total;Total;2022;4819
Aabenraa;Total;H40 Short cycle higher education;Age, total;Total;2008;1519
Aabenraa;Total;H40 Short cycle higher education;Age, total;Total;2011;1575
Aabenraa;Total;H40 Short cycle higher education;Age, total;Total;2015;1665
Aabenraa;Total;H40 Short cycle higher education;Age, total;Total;2019;1817
Aabenraa;Total;H40 Short cycle higher education;Age, total;Total;2022;1961
Region Midtjylland;Total;H40 Short cycle higher education;Age, total;Total;2008;37601
Region Midtjylland;Total;H40 Short cycle higher education;Age, total;Total;2011;40655
Region Midtjylland;Total;H40 Short cycle higher education;Age, total;Total;2015;45391
Region Midtjylland;Total;H40 Short cycle higher education;Age, total;Total;2019;49822
Region Midtjylland;Total;H40 Short cycle higher education;Age, total;Total;2022;52335
Favrskov;Total;H40 Short cycle higher education;Age, total;Total;2008;1571
Favrskov;Total;H40 Short cycle higher education;Age, total;Total;2011;1657
Favrskov;Total;H40 Short cycle higher education;Age, total;Total;2015;1824
Favrskov;Total;H40 Short cycle higher education;Age, total;Total;2019;1893
Favrskov;Total;H40 Short cycle higher education;Age, total;Total;2022;1983
Hedensted;Total;H40 Short cycle higher education;Age, total;Total;2008;1470
Hedensted;Total;H40 Short cycle higher education;Age, total;Total;2011;1564
Hedensted;Total;H40 Short cycle higher education;Age, total;Total;2015;1662
Hedensted;Total;H40 Short cycle higher education;Age, total;Total;2019;1777
Hedensted;Total;H40 Short cycle higher education;Age, total;Total;2022;1916
Horsens;Total;H40 Short cycle higher education;Age, total;Total;2008;2649
Horsens;Total;H40 Short cycle higher education;Age, total;Total;2011;2968
Horsens;Total;H40 Short cycle higher education;Age, total;Total;2015;3421
Horsens;Total;H40 Short cycle higher education;Age, total;Total;2019;3892
Horsens;Total;H40 Short cycle higher education;Age, total;Total;2022;4207
Norddjurs;Total;H40 Short cycle higher education;Age, total;Total;2008;805
Norddjurs;Total;H40 Short cycle higher education;Age, total;Total;2011;839
Norddjurs;Total;H40 Short cycle higher education;Age, total;Total;2015;923
Norddjurs;Total;H40 Short cycle higher education;Age, total;Total;2019;1072
Norddjurs;Total;H40 Short cycle higher education;Age, total;Total;2022;1110
Odder;Total;H40 Short cycle higher education;Age, total;Total;2008;687
Odder;Total;H40 Short cycle higher education;Age, total;Total;2011;720
Odder;Total;H40 Short cycle higher education;Age, total;Total;2015;767
Odder;Total;H40 Short cycle higher education;Age, total;Total;2019;775
Odder;Total;H40 Short cycle higher education;Age, total;Total;2022;806
Randers;Total;H40 Short cycle higher education;Age, total;Total;2008;3141
Randers;Total;H40 Short cycle higher education;Age, total;Total;2011;3380
Randers;Total;H40 Short cycle higher education;Age, total;Total;2015;3816
