BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Randers;Total;H40 Short cycle higher education;Age, total;Total;2019;4072
Randers;Total;H40 Short cycle higher education;Age, total;Total;2022;4378
Samsø;Total;H40 Short cycle higher education;Age, total;Total;2008;71
Samsø;Total;H40 Short cycle higher education;Age, total;Total;2011;81
Samsø;Total;H40 Short cycle higher education;Age, total;Total;2015;87
Samsø;Total;H40 Short cycle higher education;Age, total;Total;2019;102
Samsø;Total;H40 Short cycle higher education;Age, total;Total;2022;114
Silkeborg;Total;H40 Short cycle higher education;Age, total;Total;2008;2883
Silkeborg;Total;H40 Short cycle higher education;Age, total;Total;2011;3115
Silkeborg;Total;H40 Short cycle higher education;Age, total;Total;2015;3445
Silkeborg;Total;H40 Short cycle higher education;Age, total;Total;2019;3841
Silkeborg;Total;H40 Short cycle higher education;Age, total;Total;2022;4184
Skanderborg;Total;H40 Short cycle higher education;Age, total;Total;2008;2112
Skanderborg;Total;H40 Short cycle higher education;Age, total;Total;2011;2292
Skanderborg;Total;H40 Short cycle higher education;Age, total;Total;2015;2465
Skanderborg;Total;H40 Short cycle higher education;Age, total;Total;2019;2649
Skanderborg;Total;H40 Short cycle higher education;Age, total;Total;2022;2689
Syddjurs;Total;H40 Short cycle higher education;Age, total;Total;2008;1135
Syddjurs;Total;H40 Short cycle higher education;Age, total;Total;2011;1201
Syddjurs;Total;H40 Short cycle higher education;Age, total;Total;2015;1302
Syddjurs;Total;H40 Short cycle higher education;Age, total;Total;2019;1434
Syddjurs;Total;H40 Short cycle higher education;Age, total;Total;2022;1546
Aarhus;Total;H40 Short cycle higher education;Age, total;Total;2008;9574
Aarhus;Total;H40 Short cycle higher education;Age, total;Total;2011;10389
Aarhus;Total;H40 Short cycle higher education;Age, total;Total;2015;11809
Aarhus;Total;H40 Short cycle higher education;Age, total;Total;2019;13311
Aarhus;Total;H40 Short cycle higher education;Age, total;Total;2022;13487
Herning;Total;H40 Short cycle higher education;Age, total;Total;2008;2688
Herning;Total;H40 Short cycle higher education;Age, total;Total;2011;3042
Herning;Total;H40 Short cycle higher education;Age, total;Total;2015;3464
Herning;Total;H40 Short cycle higher education;Age, total;Total;2019;3670
Herning;Total;H40 Short cycle higher education;Age, total;Total;2022;3863
Holstebro;Total;H40 Short cycle higher education;Age, total;Total;2008;1482
Holstebro;Total;H40 Short cycle higher education;Age, total;Total;2011;1610
Holstebro;Total;H40 Short cycle higher education;Age, total;Total;2015;1829
Holstebro;Total;H40 Short cycle higher education;Age, total;Total;2019;2019
Holstebro;Total;H40 Short cycle higher education;Age, total;Total;2022;2160
Ikast-Brande;Total;H40 Short cycle higher education;Age, total;Total;2008;1127
Ikast-Brande;Total;H40 Short cycle higher education;Age, total;Total;2011;1195
Ikast-Brande;Total;H40 Short cycle higher education;Age, total;Total;2015;1357
Ikast-Brande;Total;H40 Short cycle higher education;Age, total;Total;2019;1482
Ikast-Brande;Total;H40 Short cycle higher education;Age, total;Total;2022;1603
Lemvig;Total;H40 Short cycle higher education;Age, total;Total;2008;389
Lemvig;Total;H40 Short cycle higher education;Age, total;Total;2011;402
Lemvig;Total;H40 Short cycle higher education;Age, total;Total;2015;427
Lemvig;Total;H40 Short cycle higher education;Age, total;Total;2019;483
Lemvig;Total;H40 Short cycle higher education;Age, total;Total;2022;519
Ringkøbing-Skjern;Total;H40 Short cycle higher education;Age, total;Total;2008;1341
Ringkøbing-Skjern;Total;H40 Short cycle higher education;Age, total;Total;2011;1452
Ringkøbing-Skjern;Total;H40 Short cycle higher education;Age, total;Total;2015;1621
Ringkøbing-Skjern;Total;H40 Short cycle higher education;Age, total;Total;2019;1722
Ringkøbing-Skjern;Total;H40 Short cycle higher education;Age, total;Total;2022;1892
Skive;Total;H40 Short cycle higher education;Age, total;Total;2008;1264
Skive;Total;H40 Short cycle higher education;Age, total;Total;2011;1320
Skive;Total;H40 Short cycle higher education;Age, total;Total;2015;1384
Skive;Total;H40 Short cycle higher education;Age, total;Total;2019;1500
Skive;Total;H40 Short cycle higher education;Age, total;Total;2022;1555
Struer;Total;H40 Short cycle higher education;Age, total;Total;2008;506
Struer;Total;H40 Short cycle higher education;Age, total;Total;2011;516
Struer;Total;H40 Short cycle higher education;Age, total;Total;2015;538
Struer;Total;H40 Short cycle higher education;Age, total;Total;2019;555
Struer;Total;H40 Short cycle higher education;Age, total;Total;2022;605
Viborg;Total;H40 Short cycle higher education;Age, total;Total;2008;2706
Viborg;Total;H40 Short cycle higher education;Age, total;Total;2011;2912
Viborg;Total;H40 Short cycle higher education;Age, total;Total;2015;3250
Viborg;Total;H40 Short cycle higher education;Age, total;Total;2019;3573
Viborg;Total;H40 Short cycle higher education;Age, total;Total;2022;3718
Region Nordjylland;Total;H40 Short cycle higher education;Age, total;Total;2008;14644
Region Nordjylland;Total;H40 Short cycle higher education;Age, total;Total;2011;15848
Region Nordjylland;Total;H40 Short cycle higher education;Age, total;Total;2015;17514
Region Nordjylland;Total;H40 Short cycle higher education;Age, total;Total;2019;18691
Region Nordjylland;Total;H40 Short cycle higher education;Age, total;Total;2022;19422
Brønderslev;Total;H40 Short cycle higher education;Age, total;Total;2008;853
Brønderslev;Total;H40 Short cycle higher education;Age, total;Total;2011;911
Brønderslev;Total;H40 Short cycle higher education;Age, total;Total;2015;984
Brønderslev;Total;H40 Short cycle higher education;Age, total;Total;2019;1070
Brønderslev;Total;H40 Short cycle higher education;Age, total;Total;2022;1126
Frederikshavn;Total;H40 Short cycle higher education;Age, total;Total;2008;1576
Frederikshavn;Total;H40 Short cycle higher education;Age, total;Total;2011;1663
Frederikshavn;Total;H40 Short cycle higher education;Age, total;Total;2015;1714
Frederikshavn;Total;H40 Short cycle higher education;Age, total;Total;2019;1806
Frederikshavn;Total;H40 Short cycle higher education;Age, total;Total;2022;1843
Hjørring;Total;H40 Short cycle higher education;Age, total;Total;2008;1522
Hjørring;Total;H40 Short cycle higher education;Age, total;Total;2011;1590
Hjørring;Total;H40 Short cycle higher education;Age, total;Total;2015;1726
Hjørring;Total;H40 Short cycle higher education;Age, total;Total;2019;1789
Hjørring;Total;H40 Short cycle higher education;Age, total;Total;2022;1811
Jammerbugt;Total;H40 Short cycle higher education;Age, total;Total;2008;877
Jammerbugt;Total;H40 Short cycle higher education;Age, total;Total;2011;940
Jammerbugt;Total;H40 Short cycle higher education;Age, total;Total;2015;1014
Jammerbugt;Total;H40 Short cycle higher education;Age, total;Total;2019;1097
Jammerbugt;Total;H40 Short cycle higher education;Age, total;Total;2022;1150
Læsø;Total;H40 Short cycle higher education;Age, total;Total;2008;30
Læsø;Total;H40 Short cycle higher education;Age, total;Total;2011;31
Læsø;Total;H40 Short cycle higher education;Age, total;Total;2015;34
Læsø;Total;H40 Short cycle higher education;Age, total;Total;2019;28
Læsø;Total;H40 Short cycle higher education;Age, total;Total;2022;22
Mariagerfjord;Total;H40 Short cycle higher education;Age, total;Total;2008;1127
Mariagerfjord;Total;H40 Short cycle higher education;Age, total;Total;2011;1217
Mariagerfjord;Total;H40 Short cycle higher education;Age, total;Total;2015;1284
Mariagerfjord;Total;H40 Short cycle higher education;Age, total;Total;2019;1379
Mariagerfjord;Total;H40 Short cycle higher education;Age, total;Total;2022;1466
Morsø;Total;H40 Short cycle higher education;Age, total;Total;2008;408
Morsø;Total;H40 Short cycle higher education;Age, total;Total;2011;435
Morsø;Total;H40 Short cycle higher education;Age, total;Total;2015;474
Morsø;Total;H40 Short cycle higher education;Age, total;Total;2019;496
Morsø;Total;H40 Short cycle higher education;Age, total;Total;2022;545
Rebild;Total;H40 Short cycle higher education;Age, total;Total;2008;767
Rebild;Total;H40 Short cycle higher education;Age, total;Total;2011;821
Rebild;Total;H40 Short cycle higher education;Age, total;Total;2015;928
Rebild;Total;H40 Short cycle higher education;Age, total;Total;2019;1032
Rebild;Total;H40 Short cycle higher education;Age, total;Total;2022;1108
Thisted;Total;H40 Short cycle higher education;Age, total;Total;2008;960
Thisted;Total;H40 Short cycle higher education;Age, total;Total;2011;1024
Thisted;Total;H40 Short cycle higher education;Age, total;Total;2015;1167
Thisted;Total;H40 Short cycle higher education;Age, total;Total;2019;1250
Thisted;Total;H40 Short cycle higher education;Age, total;Total;2022;1339
Vesthimmerlands;Total;H40 Short cycle higher education;Age, total;Total;2008;833
Vesthimmerlands;Total;H40 Short cycle higher education;Age, total;Total;2011;900
Vesthimmerlands;Total;H40 Short cycle higher education;Age, total;Total;2015;995
Vesthimmerlands;Total;H40 Short cycle higher education;Age, total;Total;2019;1091
Vesthimmerlands;Total;H40 Short cycle higher education;Age, total;Total;2022;1070
Aalborg;Total;H40 Short cycle higher education;Age, total;Total;2008;5691
Aalborg;Total;H40 Short cycle higher education;Age, total;Total;2011;6316
Aalborg;Total;H40 Short cycle higher education;Age, total;Total;2015;7194
Aalborg;Total;H40 Short cycle higher education;Age, total;Total;2019;7653
Aalborg;Total;H40 Short cycle higher education;Age, total;Total;2022;7942
