OMRÅDE;KØN;ALDER;TID;INDHOLD
Lolland;Total;Age, total;2024M05;39580
Lolland;Total;Age, total;2024M06;39523
Lolland;Total;Age, total;2024M07;39453
Lolland;Total;Age, total;2024M08;39375
Lolland;Total;Age, total;2024M09;39301
Lolland;Total;Age, total;2024M10;39235
Lolland;Total;Age, total;2024M11;39214
Lolland;Total;Age, total;2024M12;39149
Lolland;Total;Age, total;2025M01;39122
Lolland;Total;Age, total;2025M02;39115
Lolland;Total;Age, total;2025M03;39089
Lolland;Total;Age, total;2025M04;38984
Lolland;Total;Age, total;2025M05;38945
Lolland;Total;Age, total;2025M06;38891
Lolland;Total;Age, total;2025M07;38878
Lolland;Total;Age, total;2025M08;38797
Lolland;Total;Age, total;2025M09;38713
Lolland;Total;Age, total;2025M10;38656
Lolland;Total;Age, total;2025M11;38628
Lolland;Total;Age, total;2025M12;38546
Lolland;Total;Age, total;2026M01;38533
Lolland;Total;Age, total;2026M02;38531
Næstved;Total;Age, total;2021M10;83650
Næstved;Total;Age, total;2021M11;83712
Næstved;Total;Age, total;2021M12;83697
Næstved;Total;Age, total;2022M01;83801
Næstved;Total;Age, total;2022M02;83924
Næstved;Total;Age, total;2022M03;84000
Næstved;Total;Age, total;2022M04;84046
Næstved;Total;Age, total;2022M05;84104
Næstved;Total;Age, total;2022M06;84301
Næstved;Total;Age, total;2022M07;84507
Næstved;Total;Age, total;2022M08;84613
Næstved;Total;Age, total;2022M09;84614
Næstved;Total;Age, total;2022M10;84568
Næstved;Total;Age, total;2022M11;84577
Næstved;Total;Age, total;2022M12;84621
Næstved;Total;Age, total;2023M01;84574
Næstved;Total;Age, total;2023M02;84568
Næstved;Total;Age, total;2023M03;84596
Næstved;Total;Age, total;2023M04;84573
Næstved;Total;Age, total;2023M05;84554
Næstved;Total;Age, total;2023M06;84595
Næstved;Total;Age, total;2023M07;84651
Næstved;Total;Age, total;2023M08;84673
Næstved;Total;Age, total;2023M09;84665
Næstved;Total;Age, total;2023M10;84702
Næstved;Total;Age, total;2023M11;84712
Næstved;Total;Age, total;2023M12;84702
Næstved;Total;Age, total;2024M01;84747
Næstved;Total;Age, total;2024M02;84739
Næstved;Total;Age, total;2024M03;84745
Næstved;Total;Age, total;2024M04;84783
Næstved;Total;Age, total;2024M05;84718
Næstved;Total;Age, total;2024M06;84709
Næstved;Total;Age, total;2024M07;84771
Næstved;Total;Age, total;2024M08;84800
Næstved;Total;Age, total;2024M09;84868
Næstved;Total;Age, total;2024M10;84904
Næstved;Total;Age, total;2024M11;84995
Næstved;Total;Age, total;2024M12;84932
Næstved;Total;Age, total;2025M01;84895
Næstved;Total;Age, total;2025M02;84896
Næstved;Total;Age, total;2025M03;84907
Næstved;Total;Age, total;2025M04;84920
Næstved;Total;Age, total;2025M05;84962
Næstved;Total;Age, total;2025M06;84956
Næstved;Total;Age, total;2025M07;84991
Næstved;Total;Age, total;2025M08;85037
Næstved;Total;Age, total;2025M09;85030
Næstved;Total;Age, total;2025M10;85009
Næstved;Total;Age, total;2025M11;85054
Næstved;Total;Age, total;2025M12;85093
Næstved;Total;Age, total;2026M01;85163
Næstved;Total;Age, total;2026M02;85185
Odsherred;Total;Age, total;2021M10;32960
Odsherred;Total;Age, total;2021M11;32897
Odsherred;Total;Age, total;2021M12;32894
Odsherred;Total;Age, total;2022M01;32881
Odsherred;Total;Age, total;2022M02;32835
Odsherred;Total;Age, total;2022M03;32841
Odsherred;Total;Age, total;2022M04;32856
