BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Herlev;Total;H60 Bachelors programs;Age, total;Total;2015;264
Herlev;Total;H60 Bachelors programs;Age, total;Total;2019;281
Herlev;Total;H60 Bachelors programs;Age, total;Total;2022;314
Hvidovre;Total;H60 Bachelors programs;Age, total;Total;2008;428
Hvidovre;Total;H60 Bachelors programs;Age, total;Total;2011;502
Hvidovre;Total;H60 Bachelors programs;Age, total;Total;2015;676
Hvidovre;Total;H60 Bachelors programs;Age, total;Total;2019;777
Hvidovre;Total;H60 Bachelors programs;Age, total;Total;2022;792
Høje-Taastrup;Total;H60 Bachelors programs;Age, total;Total;2008;303
Høje-Taastrup;Total;H60 Bachelors programs;Age, total;Total;2011;341
Høje-Taastrup;Total;H60 Bachelors programs;Age, total;Total;2015;413
Høje-Taastrup;Total;H60 Bachelors programs;Age, total;Total;2019;435
Høje-Taastrup;Total;H60 Bachelors programs;Age, total;Total;2022;607
Ishøj;Total;H60 Bachelors programs;Age, total;Total;2008;112
Ishøj;Total;H60 Bachelors programs;Age, total;Total;2011;118
Ishøj;Total;H60 Bachelors programs;Age, total;Total;2015;173
Ishøj;Total;H60 Bachelors programs;Age, total;Total;2019;201
Ishøj;Total;H60 Bachelors programs;Age, total;Total;2022;251
Lyngby-Taarbæk;Total;H60 Bachelors programs;Age, total;Total;2008;972
Lyngby-Taarbæk;Total;H60 Bachelors programs;Age, total;Total;2011;1253
Lyngby-Taarbæk;Total;H60 Bachelors programs;Age, total;Total;2015;1406
Lyngby-Taarbæk;Total;H60 Bachelors programs;Age, total;Total;2019;1463
Lyngby-Taarbæk;Total;H60 Bachelors programs;Age, total;Total;2022;2089
Rødovre;Total;H60 Bachelors programs;Age, total;Total;2008;317
Rødovre;Total;H60 Bachelors programs;Age, total;Total;2011;377
Rødovre;Total;H60 Bachelors programs;Age, total;Total;2015;468
Rødovre;Total;H60 Bachelors programs;Age, total;Total;2019;504
Rødovre;Total;H60 Bachelors programs;Age, total;Total;2022;618
Vallensbæk;Total;H60 Bachelors programs;Age, total;Total;2008;99
Vallensbæk;Total;H60 Bachelors programs;Age, total;Total;2011;135
Vallensbæk;Total;H60 Bachelors programs;Age, total;Total;2015;159
Vallensbæk;Total;H60 Bachelors programs;Age, total;Total;2019;197
Vallensbæk;Total;H60 Bachelors programs;Age, total;Total;2022;208
Allerød;Total;H60 Bachelors programs;Age, total;Total;2008;227
Allerød;Total;H60 Bachelors programs;Age, total;Total;2011;231
Allerød;Total;H60 Bachelors programs;Age, total;Total;2015;244
Allerød;Total;H60 Bachelors programs;Age, total;Total;2019;320
Allerød;Total;H60 Bachelors programs;Age, total;Total;2022;339
Egedal;Total;H60 Bachelors programs;Age, total;Total;2008;265
Egedal;Total;H60 Bachelors programs;Age, total;Total;2011;293
Egedal;Total;H60 Bachelors programs;Age, total;Total;2015;345
Egedal;Total;H60 Bachelors programs;Age, total;Total;2019;417
Egedal;Total;H60 Bachelors programs;Age, total;Total;2022;462
Fredensborg;Total;H60 Bachelors programs;Age, total;Total;2008;414
Fredensborg;Total;H60 Bachelors programs;Age, total;Total;2011;465
Fredensborg;Total;H60 Bachelors programs;Age, total;Total;2015;574
Fredensborg;Total;H60 Bachelors programs;Age, total;Total;2019;596
Fredensborg;Total;H60 Bachelors programs;Age, total;Total;2022;627
Frederikssund;Total;H60 Bachelors programs;Age, total;Total;2008;214
Frederikssund;Total;H60 Bachelors programs;Age, total;Total;2011;234
Frederikssund;Total;H60 Bachelors programs;Age, total;Total;2015;264
Frederikssund;Total;H60 Bachelors programs;Age, total;Total;2019;283
Frederikssund;Total;H60 Bachelors programs;Age, total;Total;2022;328
Furesø;Total;H60 Bachelors programs;Age, total;Total;2008;378
Furesø;Total;H60 Bachelors programs;Age, total;Total;2011;428
Furesø;Total;H60 Bachelors programs;Age, total;Total;2015;482
Furesø;Total;H60 Bachelors programs;Age, total;Total;2019;495
Furesø;Total;H60 Bachelors programs;Age, total;Total;2022;502
Gribskov;Total;H60 Bachelors programs;Age, total;Total;2008;257
Gribskov;Total;H60 Bachelors programs;Age, total;Total;2011;264
Gribskov;Total;H60 Bachelors programs;Age, total;Total;2015;288
Gribskov;Total;H60 Bachelors programs;Age, total;Total;2019;300
Gribskov;Total;H60 Bachelors programs;Age, total;Total;2022;342
Halsnæs;Total;H60 Bachelors programs;Age, total;Total;2008;127
Halsnæs;Total;H60 Bachelors programs;Age, total;Total;2011;148
Halsnæs;Total;H60 Bachelors programs;Age, total;Total;2015;158
Halsnæs;Total;H60 Bachelors programs;Age, total;Total;2019;156
Halsnæs;Total;H60 Bachelors programs;Age, total;Total;2022;193
Helsingør;Total;H60 Bachelors programs;Age, total;Total;2008;494
Helsingør;Total;H60 Bachelors programs;Age, total;Total;2011;511
Helsingør;Total;H60 Bachelors programs;Age, total;Total;2015;596
Helsingør;Total;H60 Bachelors programs;Age, total;Total;2019;655
Helsingør;Total;H60 Bachelors programs;Age, total;Total;2022;704
Hillerød;Total;H60 Bachelors programs;Age, total;Total;2008;360
Hillerød;Total;H60 Bachelors programs;Age, total;Total;2011;398
Hillerød;Total;H60 Bachelors programs;Age, total;Total;2015;455
Hillerød;Total;H60 Bachelors programs;Age, total;Total;2019;505
Hillerød;Total;H60 Bachelors programs;Age, total;Total;2022;587
Hørsholm;Total;H60 Bachelors programs;Age, total;Total;2008;321
Hørsholm;Total;H60 Bachelors programs;Age, total;Total;2011;342
Hørsholm;Total;H60 Bachelors programs;Age, total;Total;2015;356
Hørsholm;Total;H60 Bachelors programs;Age, total;Total;2019;367
Hørsholm;Total;H60 Bachelors programs;Age, total;Total;2022;390
Rudersdal;Total;H60 Bachelors programs;Age, total;Total;2008;930
Rudersdal;Total;H60 Bachelors programs;Age, total;Total;2011;1052
Rudersdal;Total;H60 Bachelors programs;Age, total;Total;2015;1069
Rudersdal;Total;H60 Bachelors programs;Age, total;Total;2019;1183
Rudersdal;Total;H60 Bachelors programs;Age, total;Total;2022;1264
Bornholm;Total;H60 Bachelors programs;Age, total;Total;2008;155
Bornholm;Total;H60 Bachelors programs;Age, total;Total;2011;157
Bornholm;Total;H60 Bachelors programs;Age, total;Total;2015;198
Bornholm;Total;H60 Bachelors programs;Age, total;Total;2019;243
Bornholm;Total;H60 Bachelors programs;Age, total;Total;2022;270
Christiansø;Total;H60 Bachelors programs;Age, total;Total;2008;0
Christiansø;Total;H60 Bachelors programs;Age, total;Total;2011;0
Christiansø;Total;H60 Bachelors programs;Age, total;Total;2015;1
Christiansø;Total;H60 Bachelors programs;Age, total;Total;2019;1
Christiansø;Total;H60 Bachelors programs;Age, total;Total;2022;3
Region Sjælland;Total;H60 Bachelors programs;Age, total;Total;2008;3940
Region Sjælland;Total;H60 Bachelors programs;Age, total;Total;2011;4269
Region Sjælland;Total;H60 Bachelors programs;Age, total;Total;2015;5039
Region Sjælland;Total;H60 Bachelors programs;Age, total;Total;2019;5631
Region Sjælland;Total;H60 Bachelors programs;Age, total;Total;2022;6599
Greve;Total;H60 Bachelors programs;Age, total;Total;2008;292
Greve;Total;H60 Bachelors programs;Age, total;Total;2011;318
Greve;Total;H60 Bachelors programs;Age, total;Total;2015;384
Greve;Total;H60 Bachelors programs;Age, total;Total;2019;405
Greve;Total;H60 Bachelors programs;Age, total;Total;2022;488
Køge;Total;H60 Bachelors programs;Age, total;Total;2008;288
Køge;Total;H60 Bachelors programs;Age, total;Total;2011;325
Køge;Total;H60 Bachelors programs;Age, total;Total;2015;409
Køge;Total;H60 Bachelors programs;Age, total;Total;2019;471
Køge;Total;H60 Bachelors programs;Age, total;Total;2022;555
Lejre;Total;H60 Bachelors programs;Age, total;Total;2008;166
Lejre;Total;H60 Bachelors programs;Age, total;Total;2011;191
Lejre;Total;H60 Bachelors programs;Age, total;Total;2015;233
Lejre;Total;H60 Bachelors programs;Age, total;Total;2019;236
Lejre;Total;H60 Bachelors programs;Age, total;Total;2022;274
Roskilde;Total;H60 Bachelors programs;Age, total;Total;2008;835
Roskilde;Total;H60 Bachelors programs;Age, total;Total;2011;879
Roskilde;Total;H60 Bachelors programs;Age, total;Total;2015;1031
Roskilde;Total;H60 Bachelors programs;Age, total;Total;2019;1176
Roskilde;Total;H60 Bachelors programs;Age, total;Total;2022;1402
Solrød;Total;H60 Bachelors programs;Age, total;Total;2008;134
Solrød;Total;H60 Bachelors programs;Age, total;Total;2011;153
Solrød;Total;H60 Bachelors programs;Age, total;Total;2015;181
Solrød;Total;H60 Bachelors programs;Age, total;Total;2019;194
Solrød;Total;H60 Bachelors programs;Age, total;Total;2022;219
Faxe;Total;H60 Bachelors programs;Age, total;Total;2008;112
Faxe;Total;H60 Bachelors programs;Age, total;Total;2011;122
Faxe;Total;H60 Bachelors programs;Age, total;Total;2015;140
Faxe;Total;H60 Bachelors programs;Age, total;Total;2019;171
Faxe;Total;H60 Bachelors programs;Age, total;Total;2022;219
Guldborgsund;Total;H60 Bachelors programs;Age, total;Total;2008;209
Guldborgsund;Total;H60 Bachelors programs;Age, total;Total;2011;199
Guldborgsund;Total;H60 Bachelors programs;Age, total;Total;2015;218
Guldborgsund;Total;H60 Bachelors programs;Age, total;Total;2019;232
Guldborgsund;Total;H60 Bachelors programs;Age, total;Total;2022;289
Holbæk;Total;H60 Bachelors programs;Age, total;Total;2008;283
Holbæk;Total;H60 Bachelors programs;Age, total;Total;2011;336
Holbæk;Total;H60 Bachelors programs;Age, total;Total;2015;383
Holbæk;Total;H60 Bachelors programs;Age, total;Total;2019;448
Holbæk;Total;H60 Bachelors programs;Age, total;Total;2022;512
Kalundborg;Total;H60 Bachelors programs;Age, total;Total;2008;128
Kalundborg;Total;H60 Bachelors programs;Age, total;Total;2011;133
Kalundborg;Total;H60 Bachelors programs;Age, total;Total;2015;147
Kalundborg;Total;H60 Bachelors programs;Age, total;Total;2019;175
Kalundborg;Total;H60 Bachelors programs;Age, total;Total;2022;210
Lolland;Total;H60 Bachelors programs;Age, total;Total;2008;101
Lolland;Total;H60 Bachelors programs;Age, total;Total;2011;104
Lolland;Total;H60 Bachelors programs;Age, total;Total;2015;101
Lolland;Total;H60 Bachelors programs;Age, total;Total;2019;118
Lolland;Total;H60 Bachelors programs;Age, total;Total;2022;116
Næstved;Total;H60 Bachelors programs;Age, total;Total;2008;317
Næstved;Total;H60 Bachelors programs;Age, total;Total;2011;353
Næstved;Total;H60 Bachelors programs;Age, total;Total;2015;431
Næstved;Total;H60 Bachelors programs;Age, total;Total;2019;438
Næstved;Total;H60 Bachelors programs;Age, total;Total;2022;517
Odsherred;Total;H60 Bachelors programs;Age, total;Total;2008;96
Odsherred;Total;H60 Bachelors programs;Age, total;Total;2011;105
Odsherred;Total;H60 Bachelors programs;Age, total;Total;2015;120
Odsherred;Total;H60 Bachelors programs;Age, total;Total;2019;141
Odsherred;Total;H60 Bachelors programs;Age, total;Total;2022;182
Ringsted;Total;H60 Bachelors programs;Age, total;Total;2008;186
Ringsted;Total;H60 Bachelors programs;Age, total;Total;2011;204
Ringsted;Total;H60 Bachelors programs;Age, total;Total;2015;233
Ringsted;Total;H60 Bachelors programs;Age, total;Total;2019;276
Ringsted;Total;H60 Bachelors programs;Age, total;Total;2022;319
Slagelse;Total;H60 Bachelors programs;Age, total;Total;2008;376
Slagelse;Total;H60 Bachelors programs;Age, total;Total;2011;415
Slagelse;Total;H60 Bachelors programs;Age, total;Total;2015;516
Slagelse;Total;H60 Bachelors programs;Age, total;Total;2019;576
Slagelse;Total;H60 Bachelors programs;Age, total;Total;2022;572
Sorø;Total;H60 Bachelors programs;Age, total;Total;2008;150
Sorø;Total;H60 Bachelors programs;Age, total;Total;2011;160
Sorø;Total;H60 Bachelors programs;Age, total;Total;2015;197
Sorø;Total;H60 Bachelors programs;Age, total;Total;2019;220
Sorø;Total;H60 Bachelors programs;Age, total;Total;2022;266
Stevns;Total;H60 Bachelors programs;Age, total;Total;2008;84
Stevns;Total;H60 Bachelors programs;Age, total;Total;2011;90
Stevns;Total;H60 Bachelors programs;Age, total;Total;2015;103
Stevns;Total;H60 Bachelors programs;Age, total;Total;2019;104
Stevns;Total;H60 Bachelors programs;Age, total;Total;2022;144
Vordingborg;Total;H60 Bachelors programs;Age, total;Total;2008;183
Vordingborg;Total;H60 Bachelors programs;Age, total;Total;2011;182
Vordingborg;Total;H60 Bachelors programs;Age, total;Total;2015;212
Vordingborg;Total;H60 Bachelors programs;Age, total;Total;2019;250
Vordingborg;Total;H60 Bachelors programs;Age, total;Total;2022;315
Region Syddanmark;Total;H60 Bachelors programs;Age, total;Total;2008;7884
Region Syddanmark;Total;H60 Bachelors programs;Age, total;Total;2011;9284
Region Syddanmark;Total;H60 Bachelors programs;Age, total;Total;2015;12012
Region Syddanmark;Total;H60 Bachelors programs;Age, total;Total;2019;12666
Region Syddanmark;Total;H60 Bachelors programs;Age, total;Total;2022;13751
Assens;Total;H60 Bachelors programs;Age, total;Total;2008;166
Assens;Total;H60 Bachelors programs;Age, total;Total;2011;174
Assens;Total;H60 Bachelors programs;Age, total;Total;2015;221
Assens;Total;H60 Bachelors programs;Age, total;Total;2019;228
Assens;Total;H60 Bachelors programs;Age, total;Total;2022;256
Faaborg-Midtfyn;Total;H60 Bachelors programs;Age, total;Total;2008;191
Faaborg-Midtfyn;Total;H60 Bachelors programs;Age, total;Total;2011;226
Faaborg-Midtfyn;Total;H60 Bachelors programs;Age, total;Total;2015;263
Faaborg-Midtfyn;Total;H60 Bachelors programs;Age, total;Total;2019;298
Faaborg-Midtfyn;Total;H60 Bachelors programs;Age, total;Total;2022;359
Kerteminde;Total;H60 Bachelors programs;Age, total;Total;2008;86
Kerteminde;Total;H60 Bachelors programs;Age, total;Total;2011;101
Kerteminde;Total;H60 Bachelors programs;Age, total;Total;2015;121
Kerteminde;Total;H60 Bachelors programs;Age, total;Total;2019;154
Kerteminde;Total;H60 Bachelors programs;Age, total;Total;2022;177
Langeland;Total;H60 Bachelors programs;Age, total;Total;2008;34
Langeland;Total;H60 Bachelors programs;Age, total;Total;2011;39
Langeland;Total;H60 Bachelors programs;Age, total;Total;2015;46
Langeland;Total;H60 Bachelors programs;Age, total;Total;2019;55
Langeland;Total;H60 Bachelors programs;Age, total;Total;2022;62
Middelfart;Total;H60 Bachelors programs;Age, total;Total;2008;180
Middelfart;Total;H60 Bachelors programs;Age, total;Total;2011;170
Middelfart;Total;H60 Bachelors programs;Age, total;Total;2015;220
Middelfart;Total;H60 Bachelors programs;Age, total;Total;2019;252
Middelfart;Total;H60 Bachelors programs;Age, total;Total;2022;308
Nordfyns;Total;H60 Bachelors programs;Age, total;Total;2008;95
Nordfyns;Total;H60 Bachelors programs;Age, total;Total;2011;120
Nordfyns;Total;H60 Bachelors programs;Age, total;Total;2015;128
Nordfyns;Total;H60 Bachelors programs;Age, total;Total;2019;130
Nordfyns;Total;H60 Bachelors programs;Age, total;Total;2022;150
Nyborg;Total;H60 Bachelors programs;Age, total;Total;2008;108
Nyborg;Total;H60 Bachelors programs;Age, total;Total;2011;124
Nyborg;Total;H60 Bachelors programs;Age, total;Total;2015;167
Nyborg;Total;H60 Bachelors programs;Age, total;Total;2019;183
Nyborg;Total;H60 Bachelors programs;Age, total;Total;2022;236
Odense;Total;H60 Bachelors programs;Age, total;Total;2008;3114
Odense;Total;H60 Bachelors programs;Age, total;Total;2011;3989
Odense;Total;H60 Bachelors programs;Age, total;Total;2015;5827
Odense;Total;H60 Bachelors programs;Age, total;Total;2019;6030
Odense;Total;H60 Bachelors programs;Age, total;Total;2022;6366
Svendborg;Total;H60 Bachelors programs;Age, total;Total;2008;233
Svendborg;Total;H60 Bachelors programs;Age, total;Total;2011;281
Svendborg;Total;H60 Bachelors programs;Age, total;Total;2015;338
Svendborg;Total;H60 Bachelors programs;Age, total;Total;2019;401
Svendborg;Total;H60 Bachelors programs;Age, total;Total;2022;494
Ærø;Total;H60 Bachelors programs;Age, total;Total;2008;21
Ærø;Total;H60 Bachelors programs;Age, total;Total;2011;26
Ærø;Total;H60 Bachelors programs;Age, total;Total;2015;28
Ærø;Total;H60 Bachelors programs;Age, total;Total;2019;32
Ærø;Total;H60 Bachelors programs;Age, total;Total;2022;41
Billund;Total;H60 Bachelors programs;Age, total;Total;2008;83
Billund;Total;H60 Bachelors programs;Age, total;Total;2011;98
Billund;Total;H60 Bachelors programs;Age, total;Total;2015;93
Billund;Total;H60 Bachelors programs;Age, total;Total;2019;98
Billund;Total;H60 Bachelors programs;Age, total;Total;2022;117
Esbjerg;Total;H60 Bachelors programs;Age, total;Total;2008;620
Esbjerg;Total;H60 Bachelors programs;Age, total;Total;2011;762
Esbjerg;Total;H60 Bachelors programs;Age, total;Total;2015;926
Esbjerg;Total;H60 Bachelors programs;Age, total;Total;2019;868
Esbjerg;Total;H60 Bachelors programs;Age, total;Total;2022;916
Fanø;Total;H60 Bachelors programs;Age, total;Total;2008;21
Fanø;Total;H60 Bachelors programs;Age, total;Total;2011;26
Fanø;Total;H60 Bachelors programs;Age, total;Total;2015;24
Fanø;Total;H60 Bachelors programs;Age, total;Total;2019;32
Fanø;Total;H60 Bachelors programs;Age, total;Total;2022;32
Fredericia;Total;H60 Bachelors programs;Age, total;Total;2008;262
Fredericia;Total;H60 Bachelors programs;Age, total;Total;2011;286
Fredericia;Total;H60 Bachelors programs;Age, total;Total;2015;341
Fredericia;Total;H60 Bachelors programs;Age, total;Total;2019;386
Fredericia;Total;H60 Bachelors programs;Age, total;Total;2022;412
Haderslev;Total;H60 Bachelors programs;Age, total;Total;2008;206
Haderslev;Total;H60 Bachelors programs;Age, total;Total;2011;234
Haderslev;Total;H60 Bachelors programs;Age, total;Total;2015;275
Haderslev;Total;H60 Bachelors programs;Age, total;Total;2019;276
Haderslev;Total;H60 Bachelors programs;Age, total;Total;2022;293
Kolding;Total;H60 Bachelors programs;Age, total;Total;2008;798
Kolding;Total;H60 Bachelors programs;Age, total;Total;2011;862
Kolding;Total;H60 Bachelors programs;Age, total;Total;2015;1016
Kolding;Total;H60 Bachelors programs;Age, total;Total;2019;1098
Kolding;Total;H60 Bachelors programs;Age, total;Total;2022;1130
Sønderborg;Total;H60 Bachelors programs;Age, total;Total;2008;495
Sønderborg;Total;H60 Bachelors programs;Age, total;Total;2011;543
Sønderborg;Total;H60 Bachelors programs;Age, total;Total;2015;539
Sønderborg;Total;H60 Bachelors programs;Age, total;Total;2019;600
Sønderborg;Total;H60 Bachelors programs;Age, total;Total;2022;577
Tønder;Total;H60 Bachelors programs;Age, total;Total;2008;85
Tønder;Total;H60 Bachelors programs;Age, total;Total;2011;88
Tønder;Total;H60 Bachelors programs;Age, total;Total;2015;98
Tønder;Total;H60 Bachelors programs;Age, total;Total;2019;99
Tønder;Total;H60 Bachelors programs;Age, total;Total;2022;127
Varde;Total;H60 Bachelors programs;Age, total;Total;2008;151
Varde;Total;H60 Bachelors programs;Age, total;Total;2011;160
Varde;Total;H60 Bachelors programs;Age, total;Total;2015;176
Varde;Total;H60 Bachelors programs;Age, total;Total;2019;177
Varde;Total;H60 Bachelors programs;Age, total;Total;2022;212
Vejen;Total;H60 Bachelors programs;Age, total;Total;2008;133
Vejen;Total;H60 Bachelors programs;Age, total;Total;2011;161
Vejen;Total;H60 Bachelors programs;Age, total;Total;2015;185
Vejen;Total;H60 Bachelors programs;Age, total;Total;2019;185
Vejen;Total;H60 Bachelors programs;Age, total;Total;2022;226
Vejle;Total;H60 Bachelors programs;Age, total;Total;2008;589
Vejle;Total;H60 Bachelors programs;Age, total;Total;2011;603
Vejle;Total;H60 Bachelors programs;Age, total;Total;2015;738
Vejle;Total;H60 Bachelors programs;Age, total;Total;2019;825
Vejle;Total;H60 Bachelors programs;Age, total;Total;2022;965
Aabenraa;Total;H60 Bachelors programs;Age, total;Total;2008;213
Aabenraa;Total;H60 Bachelors programs;Age, total;Total;2011;211
Aabenraa;Total;H60 Bachelors programs;Age, total;Total;2015;242
Aabenraa;Total;H60 Bachelors programs;Age, total;Total;2019;259
Aabenraa;Total;H60 Bachelors programs;Age, total;Total;2022;295
Region Midtjylland;Total;H60 Bachelors programs;Age, total;Total;2008;13658
Region Midtjylland;Total;H60 Bachelors programs;Age, total;Total;2011;16345
Region Midtjylland;Total;H60 Bachelors programs;Age, total;Total;2015;18786
Region Midtjylland;Total;H60 Bachelors programs;Age, total;Total;2019;18982
Region Midtjylland;Total;H60 Bachelors programs;Age, total;Total;2022;20900
Favrskov;Total;H60 Bachelors programs;Age, total;Total;2008;295
Favrskov;Total;H60 Bachelors programs;Age, total;Total;2011;314
Favrskov;Total;H60 Bachelors programs;Age, total;Total;2015;336
Favrskov;Total;H60 Bachelors programs;Age, total;Total;2019;359
Favrskov;Total;H60 Bachelors programs;Age, total;Total;2022;409
Hedensted;Total;H60 Bachelors programs;Age, total;Total;2008;127
Hedensted;Total;H60 Bachelors programs;Age, total;Total;2011;154
Hedensted;Total;H60 Bachelors programs;Age, total;Total;2015;172
Hedensted;Total;H60 Bachelors programs;Age, total;Total;2019;189
Hedensted;Total;H60 Bachelors programs;Age, total;Total;2022;248
Horsens;Total;H60 Bachelors programs;Age, total;Total;2008;373
Horsens;Total;H60 Bachelors programs;Age, total;Total;2011;423
Horsens;Total;H60 Bachelors programs;Age, total;Total;2015;538
Horsens;Total;H60 Bachelors programs;Age, total;Total;2019;571
Horsens;Total;H60 Bachelors programs;Age, total;Total;2022;681
Norddjurs;Total;H60 Bachelors programs;Age, total;Total;2008;117
Norddjurs;Total;H60 Bachelors programs;Age, total;Total;2011;122
Norddjurs;Total;H60 Bachelors programs;Age, total;Total;2015;127
Norddjurs;Total;H60 Bachelors programs;Age, total;Total;2019;130
Norddjurs;Total;H60 Bachelors programs;Age, total;Total;2022;158
Odder;Total;H60 Bachelors programs;Age, total;Total;2008;118
Odder;Total;H60 Bachelors programs;Age, total;Total;2011;154
Odder;Total;H60 Bachelors programs;Age, total;Total;2015;165
Odder;Total;H60 Bachelors programs;Age, total;Total;2019;193
Odder;Total;H60 Bachelors programs;Age, total;Total;2022;225
Randers;Total;H60 Bachelors programs;Age, total;Total;2008;440
Randers;Total;H60 Bachelors programs;Age, total;Total;2011;466
Randers;Total;H60 Bachelors programs;Age, total;Total;2015;591
Randers;Total;H60 Bachelors programs;Age, total;Total;2019;644
Randers;Total;H60 Bachelors programs;Age, total;Total;2022;702
Samsø;Total;H60 Bachelors programs;Age, total;Total;2008;27
Samsø;Total;H60 Bachelors programs;Age, total;Total;2011;27
Samsø;Total;H60 Bachelors programs;Age, total;Total;2015;33
Samsø;Total;H60 Bachelors programs;Age, total;Total;2019;37
Samsø;Total;H60 Bachelors programs;Age, total;Total;2022;47
Silkeborg;Total;H60 Bachelors programs;Age, total;Total;2008;499
Silkeborg;Total;H60 Bachelors programs;Age, total;Total;2011;532
Silkeborg;Total;H60 Bachelors programs;Age, total;Total;2015;629
Silkeborg;Total;H60 Bachelors programs;Age, total;Total;2019;728
Silkeborg;Total;H60 Bachelors programs;Age, total;Total;2022;886
Skanderborg;Total;H60 Bachelors programs;Age, total;Total;2008;401
Skanderborg;Total;H60 Bachelors programs;Age, total;Total;2011;416
Skanderborg;Total;H60 Bachelors programs;Age, total;Total;2015;501
Skanderborg;Total;H60 Bachelors programs;Age, total;Total;2019;572
Skanderborg;Total;H60 Bachelors programs;Age, total;Total;2022;657
Syddjurs;Total;H60 Bachelors programs;Age, total;Total;2008;244
Syddjurs;Total;H60 Bachelors programs;Age, total;Total;2011;278
