BOPOMR;HERKOMST;HFUDD;ALDER;KØN;TID;INDHOLD
Holstebro;Total;H70 Masters programs;Age, total;Total;2015;1651
Holstebro;Total;H70 Masters programs;Age, total;Total;2019;1859
Holstebro;Total;H70 Masters programs;Age, total;Total;2022;1945
Ikast-Brande;Total;H70 Masters programs;Age, total;Total;2008;596
Ikast-Brande;Total;H70 Masters programs;Age, total;Total;2011;754
Ikast-Brande;Total;H70 Masters programs;Age, total;Total;2015;948
Ikast-Brande;Total;H70 Masters programs;Age, total;Total;2019;1237
Ikast-Brande;Total;H70 Masters programs;Age, total;Total;2022;1416
Lemvig;Total;H70 Masters programs;Age, total;Total;2008;396
Lemvig;Total;H70 Masters programs;Age, total;Total;2011;415
Lemvig;Total;H70 Masters programs;Age, total;Total;2015;449
Lemvig;Total;H70 Masters programs;Age, total;Total;2019;464
Lemvig;Total;H70 Masters programs;Age, total;Total;2022;485
Ringkøbing-Skjern;Total;H70 Masters programs;Age, total;Total;2008;1043
Ringkøbing-Skjern;Total;H70 Masters programs;Age, total;Total;2011;1100
Ringkøbing-Skjern;Total;H70 Masters programs;Age, total;Total;2015;1259
Ringkøbing-Skjern;Total;H70 Masters programs;Age, total;Total;2019;1432
Ringkøbing-Skjern;Total;H70 Masters programs;Age, total;Total;2022;1498
Skive;Total;H70 Masters programs;Age, total;Total;2008;861
Skive;Total;H70 Masters programs;Age, total;Total;2011;884
Skive;Total;H70 Masters programs;Age, total;Total;2015;947
Skive;Total;H70 Masters programs;Age, total;Total;2019;1080
Skive;Total;H70 Masters programs;Age, total;Total;2022;1171
Struer;Total;H70 Masters programs;Age, total;Total;2008;444
Struer;Total;H70 Masters programs;Age, total;Total;2011;442
Struer;Total;H70 Masters programs;Age, total;Total;2015;470
Struer;Total;H70 Masters programs;Age, total;Total;2019;520
Struer;Total;H70 Masters programs;Age, total;Total;2022;568
Viborg;Total;H70 Masters programs;Age, total;Total;2008;2913
Viborg;Total;H70 Masters programs;Age, total;Total;2011;3251
Viborg;Total;H70 Masters programs;Age, total;Total;2015;3661
Viborg;Total;H70 Masters programs;Age, total;Total;2019;4260
Viborg;Total;H70 Masters programs;Age, total;Total;2022;4544
Region Nordjylland;Total;H70 Masters programs;Age, total;Total;2008;16663
Region Nordjylland;Total;H70 Masters programs;Age, total;Total;2011;18790
Region Nordjylland;Total;H70 Masters programs;Age, total;Total;2015;22661
Region Nordjylland;Total;H70 Masters programs;Age, total;Total;2019;27756
Region Nordjylland;Total;H70 Masters programs;Age, total;Total;2022;31782
Brønderslev;Total;H70 Masters programs;Age, total;Total;2008;704
Brønderslev;Total;H70 Masters programs;Age, total;Total;2011;795
Brønderslev;Total;H70 Masters programs;Age, total;Total;2015;913
Brønderslev;Total;H70 Masters programs;Age, total;Total;2019;1124
Brønderslev;Total;H70 Masters programs;Age, total;Total;2022;1267
Frederikshavn;Total;H70 Masters programs;Age, total;Total;2008;968
Frederikshavn;Total;H70 Masters programs;Age, total;Total;2011;1005
Frederikshavn;Total;H70 Masters programs;Age, total;Total;2015;1138
Frederikshavn;Total;H70 Masters programs;Age, total;Total;2019;1233
Frederikshavn;Total;H70 Masters programs;Age, total;Total;2022;1405
Hjørring;Total;H70 Masters programs;Age, total;Total;2008;1244
Hjørring;Total;H70 Masters programs;Age, total;Total;2011;1337
Hjørring;Total;H70 Masters programs;Age, total;Total;2015;1494
Hjørring;Total;H70 Masters programs;Age, total;Total;2019;1656
Hjørring;Total;H70 Masters programs;Age, total;Total;2022;1867
Jammerbugt;Total;H70 Masters programs;Age, total;Total;2008;661
Jammerbugt;Total;H70 Masters programs;Age, total;Total;2011;731
Jammerbugt;Total;H70 Masters programs;Age, total;Total;2015;857
Jammerbugt;Total;H70 Masters programs;Age, total;Total;2019;1083
Jammerbugt;Total;H70 Masters programs;Age, total;Total;2022;1192
Læsø;Total;H70 Masters programs;Age, total;Total;2008;29
Læsø;Total;H70 Masters programs;Age, total;Total;2011;35
Læsø;Total;H70 Masters programs;Age, total;Total;2015;40
Læsø;Total;H70 Masters programs;Age, total;Total;2019;29
Læsø;Total;H70 Masters programs;Age, total;Total;2022;44
Mariagerfjord;Total;H70 Masters programs;Age, total;Total;2008;883
Mariagerfjord;Total;H70 Masters programs;Age, total;Total;2011;969
Mariagerfjord;Total;H70 Masters programs;Age, total;Total;2015;1111
Mariagerfjord;Total;H70 Masters programs;Age, total;Total;2019;1246
Mariagerfjord;Total;H70 Masters programs;Age, total;Total;2022;1455
Morsø;Total;H70 Masters programs;Age, total;Total;2008;315
Morsø;Total;H70 Masters programs;Age, total;Total;2011;324
Morsø;Total;H70 Masters programs;Age, total;Total;2015;332
Morsø;Total;H70 Masters programs;Age, total;Total;2019;353
Morsø;Total;H70 Masters programs;Age, total;Total;2022;381
Rebild;Total;H70 Masters programs;Age, total;Total;2008;1045
Rebild;Total;H70 Masters programs;Age, total;Total;2011;1165
Rebild;Total;H70 Masters programs;Age, total;Total;2015;1399
Rebild;Total;H70 Masters programs;Age, total;Total;2019;1803
Rebild;Total;H70 Masters programs;Age, total;Total;2022;2162
Thisted;Total;H70 Masters programs;Age, total;Total;2008;783
Thisted;Total;H70 Masters programs;Age, total;Total;2011;846
Thisted;Total;H70 Masters programs;Age, total;Total;2015;962
Thisted;Total;H70 Masters programs;Age, total;Total;2019;1135
Thisted;Total;H70 Masters programs;Age, total;Total;2022;1282
Vesthimmerlands;Total;H70 Masters programs;Age, total;Total;2008;550
Vesthimmerlands;Total;H70 Masters programs;Age, total;Total;2011;590
Vesthimmerlands;Total;H70 Masters programs;Age, total;Total;2015;691
Vesthimmerlands;Total;H70 Masters programs;Age, total;Total;2019;811
Vesthimmerlands;Total;H70 Masters programs;Age, total;Total;2022;949
Aalborg;Total;H70 Masters programs;Age, total;Total;2008;9481
Aalborg;Total;H70 Masters programs;Age, total;Total;2011;10993
Aalborg;Total;H70 Masters programs;Age, total;Total;2015;13724
Aalborg;Total;H70 Masters programs;Age, total;Total;2019;17283
Aalborg;Total;H70 Masters programs;Age, total;Total;2022;19778
