BOPAEGT1;BOPAEGT2;ALDERAEGT1;ALDERAEGT2;AGTVAR;TID;INDHOLD
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Samsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Silkeborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Skanderborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Syddjurs;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Aarhus;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Herning;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Holstebro;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Ikast-Brande;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Lemvig;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Ringkøbing-Skjern;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Skive;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Struer;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Viborg;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Brønderslev;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Frederikshavn;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Hjørring;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Jammerbugt;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Læsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2022;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2023;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2024;0
Mariagerfjord;All Denmark;Under 15 years;Under 15 years;Under 1 year;2025;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2007;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2008;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2009;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2010;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2011;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2012;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2013;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2014;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2015;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2016;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2017;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2018;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2019;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2020;0
Morsø;All Denmark;Under 15 years;Under 15 years;Under 1 year;2021;0
