VALRES;OMRÅDE;TID;INDHOLD
Æ. The Danish Democrats - Inger Støjberg;Hjørring;2026;5532
Ø. The Red-Green Alliance;Hjørring;2026;1210
Å. The Alternative;Hjørring;2026;404
Independent candidates;Hjørring;2026;0
VALID VOTES;Holbæk;2026;45784
A. The Social Democratic Party;Holbæk;2026;11097
B. The Danish Social-Liberal Party;Holbæk;2026;1659
C. The Conservative Peoples Party;Holbæk;2026;2177
F. The Socialist Peoples Party;Holbæk;2026;6274
H. The Citizens' Party - Lars Boje Mathiesen;Holbæk;2026;1301
I. Liberal Alliance;Holbæk;2026;3972
M. The Moderats;Holbæk;2026;4085
O. The Danish Peoples Party;Holbæk;2026;6026
V. Venstre, Denmarks Liberal Party;Holbæk;2026;3748
Æ. The Danish Democrats - Inger Støjberg;Holbæk;2026;2390
Ø. The Red-Green Alliance;Holbæk;2026;2121
Å. The Alternative;Holbæk;2026;934
Independent candidates;Holbæk;2026;0
VALID VOTES;Holstebro;2026;36361
A. The Social Democratic Party;Holstebro;2026;7766
B. The Danish Social-Liberal Party;Holstebro;2026;1037
C. The Conservative Peoples Party;Holstebro;2026;1834
F. The Socialist Peoples Party;Holstebro;2026;3980
H. The Citizens' Party - Lars Boje Mathiesen;Holstebro;2026;850
I. Liberal Alliance;Holstebro;2026;3812
M. The Moderats;Holstebro;2026;1606
O. The Danish Peoples Party;Holstebro;2026;3057
V. Venstre, Denmarks Liberal Party;Holstebro;2026;7241
Æ. The Danish Democrats - Inger Støjberg;Holstebro;2026;4016
Ø. The Red-Green Alliance;Holstebro;2026;821
Å. The Alternative;Holstebro;2026;316
Independent candidates;Holstebro;2026;25
VALID VOTES;Horsens;2026;55637
A. The Social Democratic Party;Horsens;2026;13346
B. The Danish Social-Liberal Party;Horsens;2026;2321
C. The Conservative Peoples Party;Horsens;2026;4514
F. The Socialist Peoples Party;Horsens;2026;6033
H. The Citizens' Party - Lars Boje Mathiesen;Horsens;2026;1469
I. Liberal Alliance;Horsens;2026;6482
M. The Moderats;Horsens;2026;4137
O. The Danish Peoples Party;Horsens;2026;5033
V. Venstre, Denmarks Liberal Party;Horsens;2026;5819
Æ. The Danish Democrats - Inger Støjberg;Horsens;2026;3121
Ø. The Red-Green Alliance;Horsens;2026;2369
Å. The Alternative;Horsens;2026;959
Independent candidates;Horsens;2026;34
VALID VOTES;Hvidovre;2026;29155
A. The Social Democratic Party;Hvidovre;2026;7441
B. The Danish Social-Liberal Party;Hvidovre;2026;1950
C. The Conservative Peoples Party;Hvidovre;2026;2056
F. The Socialist Peoples Party;Hvidovre;2026;4295
H. The Citizens' Party - Lars Boje Mathiesen;Hvidovre;2026;492
I. Liberal Alliance;Hvidovre;2026;2116
M. The Moderats;Hvidovre;2026;2224
O. The Danish Peoples Party;Hvidovre;2026;3833
V. Venstre, Denmarks Liberal Party;Hvidovre;2026;1087
Æ. The Danish Democrats - Inger Støjberg;Hvidovre;2026;581
Ø. The Red-Green Alliance;Hvidovre;2026;2364
Å. The Alternative;Hvidovre;2026;716
Independent candidates;Hvidovre;2026;0
VALID VOTES;Høje-Taastrup;2026;27298
A. The Social Democratic Party;Høje-Taastrup;2026;6075
B. The Danish Social-Liberal Party;Høje-Taastrup;2026;2103
C. The Conservative Peoples Party;Høje-Taastrup;2026;2669
F. The Socialist Peoples Party;Høje-Taastrup;2026;3042
H. The Citizens' Party - Lars Boje Mathiesen;Høje-Taastrup;2026;520
I. Liberal Alliance;Høje-Taastrup;2026;2203
M. The Moderats;Høje-Taastrup;2026;2139
O. The Danish Peoples Party;Høje-Taastrup;2026;3790
V. Venstre, Denmarks Liberal Party;Høje-Taastrup;2026;1242
Æ. The Danish Democrats - Inger Støjberg;Høje-Taastrup;2026;769
Ø. The Red-Green Alliance;Høje-Taastrup;2026;2287
Å. The Alternative;Høje-Taastrup;2026;459
Independent candidates;Høje-Taastrup;2026;0
VALID VOTES;Hørsholm;2026;16279
A. The Social Democratic Party;Hørsholm;2026;1803
B. The Danish Social-Liberal Party;Hørsholm;2026;1169
C. The Conservative Peoples Party;Hørsholm;2026;3046
F. The Socialist Peoples Party;Hørsholm;2026;996
H. The Citizens' Party - Lars Boje Mathiesen;Hørsholm;2026;159
I. Liberal Alliance;Hørsholm;2026;2734
M. The Moderats;Hørsholm;2026;2328
O. The Danish Peoples Party;Hørsholm;2026;1216
V. Venstre, Denmarks Liberal Party;Hørsholm;2026;2129
Æ. The Danish Democrats - Inger Støjberg;Hørsholm;2026;183
Ø. The Red-Green Alliance;Hørsholm;2026;295
Å. The Alternative;Hørsholm;2026;221
Independent candidates;Hørsholm;2026;0
VALID VOTES;Ikast-Brande;2026;24236
A. The Social Democratic Party;Ikast-Brande;2026;4741
B. The Danish Social-Liberal Party;Ikast-Brande;2026;552
C. The Conservative Peoples Party;Ikast-Brande;2026;2372
F. The Socialist Peoples Party;Ikast-Brande;2026;1657
H. The Citizens' Party - Lars Boje Mathiesen;Ikast-Brande;2026;834
I. Liberal Alliance;Ikast-Brande;2026;2674
M. The Moderats;Ikast-Brande;2026;1307
O. The Danish Peoples Party;Ikast-Brande;2026;2680
V. Venstre, Denmarks Liberal Party;Ikast-Brande;2026;3583
Æ. The Danish Democrats - Inger Støjberg;Ikast-Brande;2026;3116
Ø. The Red-Green Alliance;Ikast-Brande;2026;492
Å. The Alternative;Ikast-Brande;2026;215
Independent candidates;Ikast-Brande;2026;13
VALID VOTES;Ishøj;2026;9820
A. The Social Democratic Party;Ishøj;2026;2350
B. The Danish Social-Liberal Party;Ishøj;2026;903
C. The Conservative Peoples Party;Ishøj;2026;432
F. The Socialist Peoples Party;Ishøj;2026;985
H. The Citizens' Party - Lars Boje Mathiesen;Ishøj;2026;184
I. Liberal Alliance;Ishøj;2026;637
M. The Moderats;Ishøj;2026;789
O. The Danish Peoples Party;Ishøj;2026;1444
V. Venstre, Denmarks Liberal Party;Ishøj;2026;373
Æ. The Danish Democrats - Inger Støjberg;Ishøj;2026;299
Ø. The Red-Green Alliance;Ishøj;2026;1242
Å. The Alternative;Ishøj;2026;182
Independent candidates;Ishøj;2026;0
VALID VOTES;Jammerbugt;2026;23864
A. The Social Democratic Party;Jammerbugt;2026;7103
B. The Danish Social-Liberal Party;Jammerbugt;2026;467
C. The Conservative Peoples Party;Jammerbugt;2026;980
F. The Socialist Peoples Party;Jammerbugt;2026;1577
H. The Citizens' Party - Lars Boje Mathiesen;Jammerbugt;2026;715
I. Liberal Alliance;Jammerbugt;2026;2251
M. The Moderats;Jammerbugt;2026;1115
O. The Danish Peoples Party;Jammerbugt;2026;1864
V. Venstre, Denmarks Liberal Party;Jammerbugt;2026;3412
Æ. The Danish Democrats - Inger Støjberg;Jammerbugt;2026;3683
Ø. The Red-Green Alliance;Jammerbugt;2026;463
Å. The Alternative;Jammerbugt;2026;234
Independent candidates;Jammerbugt;2026;0
VALID VOTES;Kalundborg;2026;29108
A. The Social Democratic Party;Kalundborg;2026;6744
B. The Danish Social-Liberal Party;Kalundborg;2026;729
C. The Conservative Peoples Party;Kalundborg;2026;1088
F. The Socialist Peoples Party;Kalundborg;2026;3282
H. The Citizens' Party - Lars Boje Mathiesen;Kalundborg;2026;1142
I. Liberal Alliance;Kalundborg;2026;2478
M. The Moderats;Kalundborg;2026;2160
O. The Danish Peoples Party;Kalundborg;2026;5120
V. Venstre, Denmarks Liberal Party;Kalundborg;2026;2700
Æ. The Danish Democrats - Inger Støjberg;Kalundborg;2026;2189
Ø. The Red-Green Alliance;Kalundborg;2026;1044
Å. The Alternative;Kalundborg;2026;432
Independent candidates;Kalundborg;2026;0
VALID VOTES;Kerteminde;2026;15226
A. The Social Democratic Party;Kerteminde;2026;4277
B. The Danish Social-Liberal Party;Kerteminde;2026;358
C. The Conservative Peoples Party;Kerteminde;2026;1986
F. The Socialist Peoples Party;Kerteminde;2026;1573
H. The Citizens' Party - Lars Boje Mathiesen;Kerteminde;2026;342
I. Liberal Alliance;Kerteminde;2026;1340
M. The Moderats;Kerteminde;2026;1127
O. The Danish Peoples Party;Kerteminde;2026;1490
V. Venstre, Denmarks Liberal Party;Kerteminde;2026;1062
Æ. The Danish Democrats - Inger Støjberg;Kerteminde;2026;817
Ø. The Red-Green Alliance;Kerteminde;2026;642
Å. The Alternative;Kerteminde;2026;212
Independent candidates;Kerteminde;2026;0
VALID VOTES;Kolding;2026;55869
A. The Social Democratic Party;Kolding;2026;11396
B. The Danish Social-Liberal Party;Kolding;2026;2089
C. The Conservative Peoples Party;Kolding;2026;3499
F. The Socialist Peoples Party;Kolding;2026;5738
H. The Citizens' Party - Lars Boje Mathiesen;Kolding;2026;1430
I. Liberal Alliance;Kolding;2026;6662
M. The Moderats;Kolding;2026;4550
O. The Danish Peoples Party;Kolding;2026;6077
V. Venstre, Denmarks Liberal Party;Kolding;2026;8189
Æ. The Danish Democrats - Inger Støjberg;Kolding;2026;3211
Ø. The Red-Green Alliance;Kolding;2026;2323
Å. The Alternative;Kolding;2026;705
Independent candidates;Kolding;2026;0
VALID VOTES;Køge;2026;38001
A. The Social Democratic Party;Køge;2026;7532
B. The Danish Social-Liberal Party;Køge;2026;1373
C. The Conservative Peoples Party;Køge;2026;2711
F. The Socialist Peoples Party;Køge;2026;5364
H. The Citizens' Party - Lars Boje Mathiesen;Køge;2026;801
I. Liberal Alliance;Køge;2026;3723
M. The Moderats;Køge;2026;3676
O. The Danish Peoples Party;Køge;2026;5361
V. Venstre, Denmarks Liberal Party;Køge;2026;3916
Æ. The Danish Democrats - Inger Støjberg;Køge;2026;1450
Ø. The Red-Green Alliance;Køge;2026;1471
Å. The Alternative;Køge;2026;623
Independent candidates;Køge;2026;0
VALID VOTES;Langeland;2026;7746
A. The Social Democratic Party;Langeland;2026;2525
B. The Danish Social-Liberal Party;Langeland;2026;171
C. The Conservative Peoples Party;Langeland;2026;440
F. The Socialist Peoples Party;Langeland;2026;701
H. The Citizens' Party - Lars Boje Mathiesen;Langeland;2026;191
I. Liberal Alliance;Langeland;2026;440
M. The Moderats;Langeland;2026;469
O. The Danish Peoples Party;Langeland;2026;726
V. Venstre, Denmarks Liberal Party;Langeland;2026;941
Æ. The Danish Democrats - Inger Støjberg;Langeland;2026;599
Ø. The Red-Green Alliance;Langeland;2026;357
Å. The Alternative;Langeland;2026;186
Independent candidates;Langeland;2026;0
VALID VOTES;Lejre;2026;19088
A. The Social Democratic Party;Lejre;2026;3510
B. The Danish Social-Liberal Party;Lejre;2026;951
C. The Conservative Peoples Party;Lejre;2026;1214
F. The Socialist Peoples Party;Lejre;2026;3298
H. The Citizens' Party - Lars Boje Mathiesen;Lejre;2026;410
I. Liberal Alliance;Lejre;2026;1560
M. The Moderats;Lejre;2026;1753
O. The Danish Peoples Party;Lejre;2026;2207
V. Venstre, Denmarks Liberal Party;Lejre;2026;1825
Æ. The Danish Democrats - Inger Støjberg;Lejre;2026;760
Ø. The Red-Green Alliance;Lejre;2026;990
Å. The Alternative;Lejre;2026;610
Independent candidates;Lejre;2026;0
VALID VOTES;Lemvig;2026;12039
A. The Social Democratic Party;Lemvig;2026;2109
B. The Danish Social-Liberal Party;Lemvig;2026;245
C. The Conservative Peoples Party;Lemvig;2026;356
F. The Socialist Peoples Party;Lemvig;2026;1016
H. The Citizens' Party - Lars Boje Mathiesen;Lemvig;2026;328
I. Liberal Alliance;Lemvig;2026;711
M. The Moderats;Lemvig;2026;342
O. The Danish Peoples Party;Lemvig;2026;746
V. Venstre, Denmarks Liberal Party;Lemvig;2026;4106
Æ. The Danish Democrats - Inger Støjberg;Lemvig;2026;1791
Ø. The Red-Green Alliance;Lemvig;2026;184
Å. The Alternative;Lemvig;2026;100
Independent candidates;Lemvig;2026;5
VALID VOTES;Lolland;2026;22496
A. The Social Democratic Party;Lolland;2026;6787
B. The Danish Social-Liberal Party;Lolland;2026;260
C. The Conservative Peoples Party;Lolland;2026;885
F. The Socialist Peoples Party;Lolland;2026;2255
H. The Citizens' Party - Lars Boje Mathiesen;Lolland;2026;822
I. Liberal Alliance;Lolland;2026;1131
M. The Moderats;Lolland;2026;1231
O. The Danish Peoples Party;Lolland;2026;3473
V. Venstre, Denmarks Liberal Party;Lolland;2026;1612
Æ. The Danish Democrats - Inger Støjberg;Lolland;2026;3000
Ø. The Red-Green Alliance;Lolland;2026;696
Å. The Alternative;Lolland;2026;344
Independent candidates;Lolland;2026;0
VALID VOTES;Lyngby-Taarbæk;2026;34381
A. The Social Democratic Party;Lyngby-Taarbæk;2026;5430
B. The Danish Social-Liberal Party;Lyngby-Taarbæk;2026;4135
C. The Conservative Peoples Party;Lyngby-Taarbæk;2026;5357
F. The Socialist Peoples Party;Lyngby-Taarbæk;2026;4105
H. The Citizens' Party - Lars Boje Mathiesen;Lyngby-Taarbæk;2026;261
I. Liberal Alliance;Lyngby-Taarbæk;2026;3217
M. The Moderats;Lyngby-Taarbæk;2026;4102
O. The Danish Peoples Party;Lyngby-Taarbæk;2026;2225
V. Venstre, Denmarks Liberal Party;Lyngby-Taarbæk;2026;2309
Æ. The Danish Democrats - Inger Støjberg;Lyngby-Taarbæk;2026;285
Ø. The Red-Green Alliance;Lyngby-Taarbæk;2026;1823
Å. The Alternative;Lyngby-Taarbæk;2026;1132
Independent candidates;Lyngby-Taarbæk;2026;0
VALID VOTES;Læsø;2026;1176
A. The Social Democratic Party;Læsø;2026;250
B. The Danish Social-Liberal Party;Læsø;2026;27
C. The Conservative Peoples Party;Læsø;2026;72
F. The Socialist Peoples Party;Læsø;2026;85
H. The Citizens' Party - Lars Boje Mathiesen;Læsø;2026;44
I. Liberal Alliance;Læsø;2026;65
M. The Moderats;Læsø;2026;63
O. The Danish Peoples Party;Læsø;2026;158
V. Venstre, Denmarks Liberal Party;Læsø;2026;136
Æ. The Danish Democrats - Inger Støjberg;Læsø;2026;219
Ø. The Red-Green Alliance;Læsø;2026;34
Å. The Alternative;Læsø;2026;23
Independent candidates;Læsø;2026;0
VALID VOTES;Mariagerfjord;2026;25738
A. The Social Democratic Party;Mariagerfjord;2026;6887
B. The Danish Social-Liberal Party;Mariagerfjord;2026;658
C. The Conservative Peoples Party;Mariagerfjord;2026;1705
F. The Socialist Peoples Party;Mariagerfjord;2026;1944
H. The Citizens' Party - Lars Boje Mathiesen;Mariagerfjord;2026;705
I. Liberal Alliance;Mariagerfjord;2026;2133
M. The Moderats;Mariagerfjord;2026;1168
O. The Danish Peoples Party;Mariagerfjord;2026;1687
V. Venstre, Denmarks Liberal Party;Mariagerfjord;2026;2996
Æ. The Danish Democrats - Inger Støjberg;Mariagerfjord;2026;4920
Ø. The Red-Green Alliance;Mariagerfjord;2026;609
Å. The Alternative;Mariagerfjord;2026;326
Independent candidates;Mariagerfjord;2026;0
VALID VOTES;Middelfart;2026;26069
A. The Social Democratic Party;Middelfart;2026;6681
B. The Danish Social-Liberal Party;Middelfart;2026;1020
C. The Conservative Peoples Party;Middelfart;2026;1819
F. The Socialist Peoples Party;Middelfart;2026;2796
H. The Citizens' Party - Lars Boje Mathiesen;Middelfart;2026;691
I. Liberal Alliance;Middelfart;2026;2523
M. The Moderats;Middelfart;2026;2291
O. The Danish Peoples Party;Middelfart;2026;2176
V. Venstre, Denmarks Liberal Party;Middelfart;2026;3016
Æ. The Danish Democrats - Inger Støjberg;Middelfart;2026;1731
Ø. The Red-Green Alliance;Middelfart;2026;791
Å. The Alternative;Middelfart;2026;534
Independent candidates;Middelfart;2026;0
VALID VOTES;Morsø;2026;12155
A. The Social Democratic Party;Morsø;2026;3979
B. The Danish Social-Liberal Party;Morsø;2026;225
C. The Conservative Peoples Party;Morsø;2026;401
F. The Socialist Peoples Party;Morsø;2026;703
H. The Citizens' Party - Lars Boje Mathiesen;Morsø;2026;325
I. Liberal Alliance;Morsø;2026;1036
M. The Moderats;Morsø;2026;457
O. The Danish Peoples Party;Morsø;2026;782
V. Venstre, Denmarks Liberal Party;Morsø;2026;1914
Æ. The Danish Democrats - Inger Støjberg;Morsø;2026;1979
Ø. The Red-Green Alliance;Morsø;2026;238
Å. The Alternative;Morsø;2026;116
Independent candidates;Morsø;2026;0
VALID VOTES;Norddjurs;2026;22384
A. The Social Democratic Party;Norddjurs;2026;6366
B. The Danish Social-Liberal Party;Norddjurs;2026;442
C. The Conservative Peoples Party;Norddjurs;2026;938
F. The Socialist Peoples Party;Norddjurs;2026;1989
H. The Citizens' Party - Lars Boje Mathiesen;Norddjurs;2026;882
I. Liberal Alliance;Norddjurs;2026;2968
M. The Moderats;Norddjurs;2026;1064
O. The Danish Peoples Party;Norddjurs;2026;2225
V. Venstre, Denmarks Liberal Party;Norddjurs;2026;2190
Æ. The Danish Democrats - Inger Støjberg;Norddjurs;2026;2246
Ø. The Red-Green Alliance;Norddjurs;2026;651
Å. The Alternative;Norddjurs;2026;410
Independent candidates;Norddjurs;2026;13
VALID VOTES;Nordfyns;2026;18004
A. The Social Democratic Party;Nordfyns;2026;4635
B. The Danish Social-Liberal Party;Nordfyns;2026;400
C. The Conservative Peoples Party;Nordfyns;2026;924
F. The Socialist Peoples Party;Nordfyns;2026;1728
H. The Citizens' Party - Lars Boje Mathiesen;Nordfyns;2026;616
I. Liberal Alliance;Nordfyns;2026;1352
M. The Moderats;Nordfyns;2026;1204
O. The Danish Peoples Party;Nordfyns;2026;1897
V. Venstre, Denmarks Liberal Party;Nordfyns;2026;2824
Æ. The Danish Democrats - Inger Støjberg;Nordfyns;2026;1764
Ø. The Red-Green Alliance;Nordfyns;2026;430
Å. The Alternative;Nordfyns;2026;230
Independent candidates;Nordfyns;2026;0
VALID VOTES;Nyborg;2026;20625
A. The Social Democratic Party;Nyborg;2026;5412
B. The Danish Social-Liberal Party;Nyborg;2026;686
C. The Conservative Peoples Party;Nyborg;2026;1143
F. The Socialist Peoples Party;Nyborg;2026;2823
H. The Citizens' Party - Lars Boje Mathiesen;Nyborg;2026;679
I. Liberal Alliance;Nyborg;2026;1610
M. The Moderats;Nyborg;2026;1477
O. The Danish Peoples Party;Nyborg;2026;2083
V. Venstre, Denmarks Liberal Party;Nyborg;2026;2365
Æ. The Danish Democrats - Inger Støjberg;Nyborg;2026;1140
Ø. The Red-Green Alliance;Nyborg;2026;825
Å. The Alternative;Nyborg;2026;382
Independent candidates;Nyborg;2026;0
VALID VOTES;Næstved;2026;52257
A. The Social Democratic Party;Næstved;2026;13086
B. The Danish Social-Liberal Party;Næstved;2026;1472
C. The Conservative Peoples Party;Næstved;2026;3195
F. The Socialist Peoples Party;Næstved;2026;6124
H. The Citizens' Party - Lars Boje Mathiesen;Næstved;2026;1587
I. Liberal Alliance;Næstved;2026;5326
M. The Moderats;Næstved;2026;4433
O. The Danish Peoples Party;Næstved;2026;7566
V. Venstre, Denmarks Liberal Party;Næstved;2026;3991
Æ. The Danish Democrats - Inger Støjberg;Næstved;2026;2697
Ø. The Red-Green Alliance;Næstved;2026;1943
Å. The Alternative;Næstved;2026;837
Independent candidates;Næstved;2026;0
VALID VOTES;Odder;2026;15678
A. The Social Democratic Party;Odder;2026;3739
B. The Danish Social-Liberal Party;Odder;2026;787
C. The Conservative Peoples Party;Odder;2026;1246
F. The Socialist Peoples Party;Odder;2026;2208
H. The Citizens' Party - Lars Boje Mathiesen;Odder;2026;368
I. Liberal Alliance;Odder;2026;1339
M. The Moderats;Odder;2026;1189
O. The Danish Peoples Party;Odder;2026;1015
V. Venstre, Denmarks Liberal Party;Odder;2026;1761
Æ. The Danish Democrats - Inger Støjberg;Odder;2026;747
Ø. The Red-Green Alliance;Odder;2026;859
Å. The Alternative;Odder;2026;419
Independent candidates;Odder;2026;1
VALID VOTES;Odense;2026;126793
A. The Social Democratic Party;Odense;2026;30760
B. The Danish Social-Liberal Party;Odense;2026;7858
C. The Conservative Peoples Party;Odense;2026;9881
F. The Socialist Peoples Party;Odense;2026;17645
H. The Citizens' Party - Lars Boje Mathiesen;Odense;2026;1833
I. Liberal Alliance;Odense;2026;11444
M. The Moderats;Odense;2026;10024
O. The Danish Peoples Party;Odense;2026;9777
V. Venstre, Denmarks Liberal Party;Odense;2026;11128
Æ. The Danish Democrats - Inger Støjberg;Odense;2026;3008
Ø. The Red-Green Alliance;Odense;2026;10420
Å. The Alternative;Odense;2026;3015
Independent candidates;Odense;2026;0
VALID VOTES;Odsherred;2026;20632
A. The Social Democratic Party;Odsherred;2026;4943
B. The Danish Social-Liberal Party;Odsherred;2026;598
C. The Conservative Peoples Party;Odsherred;2026;819
F. The Socialist Peoples Party;Odsherred;2026;2700
H. The Citizens' Party - Lars Boje Mathiesen;Odsherred;2026;715
I. Liberal Alliance;Odsherred;2026;1384
M. The Moderats;Odsherred;2026;1619
O. The Danish Peoples Party;Odsherred;2026;3306
V. Venstre, Denmarks Liberal Party;Odsherred;2026;1560
Æ. The Danish Democrats - Inger Støjberg;Odsherred;2026;1529
Ø. The Red-Green Alliance;Odsherred;2026;876
Å. The Alternative;Odsherred;2026;583
Independent candidates;Odsherred;2026;0
VALID VOTES;Randers;2026;60283
A. The Social Democratic Party;Randers;2026;14818
B. The Danish Social-Liberal Party;Randers;2026;1811
C. The Conservative Peoples Party;Randers;2026;3416
F. The Socialist Peoples Party;Randers;2026;7734
H. The Citizens' Party - Lars Boje Mathiesen;Randers;2026;1846
I. Liberal Alliance;Randers;2026;6816
M. The Moderats;Randers;2026;3735
O. The Danish Peoples Party;Randers;2026;6133
V. Venstre, Denmarks Liberal Party;Randers;2026;5930
Æ. The Danish Democrats - Inger Støjberg;Randers;2026;4944
Ø. The Red-Green Alliance;Randers;2026;2144
Å. The Alternative;Randers;2026;942
Independent candidates;Randers;2026;14
VALID VOTES;Rebild;2026;19634
A. The Social Democratic Party;Rebild;2026;5004
B. The Danish Social-Liberal Party;Rebild;2026;826
C. The Conservative Peoples Party;Rebild;2026;1101
F. The Socialist Peoples Party;Rebild;2026;1730
H. The Citizens' Party - Lars Boje Mathiesen;Rebild;2026;492
I. Liberal Alliance;Rebild;2026;1887
M. The Moderats;Rebild;2026;1117
O. The Danish Peoples Party;Rebild;2026;1082
V. Venstre, Denmarks Liberal Party;Rebild;2026;2925
Æ. The Danish Democrats - Inger Støjberg;Rebild;2026;2655
Ø. The Red-Green Alliance;Rebild;2026;527
Å. The Alternative;Rebild;2026;288
Independent candidates;Rebild;2026;0
VALID VOTES;Ringkøbing-Skjern;2026;32997
A. The Social Democratic Party;Ringkøbing-Skjern;2026;5503
B. The Danish Social-Liberal Party;Ringkøbing-Skjern;2026;584
C. The Conservative Peoples Party;Ringkøbing-Skjern;2026;2399
F. The Socialist Peoples Party;Ringkøbing-Skjern;2026;2418
H. The Citizens' Party - Lars Boje Mathiesen;Ringkøbing-Skjern;2026;877
I. Liberal Alliance;Ringkøbing-Skjern;2026;2924
M. The Moderats;Ringkøbing-Skjern;2026;1598
O. The Danish Peoples Party;Ringkøbing-Skjern;2026;2024
V. Venstre, Denmarks Liberal Party;Ringkøbing-Skjern;2026;6659
Æ. The Danish Democrats - Inger Støjberg;Ringkøbing-Skjern;2026;7328
Ø. The Red-Green Alliance;Ringkøbing-Skjern;2026;443
Å. The Alternative;Ringkøbing-Skjern;2026;217
Independent candidates;Ringkøbing-Skjern;2026;23
VALID VOTES;Ringsted;2026;20763
A. The Social Democratic Party;Ringsted;2026;4251
B. The Danish Social-Liberal Party;Ringsted;2026;673
C. The Conservative Peoples Party;Ringsted;2026;1915
F. The Socialist Peoples Party;Ringsted;2026;2621
H. The Citizens' Party - Lars Boje Mathiesen;Ringsted;2026;527
I. Liberal Alliance;Ringsted;2026;1889
M. The Moderats;Ringsted;2026;1890
O. The Danish Peoples Party;Ringsted;2026;2879
V. Venstre, Denmarks Liberal Party;Ringsted;2026;1660
Æ. The Danish Democrats - Inger Støjberg;Ringsted;2026;1008
Ø. The Red-Green Alliance;Ringsted;2026;1039
Å. The Alternative;Ringsted;2026;411
Independent candidates;Ringsted;2026;0
VALID VOTES;Roskilde;2026;58298
A. The Social Democratic Party;Roskilde;2026;11419
B. The Danish Social-Liberal Party;Roskilde;2026;3677
C. The Conservative Peoples Party;Roskilde;2026;5444
F. The Socialist Peoples Party;Roskilde;2026;9201
H. The Citizens' Party - Lars Boje Mathiesen;Roskilde;2026;874
I. Liberal Alliance;Roskilde;2026;5397
M. The Moderats;Roskilde;2026;6227
O. The Danish Peoples Party;Roskilde;2026;5614
V. Venstre, Denmarks Liberal Party;Roskilde;2026;4150
Æ. The Danish Democrats - Inger Støjberg;Roskilde;2026;1228
Ø. The Red-Green Alliance;Roskilde;2026;3530
Å. The Alternative;Roskilde;2026;1537
Independent candidates;Roskilde;2026;0
VALID VOTES;Rudersdal;2026;35743
A. The Social Democratic Party;Rudersdal;2026;4173
B. The Danish Social-Liberal Party;Rudersdal;2026;4249
C. The Conservative Peoples Party;Rudersdal;2026;6430
F. The Socialist Peoples Party;Rudersdal;2026;3024
H. The Citizens' Party - Lars Boje Mathiesen;Rudersdal;2026;318
I. Liberal Alliance;Rudersdal;2026;4578
M. The Moderats;Rudersdal;2026;4410
O. The Danish Peoples Party;Rudersdal;2026;1909
V. Venstre, Denmarks Liberal Party;Rudersdal;2026;4150
Æ. The Danish Democrats - Inger Støjberg;Rudersdal;2026;282
Ø. The Red-Green Alliance;Rudersdal;2026;1429
Å. The Alternative;Rudersdal;2026;791
Independent candidates;Rudersdal;2026;0
VALID VOTES;Rødovre;2026;23392
A. The Social Democratic Party;Rødovre;2026;6087
B. The Danish Social-Liberal Party;Rødovre;2026;1618
C. The Conservative Peoples Party;Rødovre;2026;1576
F. The Socialist Peoples Party;Rødovre;2026;3174
H. The Citizens' Party - Lars Boje Mathiesen;Rødovre;2026;403
I. Liberal Alliance;Rødovre;2026;1783
M. The Moderats;Rødovre;2026;1845
O. The Danish Peoples Party;Rødovre;2026;2927
V. Venstre, Denmarks Liberal Party;Rødovre;2026;881
Æ. The Danish Democrats - Inger Støjberg;Rødovre;2026;411
Ø. The Red-Green Alliance;Rødovre;2026;2089
Å. The Alternative;Rødovre;2026;598
Independent candidates;Rødovre;2026;0
VALID VOTES;Samsø;2026;2392
A. The Social Democratic Party;Samsø;2026;489
B. The Danish Social-Liberal Party;Samsø;2026;72
C. The Conservative Peoples Party;Samsø;2026;243
F. The Socialist Peoples Party;Samsø;2026;319
H. The Citizens' Party - Lars Boje Mathiesen;Samsø;2026;39
I. Liberal Alliance;Samsø;2026;133
M. The Moderats;Samsø;2026;156
O. The Danish Peoples Party;Samsø;2026;128
V. Venstre, Denmarks Liberal Party;Samsø;2026;286
Æ. The Danish Democrats - Inger Støjberg;Samsø;2026;169
Ø. The Red-Green Alliance;Samsø;2026;167
Å. The Alternative;Samsø;2026;190
Independent candidates;Samsø;2026;1
VALID VOTES;Silkeborg;2026;63986
A. The Social Democratic Party;Silkeborg;2026;13720
B. The Danish Social-Liberal Party;Silkeborg;2026;3148
C. The Conservative Peoples Party;Silkeborg;2026;5315
F. The Socialist Peoples Party;Silkeborg;2026;7795
H. The Citizens' Party - Lars Boje Mathiesen;Silkeborg;2026;1520
I. Liberal Alliance;Silkeborg;2026;7156
M. The Moderats;Silkeborg;2026;5130
O. The Danish Peoples Party;Silkeborg;2026;4490
V. Venstre, Denmarks Liberal Party;Silkeborg;2026;7454
Æ. The Danish Democrats - Inger Støjberg;Silkeborg;2026;4641
Ø. The Red-Green Alliance;Silkeborg;2026;2528
Å. The Alternative;Silkeborg;2026;1062
Independent candidates;Silkeborg;2026;27
VALID VOTES;Skanderborg;2026;41516
A. The Social Democratic Party;Skanderborg;2026;9029
B. The Danish Social-Liberal Party;Skanderborg;2026;3118
C. The Conservative Peoples Party;Skanderborg;2026;3446
F. The Socialist Peoples Party;Skanderborg;2026;5657
H. The Citizens' Party - Lars Boje Mathiesen;Skanderborg;2026;861
