VALRES;OMRÅDE;TID;INDHOLD
I. Liberal Alliance;Skanderborg;2026;4429
M. The Moderats;Skanderborg;2026;3743
O. The Danish Peoples Party;Skanderborg;2026;2326
V. Venstre, Denmarks Liberal Party;Skanderborg;2026;4275
Æ. The Danish Democrats - Inger Støjberg;Skanderborg;2026;1927
Ø. The Red-Green Alliance;Skanderborg;2026;1624
Å. The Alternative;Skanderborg;2026;1071
Independent candidates;Skanderborg;2026;10
VALID VOTES;Skive;2026;27693
A. The Social Democratic Party;Skive;2026;7006
B. The Danish Social-Liberal Party;Skive;2026;512
C. The Conservative Peoples Party;Skive;2026;1194
F. The Socialist Peoples Party;Skive;2026;3119
H. The Citizens' Party - Lars Boje Mathiesen;Skive;2026;768
I. Liberal Alliance;Skive;2026;2242
M. The Moderats;Skive;2026;1391
O. The Danish Peoples Party;Skive;2026;1961
V. Venstre, Denmarks Liberal Party;Skive;2026;3811
Æ. The Danish Democrats - Inger Støjberg;Skive;2026;4851
Ø. The Red-Green Alliance;Skive;2026;607
Å. The Alternative;Skive;2026;222
Independent candidates;Skive;2026;9
VALID VOTES;Slagelse;2026;47522
A. The Social Democratic Party;Slagelse;2026;11697
B. The Danish Social-Liberal Party;Slagelse;2026;1173
C. The Conservative Peoples Party;Slagelse;2026;2247
F. The Socialist Peoples Party;Slagelse;2026;5210
H. The Citizens' Party - Lars Boje Mathiesen;Slagelse;2026;1452
I. Liberal Alliance;Slagelse;2026;4105
M. The Moderats;Slagelse;2026;4201
O. The Danish Peoples Party;Slagelse;2026;7956
V. Venstre, Denmarks Liberal Party;Slagelse;2026;4161
Æ. The Danish Democrats - Inger Støjberg;Slagelse;2026;2767
Ø. The Red-Green Alliance;Slagelse;2026;1864
Å. The Alternative;Slagelse;2026;689
Independent candidates;Slagelse;2026;0
VALID VOTES;Solrød;2026;15320
A. The Social Democratic Party;Solrød;2026;2790
B. The Danish Social-Liberal Party;Solrød;2026;585
C. The Conservative Peoples Party;Solrød;2026;1251
F. The Socialist Peoples Party;Solrød;2026;1566
H. The Citizens' Party - Lars Boje Mathiesen;Solrød;2026;269
I. Liberal Alliance;Solrød;2026;2333
M. The Moderats;Solrød;2026;1878
O. The Danish Peoples Party;Solrød;2026;2045
V. Venstre, Denmarks Liberal Party;Solrød;2026;1522
Æ. The Danish Democrats - Inger Støjberg;Solrød;2026;478
Ø. The Red-Green Alliance;Solrød;2026;419
Å. The Alternative;Solrød;2026;184
Independent candidates;Solrød;2026;0
VALID VOTES;Sorø;2026;19243
A. The Social Democratic Party;Sorø;2026;4270
B. The Danish Social-Liberal Party;Sorø;2026;742
C. The Conservative Peoples Party;Sorø;2026;920
F. The Socialist Peoples Party;Sorø;2026;2460
H. The Citizens' Party - Lars Boje Mathiesen;Sorø;2026;611
I. Liberal Alliance;Sorø;2026;1516
M. The Moderats;Sorø;2026;1632
O. The Danish Peoples Party;Sorø;2026;2787
V. Venstre, Denmarks Liberal Party;Sorø;2026;1822
Æ. The Danish Democrats - Inger Støjberg;Sorø;2026;1070
Ø. The Red-Green Alliance;Sorø;2026;945
Å. The Alternative;Sorø;2026;468
Independent candidates;Sorø;2026;0
VALID VOTES;Stevns;2026;15204
A. The Social Democratic Party;Stevns;2026;3228
B. The Danish Social-Liberal Party;Stevns;2026;491
C. The Conservative Peoples Party;Stevns;2026;924
F. The Socialist Peoples Party;Stevns;2026;1802
H. The Citizens' Party - Lars Boje Mathiesen;Stevns;2026;502
I. Liberal Alliance;Stevns;2026;1305
M. The Moderats;Stevns;2026;1377
O. The Danish Peoples Party;Stevns;2026;2524
V. Venstre, Denmarks Liberal Party;Stevns;2026;1389
Æ. The Danish Democrats - Inger Støjberg;Stevns;2026;893
Ø. The Red-Green Alliance;Stevns;2026;474
Å. The Alternative;Stevns;2026;295
Independent candidates;Stevns;2026;0
VALID VOTES;Struer;2026;12774
A. The Social Democratic Party;Struer;2026;3111
B. The Danish Social-Liberal Party;Struer;2026;370
C. The Conservative Peoples Party;Struer;2026;579
F. The Socialist Peoples Party;Struer;2026;1333
H. The Citizens' Party - Lars Boje Mathiesen;Struer;2026;364
I. Liberal Alliance;Struer;2026;1265
M. The Moderats;Struer;2026;560
O. The Danish Peoples Party;Struer;2026;986
V. Venstre, Denmarks Liberal Party;Struer;2026;2369
Æ. The Danish Democrats - Inger Støjberg;Struer;2026;1499
Ø. The Red-Green Alliance;Struer;2026;223
Å. The Alternative;Struer;2026;107
Independent candidates;Struer;2026;8
VALID VOTES;Svendborg;2026;38098
A. The Social Democratic Party;Svendborg;2026;11093
B. The Danish Social-Liberal Party;Svendborg;2026;1483
C. The Conservative Peoples Party;Svendborg;2026;2160
F. The Socialist Peoples Party;Svendborg;2026;4762
H. The Citizens' Party - Lars Boje Mathiesen;Svendborg;2026;762
I. Liberal Alliance;Svendborg;2026;2874
M. The Moderats;Svendborg;2026;2808
O. The Danish Peoples Party;Svendborg;2026;2874
V. Venstre, Denmarks Liberal Party;Svendborg;2026;3171
Æ. The Danish Democrats - Inger Støjberg;Svendborg;2026;1703
Ø. The Red-Green Alliance;Svendborg;2026;3261
Å. The Alternative;Svendborg;2026;1147
Independent candidates;Svendborg;2026;0
VALID VOTES;Syddjurs;2026;28313
A. The Social Democratic Party;Syddjurs;2026;6645
B. The Danish Social-Liberal Party;Syddjurs;2026;1206
C. The Conservative Peoples Party;Syddjurs;2026;1970
F. The Socialist Peoples Party;Syddjurs;2026;3420
H. The Citizens' Party - Lars Boje Mathiesen;Syddjurs;2026;814
I. Liberal Alliance;Syddjurs;2026;2501
M. The Moderats;Syddjurs;2026;2061
O. The Danish Peoples Party;Syddjurs;2026;2155
V. Venstre, Denmarks Liberal Party;Syddjurs;2026;2776
Æ. The Danish Democrats - Inger Støjberg;Syddjurs;2026;2187
Ø. The Red-Green Alliance;Syddjurs;2026;1402
Å. The Alternative;Syddjurs;2026;1170
Independent candidates;Syddjurs;2026;6
VALID VOTES;Sønderborg;2026;42202
A. The Social Democratic Party;Sønderborg;2026;11125
B. The Danish Social-Liberal Party;Sønderborg;2026;1131
C. The Conservative Peoples Party;Sønderborg;2026;1793
F. The Socialist Peoples Party;Sønderborg;2026;3038
H. The Citizens' Party - Lars Boje Mathiesen;Sønderborg;2026;1317
I. Liberal Alliance;Sønderborg;2026;4173
M. The Moderats;Sønderborg;2026;2955
O. The Danish Peoples Party;Sønderborg;2026;5162
V. Venstre, Denmarks Liberal Party;Sønderborg;2026;6609
Æ. The Danish Democrats - Inger Støjberg;Sønderborg;2026;3279
Ø. The Red-Green Alliance;Sønderborg;2026;1215
Å. The Alternative;Sønderborg;2026;405
Independent candidates;Sønderborg;2026;0
VALID VOTES;Thisted;2026;26181
A. The Social Democratic Party;Thisted;2026;6997
B. The Danish Social-Liberal Party;Thisted;2026;696
C. The Conservative Peoples Party;Thisted;2026;1135
F. The Socialist Peoples Party;Thisted;2026;1904
H. The Citizens' Party - Lars Boje Mathiesen;Thisted;2026;686
I. Liberal Alliance;Thisted;2026;3094
M. The Moderats;Thisted;2026;1241
O. The Danish Peoples Party;Thisted;2026;1524
V. Venstre, Denmarks Liberal Party;Thisted;2026;3390
Æ. The Danish Democrats - Inger Støjberg;Thisted;2026;4289
Ø. The Red-Green Alliance;Thisted;2026;845
Å. The Alternative;Thisted;2026;380
Independent candidates;Thisted;2026;0
VALID VOTES;Tårnby;2026;25159
A. The Social Democratic Party;Tårnby;2026;6974
B. The Danish Social-Liberal Party;Tårnby;2026;1135
C. The Conservative Peoples Party;Tårnby;2026;1861
F. The Socialist Peoples Party;Tårnby;2026;2917
H. The Citizens' Party - Lars Boje Mathiesen;Tårnby;2026;426
I. Liberal Alliance;Tårnby;2026;2003
M. The Moderats;Tårnby;2026;2131
O. The Danish Peoples Party;Tårnby;2026;3917
V. Venstre, Denmarks Liberal Party;Tårnby;2026;986
Æ. The Danish Democrats - Inger Støjberg;Tårnby;2026;548
Ø. The Red-Green Alliance;Tårnby;2026;1624
Å. The Alternative;Tårnby;2026;588
Independent candidates;Tårnby;2026;49
VALID VOTES;Tønder;2026;20550
A. The Social Democratic Party;Tønder;2026;4297
B. The Danish Social-Liberal Party;Tønder;2026;269
C. The Conservative Peoples Party;Tønder;2026;635
F. The Socialist Peoples Party;Tønder;2026;1234
H. The Citizens' Party - Lars Boje Mathiesen;Tønder;2026;752
I. Liberal Alliance;Tønder;2026;1781
M. The Moderats;Tønder;2026;1764
O. The Danish Peoples Party;Tønder;2026;2637
V. Venstre, Denmarks Liberal Party;Tønder;2026;4024
Æ. The Danish Democrats - Inger Støjberg;Tønder;2026;2672
Ø. The Red-Green Alliance;Tønder;2026;348
Å. The Alternative;Tønder;2026;137
Independent candidates;Tønder;2026;0
VALID VOTES;Vallensbæk;2026;8946
A. The Social Democratic Party;Vallensbæk;2026;1917
B. The Danish Social-Liberal Party;Vallensbæk;2026;695
C. The Conservative Peoples Party;Vallensbæk;2026;1200
F. The Socialist Peoples Party;Vallensbæk;2026;832
H. The Citizens' Party - Lars Boje Mathiesen;Vallensbæk;2026;111
I. Liberal Alliance;Vallensbæk;2026;735
M. The Moderats;Vallensbæk;2026;870
O. The Danish Peoples Party;Vallensbæk;2026;1057
V. Venstre, Denmarks Liberal Party;Vallensbæk;2026;485
Æ. The Danish Democrats - Inger Støjberg;Vallensbæk;2026;209
Ø. The Red-Green Alliance;Vallensbæk;2026;717
Å. The Alternative;Vallensbæk;2026;118
Independent candidates;Vallensbæk;2026;0
VALID VOTES;Varde;2026;29678
A. The Social Democratic Party;Varde;2026;5982
B. The Danish Social-Liberal Party;Varde;2026;509
C. The Conservative Peoples Party;Varde;2026;1272
F. The Socialist Peoples Party;Varde;2026;1898
H. The Citizens' Party - Lars Boje Mathiesen;Varde;2026;933
I. Liberal Alliance;Varde;2026;3042
M. The Moderats;Varde;2026;1762
O. The Danish Peoples Party;Varde;2026;2877
V. Venstre, Denmarks Liberal Party;Varde;2026;7106
Æ. The Danish Democrats - Inger Støjberg;Varde;2026;3564
Ø. The Red-Green Alliance;Varde;2026;516
Å. The Alternative;Varde;2026;217
Independent candidates;Varde;2026;0
VALID VOTES;Vejen;2026;24898
A. The Social Democratic Party;Vejen;2026;4953
B. The Danish Social-Liberal Party;Vejen;2026;474
C. The Conservative Peoples Party;Vejen;2026;1125
F. The Socialist Peoples Party;Vejen;2026;1646
H. The Citizens' Party - Lars Boje Mathiesen;Vejen;2026;988
I. Liberal Alliance;Vejen;2026;2769
M. The Moderats;Vejen;2026;1570
O. The Danish Peoples Party;Vejen;2026;2943
V. Venstre, Denmarks Liberal Party;Vejen;2026;5079
Æ. The Danish Democrats - Inger Støjberg;Vejen;2026;2668
Ø. The Red-Green Alliance;Vejen;2026;471
Å. The Alternative;Vejen;2026;212
Independent candidates;Vejen;2026;0
VALID VOTES;Vejle;2026;71305
A. The Social Democratic Party;Vejle;2026;15317
B. The Danish Social-Liberal Party;Vejle;2026;3105
C. The Conservative Peoples Party;Vejle;2026;4461
F. The Socialist Peoples Party;Vejle;2026;7357
H. The Citizens' Party - Lars Boje Mathiesen;Vejle;2026;1522
I. Liberal Alliance;Vejle;2026;7365
M. The Moderats;Vejle;2026;6220
O. The Danish Peoples Party;Vejle;2026;6737
V. Venstre, Denmarks Liberal Party;Vejle;2026;11100
Æ. The Danish Democrats - Inger Støjberg;Vejle;2026;4564
Ø. The Red-Green Alliance;Vejle;2026;2529
Å. The Alternative;Vejle;2026;1028
Independent candidates;Vejle;2026;0
VALID VOTES;Vesthimmerlands;2026;21428
A. The Social Democratic Party;Vesthimmerlands;2026;4680
B. The Danish Social-Liberal Party;Vesthimmerlands;2026;439
C. The Conservative Peoples Party;Vesthimmerlands;2026;956
F. The Socialist Peoples Party;Vesthimmerlands;2026;2190
H. The Citizens' Party - Lars Boje Mathiesen;Vesthimmerlands;2026;683
I. Liberal Alliance;Vesthimmerlands;2026;1770
M. The Moderats;Vesthimmerlands;2026;779
O. The Danish Peoples Party;Vesthimmerlands;2026;1483
V. Venstre, Denmarks Liberal Party;Vesthimmerlands;2026;3950
Æ. The Danish Democrats - Inger Støjberg;Vesthimmerlands;2026;3986
Ø. The Red-Green Alliance;Vesthimmerlands;2026;364
Å. The Alternative;Vesthimmerlands;2026;148
Independent candidates;Vesthimmerlands;2026;0
VALID VOTES;Viborg;2026;59968
A. The Social Democratic Party;Viborg;2026;12928
B. The Danish Social-Liberal Party;Viborg;2026;1641
C. The Conservative Peoples Party;Viborg;2026;7878
F. The Socialist Peoples Party;Viborg;2026;6435
H. The Citizens' Party - Lars Boje Mathiesen;Viborg;2026;1631
I. Liberal Alliance;Viborg;2026;5717
M. The Moderats;Viborg;2026;3233
O. The Danish Peoples Party;Viborg;2026;4250
V. Venstre, Denmarks Liberal Party;Viborg;2026;6591
Æ. The Danish Democrats - Inger Støjberg;Viborg;2026;6911
Ø. The Red-Green Alliance;Viborg;2026;1727
Å. The Alternative;Viborg;2026;918
Independent candidates;Viborg;2026;108
VALID VOTES;Vordingborg;2026;28427
A. The Social Democratic Party;Vordingborg;2026;6944
B. The Danish Social-Liberal Party;Vordingborg;2026;777
C. The Conservative Peoples Party;Vordingborg;2026;1192
F. The Socialist Peoples Party;Vordingborg;2026;3805
H. The Citizens' Party - Lars Boje Mathiesen;Vordingborg;2026;983
I. Liberal Alliance;Vordingborg;2026;2197
M. The Moderats;Vordingborg;2026;2751
O. The Danish Peoples Party;Vordingborg;2026;3707
V. Venstre, Denmarks Liberal Party;Vordingborg;2026;2190
Æ. The Danish Democrats - Inger Støjberg;Vordingborg;2026;1700
Ø. The Red-Green Alliance;Vordingborg;2026;1416
Å. The Alternative;Vordingborg;2026;765
Independent candidates;Vordingborg;2026;0
VALID VOTES;Ærø;2026;3688
A. The Social Democratic Party;Ærø;2026;1039
B. The Danish Social-Liberal Party;Ærø;2026;119
C. The Conservative Peoples Party;Ærø;2026;312
F. The Socialist Peoples Party;Ærø;2026;390
H. The Citizens' Party - Lars Boje Mathiesen;Ærø;2026;47
I. Liberal Alliance;Ærø;2026;151
M. The Moderats;Ærø;2026;285
O. The Danish Peoples Party;Ærø;2026;273
V. Venstre, Denmarks Liberal Party;Ærø;2026;364
Æ. The Danish Democrats - Inger Støjberg;Ærø;2026;350
Ø. The Red-Green Alliance;Ærø;2026;240
Å. The Alternative;Ærø;2026;118
Independent candidates;Ærø;2026;0
