municipality,year,value
Viborg,2014,22.3
Vordingborg,2014,33.4
Ærø,2014,24.9
Aabenraa,2015,23.6
Aalborg,2015,23.4
Aarhus,2015,20.7
Albertslund,2015,13.6
Allerød,2015,19.3
Assens,2015,25.3
Ballerup,2015,13.9
Billund,2015,21.1
Bornholm,2015,21.7
Brøndby,2015,12.8
Brønderslev,2015,26.3
Copenhagen,2015,12.6
Dragør,2015,17.1
Egedal,2015,19.9
Esbjerg,2015,19.3
Faaborg-Midtfyn,2015,24.2
Fanø,2015,18.7
Favrskov,2015,23.7
Faxe,2015,31.4
Fredensborg,2015,22.1
Fredericia,2015,22.1
Frederiksberg,2015,12.1
Frederikshavn,2015,24.4
Frederikssund,2015,23.2
Furesø,2015,16.5
Gentofte,2015,13.8
Gladsaxe,2015,12.0
Glostrup,2015,12.6
Greve,2015,19.3
Gribskov,2015,26.8
Guldborgsund,2015,30.5
Haderslev,2015,26.1
Halsnæs,2015,24.9
Hedensted,2015,22.6
Helsingør,2015,22.3
Herlev,2015,11.5
Herning,2015,21.0
Hillerød,2015,20.1
Hjørring,2015,24.3
Holbæk,2015,28.1
Holstebro,2015,21.6
Horsens,2015,21.4
Hvidovre,2015,12.7
Høje-Taastrup,2015,17.1
Hørsholm,2015,20.8
Ikast-Brande,2015,21.6
Ishøj,2015,15.2
Jammerbugt,2015,28.9
Kalundborg,2015,26.2
Kerteminde,2015,22.3
Kolding,2015,23.7
Køge,2015,25.4
Langeland,2015,26.9
Lejre,2015,28.9
Lemvig,2015,22.1
Lolland,2015,27.7
Lyngby-Taarbæk,2015,14.0
Læsø,2015,22.1
Mariagerfjord,2015,25.3
Middelfart,2015,25.9
Morsø,2015,18.3
Norddjurs,2015,24.1
Nordfyns,2015,24.6
Nyborg,2015,25.5
Næstved,2015,29.3
Odder,2015,21.9
Odense,2015,20.8
Odsherred,2015,28.3
Randers,2015,23.2
Rebild,2015,27.7
Ringkøbing-Skjern,2015,20.5
Ringsted,2015,29.3
Roskilde,2015,21.7
Rudersdal,2015,18.4
Rødovre,2015,11.5
Samsø,2015,18.0
Silkeborg,2015,24.2
Skanderborg,2015,24.1
Skive,2015,22.2
Slagelse,2015,29.0
Solrød,2015,24.0
Sorø,2015,31.4
Stevns,2015,30.8
Struer,2015,22.8
Svendborg,2015,24.1
Syddjurs,2015,28.5
Sønderborg,2015,19.6
Thisted,2015,19.7
