municipality,year,value
Frederikshavn,2015,60.93
Frederikssund,2015,55.37
Furesø,2015,38.43
Gentofte,2015,30.83
Gladsaxe,2015,21.54
Glostrup,2015,24.39
Greve,2015,49.61
Gribskov,2015,72.4
Guldborgsund,2015,61.41
Haderslev,2015,56.78
Halsnæs,2015,62.86
Hedensted,2015,77.51
Helsingør,2015,34.6
Herlev,2015,23.74
Herning,2015,56.14
Hillerød,2015,45.39
Hjørring,2015,66.01
Holbæk,2015,55.72
Holstebro,2015,55.89
Horsens,2015,51.22
Hvidovre,2015,28.88
Høje-Taastrup,2015,27.77
Hørsholm,2015,35.65
Ikast-Brande,2015,66.48
Ishøj,2015,19.18
Jammerbugt,2015,77.83
Kalundborg,2015,63.71
Kerteminde,2015,63.68
Kolding,2015,51.59
Køge,2015,48.41
Langeland,2015,68.44
Lejre,2015,75.68
Lemvig,2015,72.87
Lolland,2015,65.24
Lyngby-Taarbæk,2015,23.58
Læsø,2015,83.52
Mariagerfjord,2015,66.88
Middelfart,2015,65.27
Morsø,2015,70.39
Norddjurs,2015,64.28
Nordfyns,2015,74.42
Nyborg,2015,54.77
Næstved,2015,53.18
Odder,2015,60.72
Odense,2015,32.18
Odsherred,2015,68.34
Randers,2015,47.89
Rebild,2015,76.93
Ringkøbing-Skjern,2015,70.8
Ringsted,2015,49.94
Roskilde,2015,41.36
Rudersdal,2015,43.06
Rødovre,2015,22.42
Samsø,2015,79.2
Silkeborg,2015,58.74
Skanderborg,2015,61.72
Skive,2015,64.66
Slagelse,2015,44.59
Solrød,2015,54.7
Sorø,2015,63.34
Stevns,2015,72.98
Struer,2015,64.01
Svendborg,2015,55.02
Syddjurs,2015,71.44
Sønderborg,2015,55.25
Thisted,2015,71.11
Tårnby,2015,37.24
Tønder,2015,70.74
Vallensbæk,2015,32.31
Varde,2015,70.47
Vejen,2015,70.5
Vejle,2015,54.76
Vesthimmerlands,2015,70.77
Viborg,2015,61.76
Vordingborg,2015,62.32
Ærø,2015,73.47
Aabenraa,2016,62.52
Aalborg,2016,36.7
Aarhus,2016,25.22
Albertslund,2016,12.75
Allerød,2016,54.36
Assens,2016,70.19
Ballerup,2016,28.45
Billund,2016,65.55
Bornholm,2016,61.63
Brøndby,2016,20.99
Brønderslev,2016,70.79
Copenhagen,2016,5.0
Dragør,2016,52.91
Egedal,2016,56.11
Esbjerg,2016,49.26
Faaborg-Midtfyn,2016,70.75
Fanø,2016,59.99
Favrskov,2016,70.83
Faxe,2016,65.32
Fredensborg,2016,35.08
Fredericia,2016,43.53
Frederiksberg,2016,1.84
Frederikshavn,2016,60.78
Frederikssund,2016,55.47
Furesø,2016,37.67
Gentofte,2016,30.76
Gladsaxe,2016,21.38
Glostrup,2016,24.51
Greve,2016,49.45
Gribskov,2016,72.16
Guldborgsund,2016,61.22
Haderslev,2016,56.5
Halsnæs,2016,62.4
Hedensted,2016,77.49
Helsingør,2016,34.56
Herlev,2016,23.77
Herning,2016,55.73
Hillerød,2016,45.24
Hjørring,2016,65.63
Holbæk,2016,55.23
Holstebro,2016,55.76
Horsens,2016,50.92
Hvidovre,2016,28.81
Høje-Taastrup,2016,27.69
Hørsholm,2016,35.34
Ikast-Brande,2016,66.34
Ishøj,2016,19.24
Jammerbugt,2016,77.62
Kalundborg,2016,63.58
Kerteminde,2016,63.43
Kolding,2016,51.33
Køge,2016,48.35
Langeland,2016,68.35
Lejre,2016,75.5
Lemvig,2016,72.82
Lolland,2016,65.06
Lyngby-Taarbæk,2016,23.55
Læsø,2016,82.88
Mariagerfjord,2016,66.77
Middelfart,2016,64.95
Morsø,2016,70.48
Norddjurs,2016,63.97
Nordfyns,2016,74.25
Nyborg,2016,54.46
Næstved,2016,52.98
Odder,2016,60.55
Odense,2016,31.99
Odsherred,2016,68.2
Randers,2016,47.75
Rebild,2016,76.64
Ringkøbing-Skjern,2016,70.46
Ringsted,2016,49.7
Roskilde,2016,41.25
Rudersdal,2016,43.07
Rødovre,2016,22.31
Samsø,2016,79.08
Silkeborg,2016,58.3
Skanderborg,2016,61.54
Skive,2016,64.69
Slagelse,2016,44.23
Solrød,2016,54.72
Sorø,2016,63.36
Stevns,2016,72.26
Struer,2016,63.82
Svendborg,2016,54.77
Syddjurs,2016,71.21
Sønderborg,2016,55.15
Thisted,2016,71.04
Tårnby,2016,37.47
Tønder,2016,70.51
Vallensbæk,2016,32.17
Varde,2016,70.34
Vejen,2016,70.21
Vejle,2016,54.41
Vesthimmerlands,2016,71.08
Viborg,2016,61.4
Vordingborg,2016,62.23
Ærø,2016,73.94
Aabenraa,2017,62.44
Aalborg,2017,36.61
Aarhus,2017,25.08
Albertslund,2017,12.86
Allerød,2017,54.15
Assens,2017,70.12
Ballerup,2017,28.6
Billund,2017,65.59
Bornholm,2017,61.31
Brøndby,2017,21.02
Brønderslev,2017,70.57
Copenhagen,2017,4.94
Dragør,2017,52.56
Egedal,2017,55.26
Esbjerg,2017,49.32
Faaborg-Midtfyn,2017,70.67
Fanø,2017,59.36
Favrskov,2017,70.5
Faxe,2017,64.84
Fredensborg,2017,34.95
Fredericia,2017,43.49
Frederiksberg,2017,1.83
Frederikshavn,2017,60.46
Frederikssund,2017,55.05
Furesø,2017,37.31
Gentofte,2017,30.91
Gladsaxe,2017,21.27
Glostrup,2017,24.72
Greve,2017,49.3
Gribskov,2017,72.06
Guldborgsund,2017,60.78
Haderslev,2017,56.64
Halsnæs,2017,62.5
Hedensted,2017,77.02
Helsingør,2017,34.53
Herlev,2017,23.84
Herning,2017,55.48
Hillerød,2017,45.15
Hjørring,2017,65.37
Holbæk,2017,54.84
Holstebro,2017,55.66
Horsens,2017,50.95
Hvidovre,2017,28.83
Høje-Taastrup,2017,27.66
Hørsholm,2017,35.41
Ikast-Brande,2017,66.08
Ishøj,2017,18.99
Jammerbugt,2017,77.75
Kalundborg,2017,63.55
Kerteminde,2017,63.21
Kolding,2017,50.95
Køge,2017,48.33
Langeland,2017,67.98
Lejre,2017,75.15
Lemvig,2017,72.86
Lolland,2017,64.81
Lyngby-Taarbæk,2017,23.5
Læsø,2017,82.46
Mariagerfjord,2017,66.59
Middelfart,2017,64.93
Morsø,2017,70.18
Norddjurs,2017,63.88
Nordfyns,2017,73.77
Nyborg,2017,54.48
Næstved,2017,52.84
Odder,2017,60.44
Odense,2017,31.82
Odsherred,2017,68.01
Randers,2017,47.62
Rebild,2017,76.37
Ringkøbing-Skjern,2017,70.23
Ringsted,2017,49.76
Roskilde,2017,41.2
Rudersdal,2017,42.67
Rødovre,2017,22.17
Samsø,2017,78.92
Silkeborg,2017,58.17
Skanderborg,2017,61.12
Skive,2017,64.56
Slagelse,2017,43.87
Solrød,2017,54.63
Sorø,2017,63.39
Stevns,2017,71.39
Struer,2017,63.86
Svendborg,2017,54.76
Syddjurs,2017,71.08
Sønderborg,2017,55.07
Thisted,2017,71.03
Tårnby,2017,37.41
Tønder,2017,70.49
Vallensbæk,2017,32.06
Varde,2017,70.15
Vejen,2017,70.09
Vejle,2017,54.16
Vesthimmerlands,2017,71.11
Viborg,2017,61.05
Vordingborg,2017,62.02
Ærø,2017,73.61
Aabenraa,2018,62.5
Aalborg,2018,36.53
Aarhus,2018,24.77
Albertslund,2018,12.95
Allerød,2018,53.45
Assens,2018,70.01
Ballerup,2018,28.6
Billund,2018,65.24
Bornholm,2018,61.4
Brøndby,2018,20.84
Brønderslev,2018,70.39
Copenhagen,2018,4.88
Dragør,2018,52.53
Egedal,2018,55.16
Esbjerg,2018,49.29
Faaborg-Midtfyn,2018,70.76
Fanø,2018,59.36
Favrskov,2018,70.37
Faxe,2018,64.59
Fredensborg,2018,35.0
Fredericia,2018,42.95
Frederiksberg,2018,1.85
Frederikshavn,2018,60.43
Frederikssund,2018,54.8
Furesø,2018,37.12
Gentofte,2018,30.75
Gladsaxe,2018,21.13
Glostrup,2018,24.8
Greve,2018,49.21
Gribskov,2018,71.54
Guldborgsund,2018,60.8
Haderslev,2018,56.59
Halsnæs,2018,62.53
Hedensted,2018,76.65
Helsingør,2018,34.44
Herlev,2018,23.68
Herning,2018,55.56
Hillerød,2018,44.62
Hjørring,2018,65.44
Holbæk,2018,54.73
Holstebro,2018,55.67
Horsens,2018,51.03
Hvidovre,2018,28.81
Høje-Taastrup,2018,27.6
Hørsholm,2018,35.55
Ikast-Brande,2018,65.98
Ishøj,2018,18.8
Jammerbugt,2018,77.51
Kalundborg,2018,63.62
Kerteminde,2018,63.29
Kolding,2018,50.84
Køge,2018,48.12
Langeland,2018,67.52
Lejre,2018,75.15
Lemvig,2018,72.63
Lolland,2018,64.69
Lyngby-Taarbæk,2018,23.35
Læsø,2018,82.79
Mariagerfjord,2018,66.08
Middelfart,2018,64.82
Morsø,2018,69.98
Norddjurs,2018,63.96
Nordfyns,2018,73.36
Nyborg,2018,54.44
Næstved,2018,52.77
Odder,2018,60.29
Odense,2018,31.68
Odsherred,2018,68.1
Randers,2018,47.74
Rebild,2018,75.89
Ringkøbing-Skjern,2018,70.12
Ringsted,2018,49.79
Roskilde,2018,41.28
Rudersdal,2018,42.63
Rødovre,2018,21.9
Samsø,2018,77.97
Silkeborg,2018,57.81
Skanderborg,2018,61.04
Skive,2018,64.35
Slagelse,2018,43.88
Solrød,2018,53.92
Sorø,2018,63.08
Stevns,2018,71.61
Struer,2018,64.01
Svendborg,2018,54.76
Syddjurs,2018,70.59
Sønderborg,2018,55.02
Thisted,2018,70.83
Tårnby,2018,36.79
Tønder,2018,70.53
Vallensbæk,2018,31.54
Varde,2018,70.38
Vejen,2018,70.13
Vejle,2018,54.0
Vesthimmerlands,2018,70.91
Viborg,2018,60.91
Vordingborg,2018,62.05
Ærø,2018,73.71
Aabenraa,2019,62.17
Aalborg,2019,36.02
Aarhus,2019,24.51
Albertslund,2019,12.95
Allerød,2019,53.09
Assens,2019,69.99
Ballerup,2019,28.41
Billund,2019,64.96
Bornholm,2019,61.33
Brøndby,2019,21.09
Brønderslev,2019,70.3
Copenhagen,2019,4.8
Dragør,2019,52.4
Egedal,2019,54.53
Esbjerg,2019,49.17
Faaborg-Midtfyn,2019,70.36
Fanø,2019,58.37
Favrskov,2019,70.15
Faxe,2019,64.02
Fredensborg,2019,34.89
Fredericia,2019,43.03
Frederiksberg,2019,1.83
Frederikshavn,2019,60.25
Frederikssund,2019,54.66
Furesø,2019,36.97
Gentofte,2019,30.74
Gladsaxe,2019,20.96
Glostrup,2019,24.83
Greve,2019,48.79
Gribskov,2019,71.21
Guldborgsund,2019,60.56
Haderslev,2019,56.61
Halsnæs,2019,62.48
Hedensted,2019,76.47
Helsingør,2019,34.29
Herlev,2019,23.57
Herning,2019,55.54
Hillerød,2019,43.95
Hjørring,2019,65.56
Holbæk,2019,54.53
Holstebro,2019,55.61
Horsens,2019,51.19
Hvidovre,2019,28.84
Høje-Taastrup,2019,27.54
Hørsholm,2019,35.48
Ikast-Brande,2019,65.8
Ishøj,2019,18.95
Jammerbugt,2019,77.21
Kalundborg,2019,63.45
Kerteminde,2019,63.15
Kolding,2019,50.8
Køge,2019,47.73
Langeland,2019,67.44
Lejre,2019,74.23
Lemvig,2019,72.69
Lolland,2019,64.48
Lyngby-Taarbæk,2019,23.2
Læsø,2019,82.3
Mariagerfjord,2019,65.7
Middelfart,2019,64.25
Morsø,2019,69.68
Norddjurs,2019,63.84
Nordfyns,2019,73.11
Nyborg,2019,54.09
Næstved,2019,52.69
Odder,2019,60.31
Odense,2019,31.47
Odsherred,2019,67.69
Randers,2019,47.64
Rebild,2019,75.72
Ringkøbing-Skjern,2019,69.83
Ringsted,2019,49.61
Roskilde,2019,41.06
Rudersdal,2019,42.25
Rødovre,2019,21.53
Samsø,2019,77.78
Silkeborg,2019,57.3
Skanderborg,2019,60.86
Skive,2019,64.21
Slagelse,2019,43.65
Solrød,2019,53.36
Sorø,2019,62.82
Stevns,2019,71.19
Struer,2019,63.75
Svendborg,2019,54.94
Syddjurs,2019,70.45
Sønderborg,2019,55.04
Thisted,2019,71.12
Tårnby,2019,36.94
Tønder,2019,70.39
Vallensbæk,2019,30.83
Varde,2019,70.24
Vejen,2019,70.15
Vejle,2019,53.69
Vesthimmerlands,2019,70.57
Viborg,2019,60.66
Vordingborg,2019,61.95
Ærø,2019,74.67
