municipality,year,value
Vejle,2012,36.4
Vesthimmerlands,2012,36.59
Viborg,2012,35.91
Vordingborg,2012,39.05
Ærø,2012,47.47
Aabenraa,2013,36.16
Aalborg,2013,41.73
Aarhus,2013,40.73
Albertslund,2013,39.7
Allerød,2013,26.15
Assens,2013,33.94
Ballerup,2013,38.05
Billund,2013,34.79
Bornholm,2013,41.15
Brøndby,2013,38.62
Brønderslev,2013,35.07
Copenhagen,2013,47.37
Dragør,2013,28.52
Egedal,2013,22.99
Esbjerg,2013,39.06
Faaborg-Midtfyn,2013,34.1
Fanø,2013,40.13
Favrskov,2013,29.05
Faxe,2013,32.42
Fredensborg,2013,33.52
Fredericia,2013,39.12
Frederiksberg,2013,47.05
Frederikshavn,2013,39.14
Frederikssund,2013,31.14
Furesø,2013,31.26
Gentofte,2013,39.85
Gladsaxe,2013,41.55
Glostrup,2013,43.78
Greve,2013,28.63
Gribskov,2013,28.55
Guldborgsund,2013,40.81
Haderslev,2013,37.46
Halsnæs,2013,33.1
Hedensted,2013,30.01
Helsingør,2013,38.74
Herlev,2013,40.25
Herning,2013,36.29
Hillerød,2013,33.13
Hjørring,2013,36.98
Holbæk,2013,34.39
Holstebro,2013,37.19
Horsens,2013,37.29
Hvidovre,2013,39.76
Høje-Taastrup,2013,35.49
Hørsholm,2013,37.05
Ikast-Brande,2013,33.18
Ishøj,2013,34.54
Jammerbugt,2013,33.25
Kalundborg,2013,37.12
Kerteminde,2013,34.23
Kolding,2013,36.22
Køge,2013,32.41
Langeland,2013,43.17
Lejre,2013,25.16
Lemvig,2013,36.7
Lolland,2013,42.86
Lyngby-Taarbæk,2013,45.08
Læsø,2013,46.06
Mariagerfjord,2013,36.26
Middelfart,2013,34.19
Morsø,2013,38.84
Norddjurs,2013,37.97
Nordfyns,2013,32.19
Nyborg,2013,36.81
Næstved,2013,37.47
Odder,2013,32.51
Odense,2013,42.11
Odsherred,2013,38.03
Randers,2013,40.12
Rebild,2013,30.07
Ringkøbing-Skjern,2013,34.41
Ringsted,2013,34.62
Roskilde,2013,37.77
Rudersdal,2013,36.28
Rødovre,2013,42.41
Samsø,2013,45.01
Silkeborg,2013,33.95
Skanderborg,2013,28.61
Skive,2013,38.06
Slagelse,2013,39.32
Solrød,2013,27.47
Sorø,2013,34.43
Stevns,2013,31.37
Struer,2013,35.6
Svendborg,2013,39.36
Syddjurs,2013,33.44
Sønderborg,2013,38.0
Thisted,2013,36.71
Tårnby,2013,34.91
Tønder,2013,37.22
Vallensbæk,2013,29.26
Varde,2013,33.85
Vejen,2013,32.83
Vejle,2013,36.47
Vesthimmerlands,2013,36.68
Viborg,2013,36.09
Vordingborg,2013,39.67
Ærø,2013,47.93
Aabenraa,2014,36.42
Aalborg,2014,41.93
Aarhus,2014,40.43
Albertslund,2014,40.1
Allerød,2014,26.53
